"","alpha_hat_ij_Caryophyllaceae","focal","year","complexity.plant","complexity.animal"
"1058",0.135956055994465,"HOMA","All","family","family"
"1059",0.242489999666787,"HOMA","All","family","family"
"1060",0.215886281492782,"HOMA","All","family","family"
"1061",-0.0176271202090773,"HOMA","All","family","family"
"1062",0.18604574214603,"HOMA","All","family","family"
"1063",0.266366010188216,"HOMA","All","family","family"
"1064",0.0139999948788812,"HOMA","All","family","family"
"1065",0.186127719312448,"HOMA","All","family","family"
"1066",0.122773396280095,"HOMA","All","family","family"
"1067",0.198809563737761,"HOMA","All","family","family"
"1068",0.107485468139598,"HOMA","All","family","family"
"1069",0.189625228062452,"HOMA","All","family","family"
"1070",0.027284067220392,"HOMA","All","family","family"
"1071",0.122549913278784,"HOMA","All","family","family"
"1072",0.042879379080565,"HOMA","All","family","family"
"1073",0.220647878607555,"HOMA","All","family","family"
"1074",0.0968117098737482,"HOMA","All","family","family"
"1075",0.0112945018356438,"HOMA","All","family","family"
"1076",0.340424442929127,"HOMA","All","family","family"
"1077",0.223481665263167,"HOMA","All","family","family"
"1078",0.0633541215922642,"HOMA","All","family","family"
"1079",-0.0010237638371553,"HOMA","All","family","family"
"1080",0.0869468707822978,"HOMA","All","family","family"
"1081",0.200863173657673,"HOMA","All","family","family"
"1082",-0.00924231981562462,"HOMA","All","family","family"
"1083",0.0950238751830068,"HOMA","All","family","family"
"1084",0.0379179920457451,"HOMA","All","family","family"
"1085",0.131072566623867,"HOMA","All","family","family"
"1086",0.181154458645006,"HOMA","All","family","family"
"1087",0.125262132913497,"HOMA","All","family","family"
"1088",0.0886164998317678,"HOMA","All","family","family"
"1089",0.042928782577742,"HOMA","All","family","family"
"1090",0.150409467568478,"HOMA","All","family","family"
"1091",0.0126180140086347,"HOMA","All","family","family"
"1092",0.0531504186052292,"HOMA","All","family","family"
"1093",0.226892585728676,"HOMA","All","family","family"
"1094",0.200716011564941,"HOMA","All","family","family"
"1095",0.245237304985404,"HOMA","All","family","family"
"1096",0.163970668442566,"HOMA","All","family","family"
"1097",0.266986552910932,"HOMA","All","family","family"
"1098",0.259423283509323,"HOMA","All","family","family"
"1099",0.107790953048332,"HOMA","All","family","family"
"1100",0.177802980562159,"HOMA","All","family","family"
"1101",0.0666229923423081,"HOMA","All","family","family"
"1102",0.190604652021037,"HOMA","All","family","family"
"1103",0.116256615633876,"HOMA","All","family","family"
"1104",-0.0116982762414708,"HOMA","All","family","family"
"1105",-0.0550255727580247,"HOMA","All","family","family"
"1106",0.0993823530081479,"HOMA","All","family","family"
"1107",0.018732861818489,"HOMA","All","family","family"
"1108",0.171610985989716,"HOMA","All","family","family"
"1109",0.0921944231356762,"HOMA","All","family","family"
"1110",0.118502114988602,"HOMA","All","family","family"
"1111",0.0203314260962226,"HOMA","All","family","family"
"1112",0.200369609574616,"HOMA","All","family","family"
"1113",0.119032715691531,"HOMA","All","family","family"
"1114",0.350374606405979,"HOMA","All","family","family"
"1115",0.0377344832537134,"HOMA","All","family","family"
"1116",0.12622412840025,"HOMA","All","family","family"
"1117",0.116981713033622,"HOMA","All","family","family"
"1118",0.114124974018398,"HOMA","All","family","family"
"1119",0.0879822865458368,"HOMA","All","family","family"
"1120",0.125941740123123,"HOMA","All","family","family"
"1121",0.220756568995934,"HOMA","All","family","family"
"1122",0.2431557851807,"HOMA","All","family","family"
"1123",0.133784904808762,"HOMA","All","family","family"
"1124",0.0703909686956437,"HOMA","All","family","family"
"1125",-0.0187157619441797,"HOMA","All","family","family"
"1126",-0.00679879113304893,"HOMA","All","family","family"
"1127",0.0776173619399056,"HOMA","All","family","family"
"1128",0.134818235513384,"HOMA","All","family","family"
"1129",0.0984288449279243,"HOMA","All","family","family"
"1130",0.0940503477556163,"HOMA","All","family","family"
"1131",-0.0190903938276421,"HOMA","All","family","family"
"1132",0.207915691396547,"HOMA","All","family","family"
"1133",0.129427688822703,"HOMA","All","family","family"
"1134",0.0879361005070776,"HOMA","All","family","family"
"1135",0.140332483131565,"HOMA","All","family","family"
"1136",0.114821007321562,"HOMA","All","family","family"
"1137",0.116048569731251,"HOMA","All","family","family"
"1138",0.198611202185247,"HOMA","All","family","family"
"1139",0.220305288648259,"HOMA","All","family","family"
"1140",0.138312410604288,"HOMA","All","family","family"
"1141",0.0954753826031021,"HOMA","All","family","family"
"1142",0.16932362387116,"HOMA","All","family","family"
"1143",0.0170870552040219,"HOMA","All","family","family"
"1144",0.154349072824164,"HOMA","All","family","family"
"1145",0.0402406607351451,"HOMA","All","family","family"
"1146",0.117479925780814,"HOMA","All","family","family"
"1147",0.212003843813557,"HOMA","All","family","family"
"1148",0.223731836306338,"HOMA","All","family","family"
"1149",0.156101522835172,"HOMA","All","family","family"
"1150",0.0648072603965018,"HOMA","All","family","family"
"1151",0.100780324889172,"HOMA","All","family","family"
"1152",-0.0335800884556835,"HOMA","All","family","family"
"1153",0.0484755541775859,"HOMA","All","family","family"
"1154",0.0933173487716314,"HOMA","All","family","family"
"1155",0.141201237463979,"HOMA","All","family","family"
"1156",0.0573237385365089,"HOMA","All","family","family"
"1157",0.157898894403742,"HOMA","All","family","family"
"1158",0.18743945341864,"HOMA","All","family","family"
"1159",0.190604652021037,"HOMA","All","family","family"
"1160",0.0575922204434143,"HOMA","All","family","family"
"1161",0.0180962930329105,"HOMA","All","family","family"
"1162",0.131363823909892,"HOMA","All","family","family"
"1163",0.245329778464694,"HOMA","All","family","family"
"1164",0.0211869599791887,"HOMA","All","family","family"
"1165",0.190546048780511,"HOMA","All","family","family"
"1166",0.115736492780394,"HOMA","All","family","family"
"1167",0.11418215759204,"HOMA","All","family","family"
"1168",0.102926377603458,"HOMA","All","family","family"
"1169",-0.0202426781126311,"HOMA","All","family","family"
"1170",-0.0596833506572279,"HOMA","All","family","family"
"1171",0.103160363396591,"HOMA","All","family","family"
"1172",0.230620028612518,"HOMA","All","family","family"
"1173",0.148468097820406,"HOMA","All","family","family"
"1174",0.211375640991718,"HOMA","All","family","family"
"1175",0.0994310342242672,"HOMA","All","family","family"
"1176",0.243284038373615,"HOMA","All","family","family"
"1177",0.0993089827253182,"HOMA","All","family","family"
"1178",-0.0211791451851858,"HOMA","All","family","family"
"1179",0.0532639433118396,"HOMA","All","family","family"
"1180",0.103025625076398,"HOMA","All","family","family"
"1181",0.0773235997571755,"HOMA","All","family","family"
"1182",0.14231485513676,"HOMA","All","family","family"
"1183",0.237634888973186,"HOMA","All","family","family"
"1184",-0.0084208098130355,"HOMA","All","family","family"
"1185",0.0106892051010059,"HOMA","All","family","family"
"1186",0.0683320569913195,"HOMA","All","family","family"
"1187",0.0982831516621256,"HOMA","All","family","family"
"1188",0.0832314370015486,"HOMA","All","family","family"
"1189",0.164757008362003,"HOMA","All","family","family"
"1190",0.0964767586286805,"HOMA","All","family","family"
"1191",0.171271699882866,"HOMA","All","family","family"
"1192",0.0765904545093345,"HOMA","All","family","family"
"1193",0.0461180834214676,"HOMA","All","family","family"
"1194",0.111789200068698,"HOMA","All","family","family"
"1195",0.112304262760257,"HOMA","All","family","family"
"1196",0.227905855239205,"HOMA","All","family","family"
"1197",0.260857416717698,"HOMA","All","family","family"
"1198",0.0819136571456702,"HOMA","All","family","family"
"1199",0.159704430359167,"HOMA","All","family","family"
"1200",0.240348443571474,"HOMA","All","family","family"
"1201",-0.0540258640974953,"HOMA","All","family","family"
"1202",0.13712031166322,"HOMA","All","family","family"
"1203",0.0528644050556566,"HOMA","All","family","family"
"1204",0.0868682910477239,"HOMA","All","family","family"
"1205",0.134177825132137,"HOMA","All","family","family"
"1206",0.184057453121417,"HOMA","All","family","family"
"1207",0.108208983405498,"HOMA","All","family","family"
"1208",0.126515835310311,"HOMA","All","family","family"
"1209",0.125423074764031,"HOMA","All","family","family"
"1210",0.163977334073609,"HOMA","All","family","family"
"1211",0.353326253348243,"HOMA","All","family","family"
"1212",0.0802382445679368,"HOMA","All","family","family"
"1213",0.202915078667365,"HOMA","All","family","family"
"1214",0.145920400126555,"HOMA","All","family","family"
"1215",0.0348868365361368,"HOMA","All","family","family"
"1216",0.179714683400725,"HOMA","All","family","family"
"1217",0.0528480711276644,"HOMA","All","family","family"
"1218",0.0807565316870735,"HOMA","All","family","family"
"1219",-0.00380636414197311,"HOMA","All","family","family"
"1220",0.110667088492175,"HOMA","All","family","family"
"1221",0.17163403674766,"HOMA","All","family","family"
"1222",0.0678185793375079,"HOMA","All","family","family"
"1223",-0.0891455994854736,"HOMA","All","family","family"
"1224",0.233138166726225,"HOMA","All","family","family"
"1225",0.249798657209753,"HOMA","All","family","family"
"1226",0.078923517739464,"HOMA","All","family","family"
"1227",-0.0256403567659373,"HOMA","All","family","family"
"1228",0.180597482554587,"HOMA","All","family","family"
"1229",0.0893014843714344,"HOMA","All","family","family"
"1230",0.0693907244727356,"HOMA","All","family","family"
"1231",0.10243908578394,"HOMA","All","family","family"
"1232",0.163970093976602,"HOMA","All","family","family"
"1233",0.130104034149561,"HOMA","All","family","family"
"1234",0.280960370449417,"HOMA","All","family","family"
"1235",0.0775247943157877,"HOMA","All","family","family"
"1236",0.0584804005681723,"HOMA","All","family","family"
"1237",0.000498243575131729,"HOMA","All","family","family"
"1238",0.107896092586687,"HOMA","All","family","family"
"1239",0.106903297876957,"HOMA","All","family","family"
"1240",0.125551224569585,"HOMA","All","family","family"
"1241",0.0851877512627348,"HOMA","All","family","family"
"1242",0.140031031296895,"HOMA","All","family","family"
"1243",-0.0156449353155299,"HOMA","All","family","family"
"1244",0.0438325134659243,"HOMA","All","family","family"
"1245",0.130895200394108,"HOMA","All","family","family"
"1246",0.0456744864884524,"HOMA","All","family","family"
"1247",0.0611033791389062,"HOMA","All","family","family"
"1248",0.127556704753469,"HOMA","All","family","family"
"1249",0.0213468425960308,"HOMA","All","family","family"
"1250",0.140644821046647,"HOMA","All","family","family"
"1251",0.142638218110186,"HOMA","All","family","family"
"1252",0.192984148918263,"HOMA","All","family","family"
"1253",0.148591944719896,"HOMA","All","family","family"
"1254",0.173171732282099,"HOMA","All","family","family"
"1255",0.0640582645585712,"HOMA","All","family","family"
"1256",0.154080712057246,"HOMA","All","family","family"
"1257",0.0888054804329901,"HOMA","All","family","family"
"1258",0.0419370284335929,"HOMA","All","family","family"
"1259",0.227523370871354,"HOMA","All","family","family"
"1260",-0.0417842242689982,"HOMA","All","family","family"
"1261",0.248680531316015,"HOMA","All","family","family"
"1262",0.100732415536935,"HOMA","All","family","family"
"1263",0.128691788562977,"HOMA","All","family","family"
"1264",0.16399178657666,"HOMA","All","family","family"
"1265",0.0983296233569053,"HOMA","All","family","family"
"1266",0.205717094995449,"HOMA","All","family","family"
"1267",0.233850179457812,"HOMA","All","family","family"
"1268",0.22915452479574,"HOMA","All","family","family"
"1269",0.116190923818265,"HOMA","All","family","family"
"1270",0.233082279148876,"HOMA","All","family","family"
"1271",0.125618006104385,"HOMA","All","family","family"
"1272",0.136687767249492,"HOMA","All","family","family"
"1273",0.0403133674804372,"HOMA","All","family","family"
"1274",0.105014218621347,"HOMA","All","family","family"
"1275",0.12270762835557,"HOMA","All","family","family"
"1276",0.323338839976276,"HOMA","All","family","family"
"1277",0.190010803995214,"HOMA","All","family","family"
"1278",-0.0639533192878687,"HOMA","All","family","family"
"1279",-0.00307995755027457,"HOMA","All","family","family"
"1280",-0.00350738706187315,"HOMA","All","family","family"
"1281",0.129995843341851,"HOMA","All","family","family"
"1282",0.0997839496173549,"HOMA","All","family","family"
"1283",0.0309611433552111,"HOMA","All","family","family"
"1284",0.114694813410196,"HOMA","All","family","family"
"1285",-0.0389651099833946,"HOMA","All","family","family"
"1286",0.26229369631969,"HOMA","All","family","family"
"1287",0.113262310285103,"HOMA","All","family","family"
"1288",0.0783240056665213,"HOMA","All","family","family"
"1289",-0.0395350744069354,"HOMA","All","family","family"
"1290",0.0959177271871219,"HOMA","All","family","family"
"1291",0.13014887676793,"HOMA","All","family","family"
"1292",0.202374071855284,"HOMA","All","family","family"
"1293",0.202096858936769,"HOMA","All","family","family"
"1294",0.0281248606024505,"HOMA","All","family","family"
"1295",0.261383157684147,"HOMA","All","family","family"
"1296",0.0835581459280055,"HOMA","All","family","family"
"1297",0.042912593395221,"HOMA","All","family","family"
"1298",-0.0271017690306202,"HOMA","All","family","family"
"1299",0.102317995007921,"HOMA","All","family","family"
"1300",0.016851221460485,"HOMA","All","family","family"
"1301",0.271582840044692,"HOMA","All","family","family"
"1302",0.0394667946848464,"HOMA","All","family","family"
"1303",0.0907590193978536,"HOMA","All","family","family"
"1304",0.204714187125743,"HOMA","All","family","family"
"1305",0.00554607870643209,"HOMA","All","family","family"
"1306",0.211377396563637,"HOMA","All","family","family"
"1307",0.275945259444217,"HOMA","All","family","family"
"1308",-0.0184888387770359,"HOMA","All","family","family"
"1309",0.186781671670965,"HOMA","All","family","family"
"1310",0.0794402770631779,"HOMA","All","family","family"
"1311",0.177838957870026,"HOMA","All","family","family"
"1312",0.136959979933728,"HOMA","All","family","family"
"1313",0.194169630684641,"HOMA","All","family","family"
"1314",0.135220288269955,"HOMA","All","family","family"
"1315",0.013672284887857,"HOMA","All","family","family"
"1316",0.0852646753772865,"HOMA","All","family","family"
"1317",0.146190176005438,"HOMA","All","family","family"
"1318",0.0790842540354304,"HOMA","All","family","family"
"1319",0.144167757994899,"HOMA","All","family","family"
"1320",0.197583053639669,"HOMA","All","family","family"
"1321",-0.00183111335371056,"HOMA","All","family","family"
"1322",0.163450737244425,"HOMA","All","family","family"
"1323",0.0937740637327393,"HOMA","All","family","family"
"1324",0.199308539167365,"HOMA","All","family","family"
"1325",0.175603408655063,"HOMA","All","family","family"
"1326",0.103989091009078,"HOMA","All","family","family"
"1327",0.0627738943535203,"HOMA","All","family","family"
"1328",0.141608422120125,"HOMA","All","family","family"
"1329",-0.0396823775203377,"HOMA","All","family","family"
"1330",0.0150439150051078,"HOMA","All","family","family"
"1331",0.18409516542601,"HOMA","All","family","family"
"1332",0.232821244653246,"HOMA","All","family","family"
"1333",0.142332307018072,"HOMA","All","family","family"
"1334",0.0740861213413835,"HOMA","All","family","family"
"1335",-0.0310044476912181,"HOMA","All","family","family"
"1336",0.0219129249649654,"HOMA","All","family","family"
"1337",0.258480055135438,"HOMA","All","family","family"
"1338",0.193997710682567,"HOMA","All","family","family"
"1339",0.165673651534131,"HOMA","All","family","family"
"1340",0.22156346625308,"HOMA","All","family","family"
"1341",0.242880351473094,"HOMA","All","family","family"
"1342",0.16412615520151,"HOMA","All","family","family"
"1343",0.01359036512556,"HOMA","All","family","family"
"1344",0.146567415218608,"HOMA","All","family","family"
"1345",0.0979506744073189,"HOMA","All","family","family"
"1346",0.0797935519102451,"HOMA","All","family","family"
"1347",0.0406899490256465,"HOMA","All","family","family"
"1348",0.123363444302037,"HOMA","All","family","family"
"1349",0.0187317579915782,"HOMA","All","family","family"
"1350",0.0537647975937035,"HOMA","All","family","family"
"1351",0.0710736292503693,"HOMA","All","family","family"
"1352",0.205474216906221,"HOMA","All","family","family"
"1353",0.0855369141798679,"HOMA","All","family","family"
"1354",0.135236812725116,"HOMA","All","family","family"
"1355",0.0100295042950731,"HOMA","All","family","family"
"1356",0.142799345391082,"HOMA","All","family","family"
"1357",0.10911784664373,"HOMA","All","family","family"
"1358",0.151069970865982,"HOMA","All","family","family"
"1359",0.0812091299003794,"HOMA","All","family","family"
"1360",0.118396693233134,"HOMA","All","family","family"
"1361",0.306616527948193,"HOMA","All","family","family"
"1362",0.040121208394956,"HOMA","All","family","family"
"1363",0.0845849709430024,"HOMA","All","family","family"
"1364",0.172738932270508,"HOMA","All","family","family"
"1365",0.0174968374198969,"HOMA","All","family","family"
"1366",0.114109422919236,"HOMA","All","family","family"
"1367",0.00306587886691734,"HOMA","All","family","family"
"1368",0.103324542550758,"HOMA","All","family","family"
"1369",0.216059833938001,"HOMA","All","family","family"
"1370",0.166538263682741,"HOMA","All","family","family"
"1371",0.200711801749407,"HOMA","All","family","family"
"1372",0.178732679156179,"HOMA","All","family","family"
"1373",0.202328029975759,"HOMA","All","family","family"
"1374",0.0653226529261692,"HOMA","All","family","family"
"1375",0.188659090293255,"HOMA","All","family","family"
"1376",0.309613547119577,"HOMA","All","family","family"
"1377",0.116199442553804,"HOMA","All","family","family"
"1378",0.160940251404575,"HOMA","All","family","family"
"1379",0.240755140398705,"HOMA","All","family","family"
"1380",0.0193426913830472,"HOMA","All","family","family"
"1381",0.317470392471232,"HOMA","All","family","family"
"1382",0.235941991838903,"HOMA","All","family","family"
"1383",0.0374431736308767,"HOMA","All","family","family"
"1384",0.0696345656550654,"HOMA","All","family","family"
"1385",0.136701931455512,"HOMA","All","family","family"
"1386",0.0491865961052915,"HOMA","All","family","family"
"1387",0.0608449042688124,"HOMA","All","family","family"
"1388",0.0378626534274527,"HOMA","All","family","family"
"1389",0.108836681199698,"HOMA","All","family","family"
"1390",0.216477303707312,"HOMA","All","family","family"
"1391",0.0609490041204617,"HOMA","All","family","family"
"1392",0.240014320448434,"HOMA","All","family","family"
"1393",0.292086217514079,"HOMA","All","family","family"
"1394",0.191911293309257,"HOMA","All","family","family"
"1395",0.0787761747567006,"HOMA","All","family","family"
"1396",0.304863656362066,"HOMA","All","family","family"
"1397",0.0408121321888579,"HOMA","All","family","family"
"1398",0.0228906616125828,"HOMA","All","family","family"
"1399",0.113232230794243,"HOMA","All","family","family"
"1400",0.0749024765105641,"HOMA","All","family","family"
"1401",0.0828348042533458,"HOMA","All","family","family"
"1402",0.172190508504059,"HOMA","All","family","family"
"1403",0.0860744083773002,"HOMA","All","family","family"
"1404",0.088735045850769,"HOMA","All","family","family"
"1405",0.212223216219766,"HOMA","All","family","family"
"1406",0.262064241556894,"HOMA","All","family","family"
"1407",0.171054988533467,"HOMA","All","family","family"
"1408",0.146421519538872,"HOMA","All","family","family"
"1409",0.180068758993394,"HOMA","All","family","family"
"1410",0.0899983989526107,"HOMA","All","family","family"
"1411",0.031595037743559,"HOMA","All","family","family"
"1412",0.105794434150002,"HOMA","All","family","family"
"1413",0.0728030656324954,"HOMA","All","family","family"
"1414",0.076202186915707,"HOMA","All","family","family"
"1415",0.132536995709025,"HOMA","All","family","family"
"1416",0.203996042331833,"HOMA","All","family","family"
"1417",0.165238307274719,"HOMA","All","family","family"
"1418",0.171945778299514,"HOMA","All","family","family"
"1419",0.178951175309335,"HOMA","All","family","family"
"1420",0.124683408191363,"HOMA","All","family","family"
"1421",0.130504152697489,"HOMA","All","family","family"
"1422",-0.00247915760923889,"HOMA","All","family","family"
"1423",0.0240681908282119,"HOMA","All","family","family"
"1424",0.107483082208151,"HOMA","All","family","family"
"1425",0.308324775753749,"HOMA","All","family","family"
"1426",0.0980033559298137,"HOMA","All","family","family"
"1427",0.299673697444981,"HOMA","All","family","family"
"1428",0.231563050385429,"HOMA","All","family","family"
"1429",0.103608055645119,"HOMA","All","family","family"
"1430",0.240688159314212,"HOMA","All","family","family"
"1431",0.103777663734007,"HOMA","All","family","family"
"1432",0.192740166530014,"HOMA","All","family","family"
"1433",0.162359698742984,"HOMA","All","family","family"
"1434",0.259686837887064,"HOMA","All","family","family"
"1435",0.142890946334406,"HOMA","All","family","family"
"1436",0.110292090326727,"HOMA","All","family","family"
"1437",0.182197045942477,"HOMA","All","family","family"
"1438",0.0688118115993739,"HOMA","All","family","family"
"1439",0.142724455612278,"HOMA","All","family","family"
"1440",0.128245404213647,"HOMA","All","family","family"
"1441",0.346934544104973,"HOMA","All","family","family"
"1442",0.110995599727863,"HOMA","All","family","family"
"1443",0.155284517415407,"HOMA","All","family","family"
"1444",0.201595546683681,"HOMA","All","family","family"
"1445",0.229141841765263,"HOMA","All","family","family"
"1446",0.0570745015004939,"HOMA","All","family","family"
"1447",0.22992483821722,"HOMA","All","family","family"
"1448",0.106110374449458,"HOMA","All","family","family"
"1449",0.01966731051974,"HOMA","All","family","family"
"1450",0.10885893979878,"HOMA","All","family","family"
"1451",0.0371500063557397,"HOMA","All","family","family"
"1452",0.0461468797100941,"HOMA","All","family","family"
"1453",0.168937084846597,"HOMA","All","family","family"
"1454",0.0924371699943354,"HOMA","All","family","family"
"1455",0.273954714873622,"HOMA","All","family","family"
"1456",0.321909451237627,"HOMA","All","family","family"
"1457",-0.0239580900977326,"HOMA","All","family","family"
"1458",0.114234622242235,"HOMA","All","family","family"
"1459",0.0741206008501138,"HOMA","All","family","family"
"1460",0.132589835424306,"HOMA","All","family","family"
"1461",0.00273945223423433,"HOMA","All","family","family"
"1462",0.135407445080556,"HOMA","All","family","family"
"1463",0.236442990953126,"HOMA","All","family","family"
"1464",0.124081275486998,"HOMA","All","family","family"
"1465",0.213958827392144,"HOMA","All","family","family"
"1466",0.239863263329821,"HOMA","All","family","family"
"1467",0.131870307603317,"HOMA","All","family","family"
"1468",0.125938138383152,"HOMA","All","family","family"
"1469",0.053798905978127,"HOMA","All","family","family"
"1470",0.063244153312535,"HOMA","All","family","family"
"1471",0.191070530453066,"HOMA","All","family","family"
"1472",0.0677640416665128,"HOMA","All","family","family"
"1473",0.127284782161561,"HOMA","All","family","family"
"1474",0.173317706329488,"HOMA","All","family","family"
"1475",0.16647352102607,"HOMA","All","family","family"
"1476",0.263717004609946,"HOMA","All","family","family"
"1477",0.0591328082163707,"HOMA","All","family","family"
"1478",-0.00471096206437904,"HOMA","All","family","family"
"1479",0.145986068048883,"HOMA","All","family","family"
"1480",0.153215795344296,"HOMA","All","family","family"
"1481",-0.0613065268021125,"HOMA","All","family","family"
"1482",0.233145746928064,"HOMA","All","family","family"
"1483",0.167256585504613,"HOMA","All","family","family"
"1484",-0.0356597160074977,"HOMA","All","family","family"
"1485",0.308493716494761,"HOMA","All","family","family"
"1486",0.0226594381850087,"HOMA","All","family","family"
"1487",-0.0144910861269967,"HOMA","All","family","family"
"1488",0.0448972624494801,"HOMA","All","family","family"
"1489",0.166599323592377,"HOMA","All","family","family"
"1490",0.0386617589565823,"HOMA","All","family","family"
"1491",0.125951062739218,"HOMA","All","family","family"
"1492",0.0391580319460445,"HOMA","All","family","family"
"1493",0.276066450769278,"HOMA","All","family","family"
"1494",0.089409684807447,"HOMA","All","family","family"
"1495",0.234952732589431,"HOMA","All","family","family"
"1496",0.21307054633571,"HOMA","All","family","family"
"1497",-0.024389760382979,"HOMA","All","family","family"
"1498",0.223851407847089,"HOMA","All","family","family"
"1499",0.25627645769478,"HOMA","All","family","family"
"1500",0.214899979087309,"HOMA","All","family","family"
"1501",0.246324474305861,"HOMA","All","family","family"
"1502",0.174234265504653,"HOMA","All","family","family"
"1503",0.213278239183514,"HOMA","All","family","family"
"1504",-0.00834919839549253,"HOMA","All","family","family"
"1505",0.124095656205663,"HOMA","All","family","family"
"1506",0.187735270302717,"HOMA","All","family","family"
"1507",0.11986460514733,"HOMA","All","family","family"
"1508",0.257294812472787,"HOMA","All","family","family"
"1509",0.253405775832334,"HOMA","All","family","family"
"1510",0.175869440314442,"HOMA","All","family","family"
"1511",0.262765227477145,"HOMA","All","family","family"
"1512",0.173518377604577,"HOMA","All","family","family"
"1513",0.0850548330291376,"HOMA","All","family","family"
"1514",0.00947513558383561,"HOMA","All","family","family"
"1515",0.175775301106456,"HOMA","All","family","family"
"1516",0.123136344994465,"HOMA","All","family","family"
"1517",-0.0155572417073024,"HOMA","All","family","family"
"1518",0.0467220451060606,"HOMA","All","family","family"
"1519",0.041921683624651,"HOMA","All","family","family"
"1520",0.0996677053775989,"HOMA","All","family","family"
"1521",0.17266147997207,"HOMA","All","family","family"
"1522",0.318245172669925,"HOMA","All","family","family"
"1523",-0.00496993867474216,"HOMA","All","family","family"
"1524",0.244281839728447,"HOMA","All","family","family"
"1525",0.122521612293712,"HOMA","All","family","family"
"1526",0.109579798830738,"HOMA","All","family","family"
"1527",0.164622320255128,"HOMA","All","family","family"
"1528",0.0637230841948455,"HOMA","All","family","family"
"1529",0.123867205303198,"HOMA","All","family","family"
"1530",0.101614869018694,"HOMA","All","family","family"
"1531",0.0566253131244596,"HOMA","All","family","family"
"1532",0.163801769610998,"HOMA","All","family","family"
"1533",0.087409334324726,"HOMA","All","family","family"
"1534",0.298337913797239,"HOMA","All","family","family"
"1535",0.0128555369119965,"HOMA","All","family","family"
"1536",0.219968959661418,"HOMA","All","family","family"
"1537",0.146376443269561,"HOMA","All","family","family"
"1538",0.243506731518473,"HOMA","All","family","family"
"1539",0.18757046120977,"HOMA","All","family","family"
"1540",0.0954562288929592,"HOMA","All","family","family"
"1541",0.062785675867443,"HOMA","All","family","family"
"1542",0.0407797020491409,"HOMA","All","family","family"
"1543",0.163875266088562,"HOMA","All","family","family"
"1544",0.138014389974206,"HOMA","All","family","family"
"1545",0.0993007530942114,"HOMA","All","family","family"
"1546",0.00459253977884688,"HOMA","All","family","family"
"1547",0.150087499390202,"HOMA","All","family","family"
"1548",0.0997852964062687,"HOMA","All","family","family"
"1549",0.130283589095438,"HOMA","All","family","family"
"1550",0.0536802599227844,"HOMA","All","family","family"
"1551",0.136794136477467,"HOMA","All","family","family"
"1552",0.140350666540056,"HOMA","All","family","family"
"1553",0.131824690890226,"HOMA","All","family","family"
"1554",0.259431981578921,"HOMA","All","family","family"
"1555",0.0140668099995687,"HOMA","All","family","family"
"1556",0.162060017499738,"HOMA","All","family","family"
"1557",0.0929194402410123,"HOMA","All","family","family"
"1558",0.0545270575551489,"HOMA","All","family","family"
"1559",0.165572039680062,"HOMA","All","family","family"
"1560",0.350103292192829,"HOMA","All","family","family"
"1561",-0.0191650378053144,"HOMA","All","family","family"
"1562",0.0404281413144836,"HOMA","All","family","family"
"1563",0.107992612963509,"HOMA","All","family","family"
"1564",-0.0787679827703559,"HOMA","All","family","family"
"1565",-0.0906048758175908,"HOMA","All","family","family"
"1566",0.189100820950699,"HOMA","All","family","family"
"1567",0.2674817324539,"HOMA","All","family","family"
"1568",0.062010265063668,"HOMA","All","family","family"
"1569",0.199640142733036,"HOMA","All","family","family"
"1570",0.159211521227506,"HOMA","All","family","family"
"1571",0.15739778912171,"HOMA","All","family","family"
"1572",0.0699466486024354,"HOMA","All","family","family"
"1573",0.0978514554543641,"HOMA","All","family","family"
"1574",0.174992400438229,"HOMA","All","family","family"
"1575",0.0587733407508872,"HOMA","All","family","family"
"1576",0.139512060884913,"HOMA","All","family","family"
"1577",0.156337464829287,"HOMA","All","family","family"
"1578",0.0939990875897923,"HOMA","All","family","family"
"1579",0.202630340970966,"HOMA","All","family","family"
"1580",0.298749004993992,"HOMA","All","family","family"
"1581",0.275084357410003,"HOMA","All","family","family"
"1582",0.10573586332292,"HOMA","All","family","family"
"1583",0.136623933023594,"HOMA","All","family","family"
"1584",0.225937545223169,"HOMA","All","family","family"
"1585",0.257186424643777,"HOMA","All","family","family"
"1586",0.18447183909808,"HOMA","All","family","family"
"1587",0.147572018909213,"HOMA","All","family","family"
"1588",0.00961266028694352,"HOMA","All","family","family"
"1589",0.172044699378317,"HOMA","All","family","family"
"1590",0.317513218000102,"HOMA","All","family","family"
"1591",0.181115256891083,"HOMA","All","family","family"
"1592",0.244969240991604,"HOMA","All","family","family"
"1593",0.0988150193525441,"HOMA","All","family","family"
"1594",0.0187404298912575,"HOMA","All","family","family"
"1595",0.150464508380413,"HOMA","All","family","family"
"1596",0.0659135931238559,"HOMA","All","family","family"
"1597",0.139925179952165,"HOMA","All","family","family"
"1598",0.173837773585546,"HOMA","All","family","family"
"1599",0.217400559556616,"HOMA","All","family","family"
"1600",0.101977332397786,"HOMA","All","family","family"
"1601",0.0837604984466014,"HOMA","All","family","family"
"1602",0.123275713632067,"HOMA","All","family","family"
"1603",0.229713921583546,"HOMA","All","family","family"
"1604",0.0472510285893506,"HOMA","All","family","family"
"1605",0.0846773036938795,"HOMA","All","family","family"
