"","beta_plant_hat_ijk_LEMA_SCLA","focal","year","complexity.plant","complexity.animal"
"962",0.0212139681930019,"CETE","All","code.plant","species"
"963",-0.0147720008383806,"CETE","All","code.plant","species"
"964",0.0836752250104034,"CETE","All","code.plant","species"
"965",-0.0284931218441266,"CETE","All","code.plant","species"
"966",-0.14942497311161,"CETE","All","code.plant","species"
"967",0.215545125806412,"CETE","All","code.plant","species"
"968",-0.0670324227705782,"CETE","All","code.plant","species"
"969",0.0483571859346301,"CETE","All","code.plant","species"
"970",0.013742357508322,"CETE","All","code.plant","species"
"971",0.142368264980048,"CETE","All","code.plant","species"
"972",0.0788924250589427,"CETE","All","code.plant","species"
"973",0.197978265536651,"CETE","All","code.plant","species"
"974",0.00256343780335166,"CETE","All","code.plant","species"
"975",0.208028848635736,"CETE","All","code.plant","species"
"976",0.085469695418928,"CETE","All","code.plant","species"
"977",-0.0723496946926888,"CETE","All","code.plant","species"
"978",0.061342665031374,"CETE","All","code.plant","species"
"979",-0.119882420631896,"CETE","All","code.plant","species"
"980",-0.0620736436237035,"CETE","All","code.plant","species"
"981",0.0468491512311222,"CETE","All","code.plant","species"
"982",-0.0676337714307872,"CETE","All","code.plant","species"
"983",-0.0985475596577556,"CETE","All","code.plant","species"
"984",-0.0683544215133948,"CETE","All","code.plant","species"
"985",-0.0444032606354082,"CETE","All","code.plant","species"
"986",-0.0613213189076427,"CETE","All","code.plant","species"
"987",0.181626803350146,"CETE","All","code.plant","species"
"988",0.00493777285784924,"CETE","All","code.plant","species"
"989",-0.0844161159593815,"CETE","All","code.plant","species"
"990",0.100206215830709,"CETE","All","code.plant","species"
"991",0.165409041312455,"CETE","All","code.plant","species"
"992",-0.0164933407981338,"CETE","All","code.plant","species"
"993",0.0503318335449612,"CETE","All","code.plant","species"
"994",-0.00448882008627316,"CETE","All","code.plant","species"
"995",0.195825715393348,"CETE","All","code.plant","species"
"996",0.0101580090864921,"CETE","All","code.plant","species"
"997",0.00609885996559068,"CETE","All","code.plant","species"
"998",0.0347124105434358,"CETE","All","code.plant","species"
"999",0.139049921756956,"CETE","All","code.plant","species"
"1000",0.0763320454821603,"CETE","All","code.plant","species"
"1001",-0.0509991984744524,"CETE","All","code.plant","species"
"1002",-0.00304887922463482,"CETE","All","code.plant","species"
"1003",-0.0309336243990007,"CETE","All","code.plant","species"
"1004",-0.0956600223469746,"CETE","All","code.plant","species"
"1005",0.0607859912033344,"CETE","All","code.plant","species"
"1006",0.0297861397671302,"CETE","All","code.plant","species"
"1007",-0.0522195470536021,"CETE","All","code.plant","species"
"1008",0.0864072334010235,"CETE","All","code.plant","species"
"1009",-0.0545316494073761,"CETE","All","code.plant","species"
"1010",0.121697768498437,"CETE","All","code.plant","species"
"1011",0.113590004419142,"CETE","All","code.plant","species"
"1012",0.0264216435818978,"CETE","All","code.plant","species"
"1013",-0.0127328300499162,"CETE","All","code.plant","species"
"1014",0.000446926185571073,"CETE","All","code.plant","species"
"1015",0.0198043844893778,"CETE","All","code.plant","species"
"1016",-0.0546986061866502,"CETE","All","code.plant","species"
"1017",-0.0389839861737742,"CETE","All","code.plant","species"
"1018",0.121095685211817,"CETE","All","code.plant","species"
"1019",-0.0651214365765761,"CETE","All","code.plant","species"
"1020",-0.0573384722107273,"CETE","All","code.plant","species"
"1021",-0.180471796793213,"CETE","All","code.plant","species"
"1022",0.0654535115122596,"CETE","All","code.plant","species"
"1023",-0.0595839456888588,"CETE","All","code.plant","species"
"1024",-0.112158913679495,"CETE","All","code.plant","species"
"1025",-0.0729577929396951,"CETE","All","code.plant","species"
"1026",0.0271877701678558,"CETE","All","code.plant","species"
"1027",-0.0128770255740908,"CETE","All","code.plant","species"
"1028",-0.0731298649880175,"CETE","All","code.plant","species"
"1029",-0.0685688302162994,"CETE","All","code.plant","species"
"1030",-0.0465575853410748,"CETE","All","code.plant","species"
"1031",-0.0558506644850738,"CETE","All","code.plant","species"
"1032",-0.0595311009882726,"CETE","All","code.plant","species"
"1033",-0.0674441572644775,"CETE","All","code.plant","species"
"1034",0.000265769343963607,"CETE","All","code.plant","species"
"1035",-0.0591210561190769,"CETE","All","code.plant","species"
"1036",-0.0490725047201784,"CETE","All","code.plant","species"
"1037",0.0329958258949816,"CETE","All","code.plant","species"
"1038",0.151323935521059,"CETE","All","code.plant","species"
"1039",0.13888699561589,"CETE","All","code.plant","species"
"1040",0.0906427122628113,"CETE","All","code.plant","species"
"1041",-0.0415592466952671,"CETE","All","code.plant","species"
"1042",0.00477852521842759,"CETE","All","code.plant","species"
"1043",-0.00111715102031362,"CETE","All","code.plant","species"
"1044",-0.0148129643811535,"CETE","All","code.plant","species"
"1045",0.0608683376934314,"CETE","All","code.plant","species"
"1046",-0.183490943788515,"CETE","All","code.plant","species"
"1047",0.033747708729795,"CETE","All","code.plant","species"
"1048",-0.11895476146708,"CETE","All","code.plant","species"
"1049",-0.0258451184065918,"CETE","All","code.plant","species"
"1050",-0.0287927023257101,"CETE","All","code.plant","species"
"1051",0.127223430300649,"CETE","All","code.plant","species"
"1052",0.0508604122468679,"CETE","All","code.plant","species"
"1053",-0.198023764410293,"CETE","All","code.plant","species"
"1054",-0.100909088151519,"CETE","All","code.plant","species"
"1055",-0.2074524879043,"CETE","All","code.plant","species"
"1056",-0.0388529118015486,"CETE","All","code.plant","species"
"1057",-0.146434174134206,"CETE","All","code.plant","species"
"1058",0.0616882805219989,"CETE","All","code.plant","species"
"1059",0.0113430590215071,"CETE","All","code.plant","species"
"1060",-0.00207334704724316,"CETE","All","code.plant","species"
"1061",0.0773085786231165,"CETE","All","code.plant","species"
"1062",-0.093681056345001,"CETE","All","code.plant","species"
"1063",-0.0937582626384067,"CETE","All","code.plant","species"
"1064",0.0274351064157115,"CETE","All","code.plant","species"
"1065",0.0398645188331057,"CETE","All","code.plant","species"
"1066",-0.0628989814198644,"CETE","All","code.plant","species"
"1067",0.0199116378582465,"CETE","All","code.plant","species"
"1068",-0.00338541030024109,"CETE","All","code.plant","species"
"1069",0.0654604552377629,"CETE","All","code.plant","species"
"1070",0.0666342129875321,"CETE","All","code.plant","species"
"1071",0.0604151285797614,"CETE","All","code.plant","species"
"1072",0.125503944723713,"CETE","All","code.plant","species"
"1073",0.022030659025565,"CETE","All","code.plant","species"
"1074",-0.0475035109403583,"CETE","All","code.plant","species"
"1075",-0.0880973233212443,"CETE","All","code.plant","species"
"1076",-0.114552370021629,"CETE","All","code.plant","species"
"1077",0.04870969169142,"CETE","All","code.plant","species"
"1078",-0.0147137597294017,"CETE","All","code.plant","species"
"1079",0.214142187827423,"CETE","All","code.plant","species"
"1080",-0.0685165717247969,"CETE","All","code.plant","species"
"1081",0.102744281110788,"CETE","All","code.plant","species"
"1082",0.016971568057129,"CETE","All","code.plant","species"
"1083",0.117929549291169,"CETE","All","code.plant","species"
"1084",0.043102684738529,"CETE","All","code.plant","species"
"1085",0.0774260543983607,"CETE","All","code.plant","species"
"1086",-0.117171453337009,"CETE","All","code.plant","species"
"1087",0.0227909031240239,"CETE","All","code.plant","species"
"1088",0.00218585762549051,"CETE","All","code.plant","species"
"1089",-0.198613657106671,"CETE","All","code.plant","species"
"1090",-0.0464488867707714,"CETE","All","code.plant","species"
"1091",-0.0852372317755233,"CETE","All","code.plant","species"
"1092",0.0585363068366089,"CETE","All","code.plant","species"
"1093",-0.0481182856761372,"CETE","All","code.plant","species"
"1094",-0.0667256542492584,"CETE","All","code.plant","species"
"1095",-0.00245164676695186,"CETE","All","code.plant","species"
"1096",0.0396343594414401,"CETE","All","code.plant","species"
"1097",0.0109302908245539,"CETE","All","code.plant","species"
"1098",-0.0920938539449182,"CETE","All","code.plant","species"
"1099",-0.0511246750733031,"CETE","All","code.plant","species"
"1100",0.0461140688631467,"CETE","All","code.plant","species"
"1101",0.106723260960638,"CETE","All","code.plant","species"
"1102",-0.119361113036586,"CETE","All","code.plant","species"
"1103",0.37852615652967,"CETE","All","code.plant","species"
"1104",-0.0506010906669235,"CETE","All","code.plant","species"
"1105",0.098066904758445,"CETE","All","code.plant","species"
"1106",-0.10001751612301,"CETE","All","code.plant","species"
"1107",-0.137044725047134,"CETE","All","code.plant","species"
"1108",-0.0815088864284533,"CETE","All","code.plant","species"
"1109",-0.123563312770964,"CETE","All","code.plant","species"
"1110",0.054691228665956,"CETE","All","code.plant","species"
"1111",-0.1493716186127,"CETE","All","code.plant","species"
"1112",0.227994535534084,"CETE","All","code.plant","species"
"1113",0.0289403445337029,"CETE","All","code.plant","species"
"1114",-0.0787620824540579,"CETE","All","code.plant","species"
"1115",-0.147219902408229,"CETE","All","code.plant","species"
"1116",0.132837122742598,"CETE","All","code.plant","species"
"1117",-0.0520954476125167,"CETE","All","code.plant","species"
"1118",-0.0957987487371896,"CETE","All","code.plant","species"
"1119",0.0813938482948648,"CETE","All","code.plant","species"
"1120",0.0201894449251061,"CETE","All","code.plant","species"
"1121",0.0863303739798096,"CETE","All","code.plant","species"
"1122",0.111121512371074,"CETE","All","code.plant","species"
"1123",-0.00884340728230359,"CETE","All","code.plant","species"
"1124",-0.0476675582175623,"CETE","All","code.plant","species"
"1125",-0.151198860779983,"CETE","All","code.plant","species"
"1126",-0.139035051558989,"CETE","All","code.plant","species"
"1127",-0.0763069743291189,"CETE","All","code.plant","species"
"1128",0.0548413023828445,"CETE","All","code.plant","species"
"1129",-0.357837729162588,"CETE","All","code.plant","species"
"1130",0.153490689928189,"CETE","All","code.plant","species"
"1131",-0.0802448959098058,"CETE","All","code.plant","species"
"1132",-0.026334166152734,"CETE","All","code.plant","species"
"1133",0.10114632637593,"CETE","All","code.plant","species"
"1134",0.0747577510498338,"CETE","All","code.plant","species"
"1135",0.0114007009410684,"CETE","All","code.plant","species"
"1136",0.0653528286054808,"CETE","All","code.plant","species"
"1137",-0.147468678999138,"CETE","All","code.plant","species"
"1138",-0.00173221195023365,"CETE","All","code.plant","species"
"1139",0.026345332932401,"CETE","All","code.plant","species"
"1140",0.0720859627593731,"CETE","All","code.plant","species"
"1141",0.104161183548499,"CETE","All","code.plant","species"
"1142",-0.0686307910637727,"CETE","All","code.plant","species"
"1143",0.0394647928465794,"CETE","All","code.plant","species"
"1144",-0.0687497797375181,"CETE","All","code.plant","species"
"1145",0.0964646455529385,"CETE","All","code.plant","species"
"1146",-0.0779068639566864,"CETE","All","code.plant","species"
"1147",-0.122012667771064,"CETE","All","code.plant","species"
"1148",-0.0290447791334602,"CETE","All","code.plant","species"
"1149",-0.0647884106110616,"CETE","All","code.plant","species"
"1150",-0.127224424113967,"CETE","All","code.plant","species"
"1151",0.113178664606392,"CETE","All","code.plant","species"
"1152",-0.0248156211283117,"CETE","All","code.plant","species"
"1153",0.04991792841966,"CETE","All","code.plant","species"
"1154",0.0969054555035918,"CETE","All","code.plant","species"
"1155",0.132406714544263,"CETE","All","code.plant","species"
"1156",0.149777920499549,"CETE","All","code.plant","species"
"1157",-0.0495534185362814,"CETE","All","code.plant","species"
"1158",0.121530520974291,"CETE","All","code.plant","species"
"1159",0.0573025022972031,"CETE","All","code.plant","species"
"1160",0.0921180475792109,"CETE","All","code.plant","species"
"1161",-0.0396534536793175,"CETE","All","code.plant","species"
"1162",0.0461694084395712,"CETE","All","code.plant","species"
"1163",0.0635388773163734,"CETE","All","code.plant","species"
"1164",0.150337292575821,"CETE","All","code.plant","species"
"1165",-0.185711538516951,"CETE","All","code.plant","species"
"1166",0.092910223760132,"CETE","All","code.plant","species"
"1167",-0.111294303308951,"CETE","All","code.plant","species"
"1168",0.184359989103732,"CETE","All","code.plant","species"
"1169",0.0310810074246006,"CETE","All","code.plant","species"
"1170",0.0752536338513348,"CETE","All","code.plant","species"
"1171",-0.0192862108951081,"CETE","All","code.plant","species"
"1172",-0.0562401839898926,"CETE","All","code.plant","species"
"1173",0.21315638471362,"CETE","All","code.plant","species"
"1174",0.00466938216190482,"CETE","All","code.plant","species"
"1175",0.00279869965426127,"CETE","All","code.plant","species"
"1176",-0.00379741349270313,"CETE","All","code.plant","species"
"1177",0.070740374019129,"CETE","All","code.plant","species"
"1178",-0.0208078535026446,"CETE","All","code.plant","species"
"1179",0.049440107918062,"CETE","All","code.plant","species"
"1180",0.104444936031843,"CETE","All","code.plant","species"
"1181",-0.0451734071836964,"CETE","All","code.plant","species"
"1182",0.00133305077176349,"CETE","All","code.plant","species"
"1183",-0.104284209165826,"CETE","All","code.plant","species"
"1184",-0.0676414433657853,"CETE","All","code.plant","species"
"1185",0.0661187130649064,"CETE","All","code.plant","species"
"1186",0.0859037537392422,"CETE","All","code.plant","species"
"1187",-0.0376352595486971,"CETE","All","code.plant","species"
"1188",-0.125404154481124,"CETE","All","code.plant","species"
"1189",-0.0702603127689936,"CETE","All","code.plant","species"
"1190",-0.0743103868236819,"CETE","All","code.plant","species"
"1191",-0.0173402823295515,"CETE","All","code.plant","species"
"1192",0.012587913826599,"CETE","All","code.plant","species"
"1193",0.0272898150519774,"CETE","All","code.plant","species"
"1194",0.0207528652371518,"CETE","All","code.plant","species"
"1195",-0.16076328898708,"CETE","All","code.plant","species"
"1196",-0.0443424988967116,"CETE","All","code.plant","species"
"1197",0.0516024721930111,"CETE","All","code.plant","species"
"1198",-0.100899315394574,"CETE","All","code.plant","species"
"1199",-0.0110360138414445,"CETE","All","code.plant","species"
"1200",0.020047924557586,"CETE","All","code.plant","species"
"1201",0.224067108294878,"CETE","All","code.plant","species"
"1202",0.0266472163148657,"CETE","All","code.plant","species"
"1203",-0.0398857286107566,"CETE","All","code.plant","species"
"1204",0.0131289153077407,"CETE","All","code.plant","species"
"1205",0.0441316781876469,"CETE","All","code.plant","species"
"1206",0.0111156387342708,"CETE","All","code.plant","species"
"1207",0.0482278586464171,"CETE","All","code.plant","species"
"1208",0.104424642720464,"CETE","All","code.plant","species"
"1209",0.051734597407465,"CETE","All","code.plant","species"
"1210",-0.106753380530392,"CETE","All","code.plant","species"
"1211",-0.0983618051433351,"CETE","All","code.plant","species"
"1212",0.0468961820868818,"CETE","All","code.plant","species"
"1213",-0.0201909992591973,"CETE","All","code.plant","species"
"1214",-0.0930131077473554,"CETE","All","code.plant","species"
"1215",-0.108860201294463,"CETE","All","code.plant","species"
"1216",-0.130129567508862,"CETE","All","code.plant","species"
"1217",0.0262234413662716,"CETE","All","code.plant","species"
"1218",0.128769987115893,"CETE","All","code.plant","species"
"1219",-0.127952304644865,"CETE","All","code.plant","species"
"1220",-0.0164804428561243,"CETE","All","code.plant","species"
"1221",0.0837716419352901,"CETE","All","code.plant","species"
"1222",0.0168316083036255,"CETE","All","code.plant","species"
"1223",0.0779099806081049,"CETE","All","code.plant","species"
"1224",-0.0626863755557477,"CETE","All","code.plant","species"
"1225",-0.0845670305423387,"CETE","All","code.plant","species"
"1226",0.0531715991202117,"CETE","All","code.plant","species"
"1227",-0.080398861146094,"CETE","All","code.plant","species"
"1228",-0.00486350323069074,"CETE","All","code.plant","species"
"1229",0.12073046705313,"CETE","All","code.plant","species"
"1230",0.0223824554699912,"CETE","All","code.plant","species"
"1231",0.0586457528697171,"CETE","All","code.plant","species"
"1232",-0.0671906730021995,"CETE","All","code.plant","species"
"1233",0.0553326820984836,"CETE","All","code.plant","species"
"1234",-0.0476597569340179,"CETE","All","code.plant","species"
"1235",0.153985657285791,"CETE","All","code.plant","species"
"1236",-0.0572125795852216,"CETE","All","code.plant","species"
"1237",-0.16390803571779,"CETE","All","code.plant","species"
"1238",-0.102713081190995,"CETE","All","code.plant","species"
"1239",-0.0328190808734097,"CETE","All","code.plant","species"
"1240",0.0494334814191411,"CETE","All","code.plant","species"
"1241",0.0231541687616701,"CETE","All","code.plant","species"
"1242",0.0714819317842588,"CETE","All","code.plant","species"
"1243",-0.134152279797668,"CETE","All","code.plant","species"
"1244",0.0540498245173162,"CETE","All","code.plant","species"
"1245",-0.172788123189295,"CETE","All","code.plant","species"
"1246",-0.0744951836556086,"CETE","All","code.plant","species"
"1247",-0.0110534751629646,"CETE","All","code.plant","species"
"1248",0.204218342254838,"CETE","All","code.plant","species"
"1249",-0.0589223795341528,"CETE","All","code.plant","species"
"1250",-0.078165846178863,"CETE","All","code.plant","species"
"1251",0.151229112853083,"CETE","All","code.plant","species"
"1252",0.105235333736857,"CETE","All","code.plant","species"
"1253",0.129012940780108,"CETE","All","code.plant","species"
"1254",-0.0480622083957672,"CETE","All","code.plant","species"
"1255",-0.0885436560981507,"CETE","All","code.plant","species"
"1256",0.127795685352781,"CETE","All","code.plant","species"
"1257",-0.00277306805397359,"CETE","All","code.plant","species"
"1258",0.0273034710661637,"CETE","All","code.plant","species"
"1259",0.01722070401233,"CETE","All","code.plant","species"
"1260",0.193599107386457,"CETE","All","code.plant","species"
"1261",0.220503107780649,"CETE","All","code.plant","species"
"1262",-0.119975624296977,"CETE","All","code.plant","species"
"1263",0.0446925328005172,"CETE","All","code.plant","species"
"1264",-0.00335123801916659,"CETE","All","code.plant","species"
"1265",0.0328474904294771,"CETE","All","code.plant","species"
"1266",-0.148478661019236,"CETE","All","code.plant","species"
"1267",0.0644264504534284,"CETE","All","code.plant","species"
"1268",-0.0363246739456714,"CETE","All","code.plant","species"
"1269",0.026628241329246,"CETE","All","code.plant","species"
"1270",0.0649138284576583,"CETE","All","code.plant","species"
"1271",-0.132681712579845,"CETE","All","code.plant","species"
"1272",-0.064879399856998,"CETE","All","code.plant","species"
"1273",0.16573712026931,"CETE","All","code.plant","species"
"1274",0.0718386462060381,"CETE","All","code.plant","species"
"1275",-0.355521326974339,"CETE","All","code.plant","species"
"1276",-0.174681977319215,"CETE","All","code.plant","species"
"1277",0.044387327041189,"CETE","All","code.plant","species"
"1278",0.0475443493130727,"CETE","All","code.plant","species"
"1279",-0.109087656254183,"CETE","All","code.plant","species"
"1280",-0.0630074508331603,"CETE","All","code.plant","species"
"1281",0.0392179245661899,"CETE","All","code.plant","species"
"1282",-0.0166806212225878,"CETE","All","code.plant","species"
"1283",-0.0415257828892709,"CETE","All","code.plant","species"
"1284",-0.0586190695317094,"CETE","All","code.plant","species"
"1285",-0.0500583010528671,"CETE","All","code.plant","species"
"1286",-0.05539241232993,"CETE","All","code.plant","species"
"1287",-0.173765485031523,"CETE","All","code.plant","species"
"1288",0.142914401888988,"CETE","All","code.plant","species"
"1289",0.00582446130814218,"CETE","All","code.plant","species"
"1290",-0.0346188861885192,"CETE","All","code.plant","species"
"1291",0.0236546763590089,"CETE","All","code.plant","species"
"1292",-0.0914606492580988,"CETE","All","code.plant","species"
"1293",0.00628289965732098,"CETE","All","code.plant","species"
"1294",-0.0637922680230754,"CETE","All","code.plant","species"
"1295",0.0254507990332353,"CETE","All","code.plant","species"
"1296",-0.0651248293849459,"CETE","All","code.plant","species"
"1297",-0.040947355330692,"CETE","All","code.plant","species"
"1298",0.0509588392437939,"CETE","All","code.plant","species"
"1299",0.0441578364106081,"CETE","All","code.plant","species"
"1300",0.118487272996473,"CETE","All","code.plant","species"
"1301",0.145441156185489,"CETE","All","code.plant","species"
"1302",-0.10840409668177,"CETE","All","code.plant","species"
"1303",0.204986343556871,"CETE","All","code.plant","species"
"1304",-0.0272312229016839,"CETE","All","code.plant","species"
"1305",0.145379256645314,"CETE","All","code.plant","species"
"1306",0.105285382309761,"CETE","All","code.plant","species"
"1307",-0.0782692592829627,"CETE","All","code.plant","species"
"1308",0.149827694471217,"CETE","All","code.plant","species"
"1309",-0.0150061786464831,"CETE","All","code.plant","species"
"1310",-0.000377967407132029,"CETE","All","code.plant","species"
"1311",-0.021351124100202,"CETE","All","code.plant","species"
"1312",-0.0617017839471289,"CETE","All","code.plant","species"
"1313",-0.042032709536729,"CETE","All","code.plant","species"
"1314",-0.050979496180433,"CETE","All","code.plant","species"
"1315",0.121603551113932,"CETE","All","code.plant","species"
"1316",0.134877302449604,"CETE","All","code.plant","species"
"1317",0.0548287811043304,"CETE","All","code.plant","species"
"1318",-0.136657773796007,"CETE","All","code.plant","species"
"1319",0.180657547312431,"CETE","All","code.plant","species"
"1320",0.0199100992098054,"CETE","All","code.plant","species"
"1321",-0.0308197021720105,"CETE","All","code.plant","species"
"1322",0.174932617380599,"CETE","All","code.plant","species"
"1323",0.177461651706089,"CETE","All","code.plant","species"
"1324",-0.00855220684995484,"CETE","All","code.plant","species"
"1325",0.0532074938493847,"CETE","All","code.plant","species"
"1326",-0.0595074961539296,"CETE","All","code.plant","species"
"1327",0.117725808562317,"CETE","All","code.plant","species"
"1328",-0.308074595617421,"CETE","All","code.plant","species"
"1329",-0.0329124636812914,"CETE","All","code.plant","species"
"1330",0.150757552561228,"CETE","All","code.plant","species"
"1331",0.160612576154904,"CETE","All","code.plant","species"
"1332",-0.108627753137194,"CETE","All","code.plant","species"
"1333",0.0682311452851363,"CETE","All","code.plant","species"
"1334",-0.0184190310585822,"CETE","All","code.plant","species"
"1335",0.0522540334103612,"CETE","All","code.plant","species"
"1336",0.0930372689016097,"CETE","All","code.plant","species"
"1337",0.0891345114617037,"CETE","All","code.plant","species"
"1338",-0.186432801880662,"CETE","All","code.plant","species"
"1339",0.0145964145195601,"CETE","All","code.plant","species"
"1340",-0.0267319598230868,"CETE","All","code.plant","species"
"1341",0.0806552742557176,"CETE","All","code.plant","species"
"1342",0.0717291687364729,"CETE","All","code.plant","species"
"1343",-0.0704801751952252,"CETE","All","code.plant","species"
"1344",-0.0683479397451423,"CETE","All","code.plant","species"
"1345",-0.0799251392089065,"CETE","All","code.plant","species"
"1346",0.0562695320920956,"CETE","All","code.plant","species"
"1347",-0.0519475109053379,"CETE","All","code.plant","species"
"1348",-0.0701037916679257,"CETE","All","code.plant","species"
"1349",0.106942797432272,"CETE","All","code.plant","species"
"1350",-0.0481964434336517,"CETE","All","code.plant","species"
"1351",0.141660868817107,"CETE","All","code.plant","species"
"1352",-0.0195800615876877,"CETE","All","code.plant","species"
"1353",-0.0748449822194275,"CETE","All","code.plant","species"
"1354",-0.079038089255008,"CETE","All","code.plant","species"
"1355",-0.0681004221137411,"CETE","All","code.plant","species"
"1356",0.083288867397427,"CETE","All","code.plant","species"
"1357",-0.0266040090840507,"CETE","All","code.plant","species"
"1358",-0.147068622967798,"CETE","All","code.plant","species"
"1359",0.0804678080645069,"CETE","All","code.plant","species"
"1360",-0.0347262311409785,"CETE","All","code.plant","species"
"1361",0.0474924751151369,"CETE","All","code.plant","species"
"1362",0.01189743964279,"CETE","All","code.plant","species"
"1363",-0.246637359278951,"CETE","All","code.plant","species"
"1364",0.0836025029961913,"CETE","All","code.plant","species"
"1365",0.021649392574125,"CETE","All","code.plant","species"
"1366",-0.0643891660238373,"CETE","All","code.plant","species"
"1367",-0.0498354100784082,"CETE","All","code.plant","species"
"1368",0.0699494178045263,"CETE","All","code.plant","species"
"1369",0.199002730200821,"CETE","All","code.plant","species"
"1370",-0.087379862351567,"CETE","All","code.plant","species"
"1371",0.078787294679562,"CETE","All","code.plant","species"
"1372",0.0652990727923082,"CETE","All","code.plant","species"
"1373",0.0904730646467018,"CETE","All","code.plant","species"
"1374",-0.0480689068550721,"CETE","All","code.plant","species"
"1375",-0.00700170190161187,"CETE","All","code.plant","species"
"1376",-0.0879201023921892,"CETE","All","code.plant","species"
"1377",-0.107985510827299,"CETE","All","code.plant","species"
"1378",0.11306330955156,"CETE","All","code.plant","species"
"1379",-0.156120516715043,"CETE","All","code.plant","species"
"1380",0.0627479241447744,"CETE","All","code.plant","species"
"1381",0.0109199588276954,"CETE","All","code.plant","species"
"1382",0.0169450975419188,"CETE","All","code.plant","species"
"1383",-0.0486363124144892,"CETE","All","code.plant","species"
"1384",0.0477085078544432,"CETE","All","code.plant","species"
"1385",0.0700883353727757,"CETE","All","code.plant","species"
"1386",0.106956876199746,"CETE","All","code.plant","species"
"1387",0.173796770667018,"CETE","All","code.plant","species"
"1388",-0.081456531078933,"CETE","All","code.plant","species"
"1389",0.00762516153244097,"CETE","All","code.plant","species"
"1390",-0.0802848450663148,"CETE","All","code.plant","species"
"1391",-0.0905854058709326,"CETE","All","code.plant","species"
"1392",0.0860076482964227,"CETE","All","code.plant","species"
"1393",0.10419707311749,"CETE","All","code.plant","species"
"1394",0.029209375642874,"CETE","All","code.plant","species"
"1395",-0.00531001472960424,"CETE","All","code.plant","species"
"1396",-0.0333155106767441,"CETE","All","code.plant","species"
"1397",-0.0212928382844101,"CETE","All","code.plant","species"
"1398",0.171349802239704,"CETE","All","code.plant","species"
"1399",0.0420350050234992,"CETE","All","code.plant","species"
"1400",-0.172248101131761,"CETE","All","code.plant","species"
"1401",-0.170014197574281,"CETE","All","code.plant","species"
"1402",0.0826608012557233,"CETE","All","code.plant","species"
"1403",0.0190100585479047,"CETE","All","code.plant","species"
"1404",0.0263480895838817,"CETE","All","code.plant","species"
"1405",0.356634869991947,"CETE","All","code.plant","species"
"1406",0.0189538089300858,"CETE","All","code.plant","species"
"1407",0.112151401816474,"CETE","All","code.plant","species"
"1408",0.0682929689057283,"CETE","All","code.plant","species"
"1409",0.0683081311054985,"CETE","All","code.plant","species"
"1410",0.110055749612294,"CETE","All","code.plant","species"
"1411",-0.0203838416763223,"CETE","All","code.plant","species"
"1412",0.162598960794343,"CETE","All","code.plant","species"
"1413",0.145778581151397,"CETE","All","code.plant","species"
"1414",0.0611710159843382,"CETE","All","code.plant","species"
"1415",0.35734240709142,"CETE","All","code.plant","species"
"1416",0.154274366637335,"CETE","All","code.plant","species"
"1417",0.0254764621122092,"CETE","All","code.plant","species"
"1418",-0.0353265505819256,"CETE","All","code.plant","species"
"1419",-0.0835753830367804,"CETE","All","code.plant","species"
"1420",0.0513343707152298,"CETE","All","code.plant","species"
"1421",0.0459801351940357,"CETE","All","code.plant","species"
"1422",-0.00892289844071759,"CETE","All","code.plant","species"
"1423",0.0941591874357459,"CETE","All","code.plant","species"
"1424",-0.0599626259641198,"CETE","All","code.plant","species"
"1425",-0.0463654184501429,"CETE","All","code.plant","species"
"1426",0.00966145190925971,"CETE","All","code.plant","species"
"1427",0.0249340838519334,"CETE","All","code.plant","species"
"1428",-0.0545003897980346,"CETE","All","code.plant","species"
"1429",-0.0661593872407911,"CETE","All","code.plant","species"
"1430",-0.0110989860839441,"CETE","All","code.plant","species"
"1431",0.0845592428815294,"CETE","All","code.plant","species"
"1432",0.102017535573056,"CETE","All","code.plant","species"
"1433",0.0373039980834389,"CETE","All","code.plant","species"
"1434",-0.0358357332989824,"CETE","All","code.plant","species"
"1435",-0.0940225705965114,"CETE","All","code.plant","species"
"1436",-0.0842650952380124,"CETE","All","code.plant","species"
"1437",-0.217496240171546,"CETE","All","code.plant","species"
"1438",-0.0909565855818861,"CETE","All","code.plant","species"
"1439",-0.00792376597483258,"CETE","All","code.plant","species"
"1440",-0.0917777687370724,"CETE","All","code.plant","species"
"1441",0.0354289306459312,"CETE","All","code.plant","species"
"1442",0.0149792378188258,"CETE","All","code.plant","species"
"1443",0.0393183143897315,"CETE","All","code.plant","species"
"1444",-0.0880383362653797,"CETE","All","code.plant","species"
"1445",0.0695245769711768,"CETE","All","code.plant","species"
"1446",-0.0121751848790732,"CETE","All","code.plant","species"
"1447",-0.115722282244646,"CETE","All","code.plant","species"
"1448",0.144261293114219,"CETE","All","code.plant","species"
"1449",-0.0564788545058701,"CETE","All","code.plant","species"
"1450",0.0735833935698749,"CETE","All","code.plant","species"
"1451",0.043309264913191,"CETE","All","code.plant","species"
"1452",-0.215532729827155,"CETE","All","code.plant","species"
"1453",-0.0487632806960513,"CETE","All","code.plant","species"
"1454",-0.0876184775115674,"CETE","All","code.plant","species"
"1455",0.124942569885216,"CETE","All","code.plant","species"
"1456",-0.10109755585314,"CETE","All","code.plant","species"
"1457",0.0715556932462222,"CETE","All","code.plant","species"
"1458",-0.0287204250428634,"CETE","All","code.plant","species"
