"","alpha_hat_ij_HOMA","focal","year","complexity.plant","complexity.animal"
"1054",-0.157445750068702,"LEMA","2020","code.plant","species"
"1055",-0.242346439274633,"LEMA","2020","code.plant","species"
"1056",-0.173230940944992,"LEMA","2020","code.plant","species"
"1057",-0.102268178119886,"LEMA","2020","code.plant","species"
"1058",-0.238577577395971,"LEMA","2020","code.plant","species"
"1059",-0.167024510283366,"LEMA","2020","code.plant","species"
"1060",-0.256323949483774,"LEMA","2020","code.plant","species"
"1061",-0.268390528191984,"LEMA","2020","code.plant","species"
"1062",-0.238532204268489,"LEMA","2020","code.plant","species"
"1063",-0.218571429079019,"LEMA","2020","code.plant","species"
"1064",-0.159326235813335,"LEMA","2020","code.plant","species"
"1065",-0.18351307782713,"LEMA","2020","code.plant","species"
"1066",-0.217893912723118,"LEMA","2020","code.plant","species"
"1067",-0.119677694968699,"LEMA","2020","code.plant","species"
"1068",-0.275391891947184,"LEMA","2020","code.plant","species"
"1069",-0.253712968027518,"LEMA","2020","code.plant","species"
"1070",-0.12133370514136,"LEMA","2020","code.plant","species"
"1071",-0.172114900562698,"LEMA","2020","code.plant","species"
"1072",-0.221288202952029,"LEMA","2020","code.plant","species"
"1073",-0.226801084471021,"LEMA","2020","code.plant","species"
"1074",-0.190097150672615,"LEMA","2020","code.plant","species"
"1075",-0.188311371344178,"LEMA","2020","code.plant","species"
"1076",-0.164808734904437,"LEMA","2020","code.plant","species"
"1077",-0.13174940371695,"LEMA","2020","code.plant","species"
"1078",-0.254695957395755,"LEMA","2020","code.plant","species"
"1079",-0.17729945879302,"LEMA","2020","code.plant","species"
"1080",-0.199075671034292,"LEMA","2020","code.plant","species"
"1081",-0.16178034247114,"LEMA","2020","code.plant","species"
"1082",-0.262337394973581,"LEMA","2020","code.plant","species"
"1083",-0.263830059185213,"LEMA","2020","code.plant","species"
"1084",-0.287267052282618,"LEMA","2020","code.plant","species"
"1085",-0.120410980790613,"LEMA","2020","code.plant","species"
"1086",-0.160229739991438,"LEMA","2020","code.plant","species"
"1087",-0.198372528574004,"LEMA","2020","code.plant","species"
"1088",-0.177472441063167,"LEMA","2020","code.plant","species"
"1089",-0.245998209091859,"LEMA","2020","code.plant","species"
"1090",-0.1722572763155,"LEMA","2020","code.plant","species"
"1091",-0.227985750262502,"LEMA","2020","code.plant","species"
"1092",-0.246652333508538,"LEMA","2020","code.plant","species"
"1093",-0.276093355251031,"LEMA","2020","code.plant","species"
"1094",-0.147260699003296,"LEMA","2020","code.plant","species"
"1095",-0.225524626067687,"LEMA","2020","code.plant","species"
"1096",-0.227331486488959,"LEMA","2020","code.plant","species"
"1097",-0.186276482849418,"LEMA","2020","code.plant","species"
"1098",-0.202984997602211,"LEMA","2020","code.plant","species"
"1099",-0.165881649598322,"LEMA","2020","code.plant","species"
"1100",-0.23280406776184,"LEMA","2020","code.plant","species"
"1101",-0.198416401664743,"LEMA","2020","code.plant","species"
"1102",-0.177572871479833,"LEMA","2020","code.plant","species"
"1103",-0.243723942455945,"LEMA","2020","code.plant","species"
"1104",-0.110315686585644,"LEMA","2020","code.plant","species"
"1105",-0.189407903384396,"LEMA","2020","code.plant","species"
"1106",-0.166950146147905,"LEMA","2020","code.plant","species"
"1107",-0.183241421844936,"LEMA","2020","code.plant","species"
"1108",-0.135283642174095,"LEMA","2020","code.plant","species"
"1109",-0.153659296589385,"LEMA","2020","code.plant","species"
"1110",-0.274011176093477,"LEMA","2020","code.plant","species"
"1111",-0.17466459920434,"LEMA","2020","code.plant","species"
"1112",-0.149679274576904,"LEMA","2020","code.plant","species"
"1113",-0.158445347805522,"LEMA","2020","code.plant","species"
"1114",-0.256477860158876,"LEMA","2020","code.plant","species"
"1115",-0.173105055817652,"LEMA","2020","code.plant","species"
"1116",-0.206476710129949,"LEMA","2020","code.plant","species"
"1117",-0.152336301998426,"LEMA","2020","code.plant","species"
"1118",-0.213981649540799,"LEMA","2020","code.plant","species"
"1119",-0.249076162854891,"LEMA","2020","code.plant","species"
"1120",-0.231625825179251,"LEMA","2020","code.plant","species"
"1121",-0.178870313051585,"LEMA","2020","code.plant","species"
"1122",-0.17432415443906,"LEMA","2020","code.plant","species"
"1123",-0.204890451929635,"LEMA","2020","code.plant","species"
"1124",-0.209692779817589,"LEMA","2020","code.plant","species"
"1125",-0.210888441821785,"LEMA","2020","code.plant","species"
"1126",-0.178074515642139,"LEMA","2020","code.plant","species"
"1127",-0.130803934066416,"LEMA","2020","code.plant","species"
"1128",-0.222746203439332,"LEMA","2020","code.plant","species"
"1129",-0.151089700057534,"LEMA","2020","code.plant","species"
"1130",-0.242149564311606,"LEMA","2020","code.plant","species"
"1131",-0.242367677671206,"LEMA","2020","code.plant","species"
"1132",-0.251249124149595,"LEMA","2020","code.plant","species"
"1133",-0.160110017449197,"LEMA","2020","code.plant","species"
"1134",-0.215690217159913,"LEMA","2020","code.plant","species"
"1135",-0.253534566631628,"LEMA","2020","code.plant","species"
"1136",-0.0830843373815995,"LEMA","2020","code.plant","species"
"1137",-0.146824989392688,"LEMA","2020","code.plant","species"
"1138",-0.171974639121687,"LEMA","2020","code.plant","species"
"1139",-0.135326799735642,"LEMA","2020","code.plant","species"
"1140",-0.212042706883469,"LEMA","2020","code.plant","species"
"1141",-0.172215908202838,"LEMA","2020","code.plant","species"
"1142",-0.207498342935925,"LEMA","2020","code.plant","species"
"1143",-0.0893025296621458,"LEMA","2020","code.plant","species"
"1144",-0.185100875038309,"LEMA","2020","code.plant","species"
"1145",-0.163019532724785,"LEMA","2020","code.plant","species"
"1146",-0.231381528508975,"LEMA","2020","code.plant","species"
"1147",-0.161874344489459,"LEMA","2020","code.plant","species"
"1148",-0.215525286402343,"LEMA","2020","code.plant","species"
"1149",-0.1538241149854,"LEMA","2020","code.plant","species"
"1150",-0.220812353618246,"LEMA","2020","code.plant","species"
"1151",-0.236838113322092,"LEMA","2020","code.plant","species"
"1152",-0.154809193274894,"LEMA","2020","code.plant","species"
"1153",-0.112531203015514,"LEMA","2020","code.plant","species"
"1154",-0.232790529631775,"LEMA","2020","code.plant","species"
"1155",-0.173901666968985,"LEMA","2020","code.plant","species"
"1156",-0.181277739739637,"LEMA","2020","code.plant","species"
"1157",-0.203159496064101,"LEMA","2020","code.plant","species"
"1158",-0.0753040658745237,"LEMA","2020","code.plant","species"
"1159",-0.232658686448242,"LEMA","2020","code.plant","species"
"1160",-0.200918362261747,"LEMA","2020","code.plant","species"
"1161",-0.242766740260848,"LEMA","2020","code.plant","species"
"1162",-0.203754521588639,"LEMA","2020","code.plant","species"
"1163",-0.205269685437336,"LEMA","2020","code.plant","species"
"1164",-0.145245569761888,"LEMA","2020","code.plant","species"
"1165",-0.244973871345757,"LEMA","2020","code.plant","species"
"1166",-0.200355960412992,"LEMA","2020","code.plant","species"
"1167",-0.152304669972116,"LEMA","2020","code.plant","species"
"1168",-0.210706322493466,"LEMA","2020","code.plant","species"
"1169",-0.204084630763927,"LEMA","2020","code.plant","species"
"1170",-0.13647102597521,"LEMA","2020","code.plant","species"
"1171",-0.202617988345098,"LEMA","2020","code.plant","species"
"1172",-0.25701084492597,"LEMA","2020","code.plant","species"
"1173",-0.203908192321831,"LEMA","2020","code.plant","species"
"1174",-0.181847023372696,"LEMA","2020","code.plant","species"
"1175",-0.157978875093497,"LEMA","2020","code.plant","species"
"1176",-0.22121370505682,"LEMA","2020","code.plant","species"
"1177",-0.223750068350291,"LEMA","2020","code.plant","species"
"1178",-0.210261955498853,"LEMA","2020","code.plant","species"
"1179",-0.220178047450073,"LEMA","2020","code.plant","species"
"1180",-0.22089825717882,"LEMA","2020","code.plant","species"
"1181",-0.196042644485775,"LEMA","2020","code.plant","species"
"1182",-0.303821732463661,"LEMA","2020","code.plant","species"
"1183",-0.0770186177574524,"LEMA","2020","code.plant","species"
"1184",-0.248449438575163,"LEMA","2020","code.plant","species"
"1185",-0.2876823573063,"LEMA","2020","code.plant","species"
"1186",-0.148119827708888,"LEMA","2020","code.plant","species"
"1187",-0.1935166282984,"LEMA","2020","code.plant","species"
"1188",-0.226594886745202,"LEMA","2020","code.plant","species"
"1189",-0.195898509222278,"LEMA","2020","code.plant","species"
"1190",-0.0210344435728685,"LEMA","2020","code.plant","species"
"1191",-0.160057657798746,"LEMA","2020","code.plant","species"
"1192",-0.191779751949831,"LEMA","2020","code.plant","species"
"1193",-0.176152946174403,"LEMA","2020","code.plant","species"
"1194",-0.175349166736582,"LEMA","2020","code.plant","species"
"1195",-0.183849694065709,"LEMA","2020","code.plant","species"
"1196",-0.169484201869252,"LEMA","2020","code.plant","species"
"1197",-0.202398157028063,"LEMA","2020","code.plant","species"
"1198",-0.272879740523533,"LEMA","2020","code.plant","species"
"1199",-0.144569420494755,"LEMA","2020","code.plant","species"
"1200",-0.183906945890981,"LEMA","2020","code.plant","species"
"1201",-0.182271321384883,"LEMA","2020","code.plant","species"
"1202",-0.269924166845103,"LEMA","2020","code.plant","species"
"1203",-0.225645723116626,"LEMA","2020","code.plant","species"
"1204",-0.165826883208392,"LEMA","2020","code.plant","species"
"1205",-0.193558463233857,"LEMA","2020","code.plant","species"
"1206",-0.146655809196029,"LEMA","2020","code.plant","species"
"1207",-0.188903920239807,"LEMA","2020","code.plant","species"
"1208",-0.110521375143707,"LEMA","2020","code.plant","species"
"1209",-0.104276765701101,"LEMA","2020","code.plant","species"
"1210",-0.186404613398935,"LEMA","2020","code.plant","species"
"1211",-0.252170566456028,"LEMA","2020","code.plant","species"
"1212",-0.182605839695347,"LEMA","2020","code.plant","species"
"1213",-0.179556562561018,"LEMA","2020","code.plant","species"
"1214",-0.273679562551269,"LEMA","2020","code.plant","species"
"1215",-0.278502428700662,"LEMA","2020","code.plant","species"
"1216",-0.230521711469385,"LEMA","2020","code.plant","species"
"1217",-0.158250528879314,"LEMA","2020","code.plant","species"
"1218",-0.30275655720196,"LEMA","2020","code.plant","species"
"1219",-0.187936960109823,"LEMA","2020","code.plant","species"
"1220",-0.190707248905091,"LEMA","2020","code.plant","species"
"1221",-0.213199834738305,"LEMA","2020","code.plant","species"
"1222",-0.151081030786053,"LEMA","2020","code.plant","species"
"1223",-0.230582570679784,"LEMA","2020","code.plant","species"
"1224",-0.139055639095253,"LEMA","2020","code.plant","species"
"1225",-0.215575996168605,"LEMA","2020","code.plant","species"
"1226",-0.219672653355867,"LEMA","2020","code.plant","species"
"1227",-0.16673416041044,"LEMA","2020","code.plant","species"
"1228",-0.144239469542981,"LEMA","2020","code.plant","species"
"1229",-0.201985953381237,"LEMA","2020","code.plant","species"
"1230",-0.212459274478835,"LEMA","2020","code.plant","species"
"1231",-0.195369591204748,"LEMA","2020","code.plant","species"
"1232",-0.180487101672724,"LEMA","2020","code.plant","species"
"1233",-0.14855792770308,"LEMA","2020","code.plant","species"
"1234",-0.226745196655302,"LEMA","2020","code.plant","species"
"1235",-0.13018144876727,"LEMA","2020","code.plant","species"
"1236",-0.162967028073091,"LEMA","2020","code.plant","species"
"1237",-0.188971613505088,"LEMA","2020","code.plant","species"
"1238",-0.197816753696884,"LEMA","2020","code.plant","species"
"1239",-0.258163318747489,"LEMA","2020","code.plant","species"
"1240",-0.15727778172047,"LEMA","2020","code.plant","species"
"1241",-0.370304153920423,"LEMA","2020","code.plant","species"
"1242",-0.279421774558316,"LEMA","2020","code.plant","species"
"1243",-0.168703601062702,"LEMA","2020","code.plant","species"
"1244",-0.235735450256269,"LEMA","2020","code.plant","species"
"1245",-0.167977062660736,"LEMA","2020","code.plant","species"
"1246",-0.155144786321847,"LEMA","2020","code.plant","species"
"1247",-0.234583384422783,"LEMA","2020","code.plant","species"
"1248",-0.120726923033149,"LEMA","2020","code.plant","species"
"1249",-0.122903897115723,"LEMA","2020","code.plant","species"
"1250",-0.222246094823262,"LEMA","2020","code.plant","species"
"1251",-0.180980010095909,"LEMA","2020","code.plant","species"
"1252",-0.163838579138484,"LEMA","2020","code.plant","species"
"1253",-0.264147194316632,"LEMA","2020","code.plant","species"
"1254",-0.142177106029045,"LEMA","2020","code.plant","species"
"1255",-0.252291180653511,"LEMA","2020","code.plant","species"
"1256",-0.131777476897076,"LEMA","2020","code.plant","species"
"1257",-0.132850907398556,"LEMA","2020","code.plant","species"
"1258",-0.188896662522865,"LEMA","2020","code.plant","species"
"1259",-0.294859614388416,"LEMA","2020","code.plant","species"
"1260",-0.189441016516402,"LEMA","2020","code.plant","species"
"1261",-0.224786427312065,"LEMA","2020","code.plant","species"
"1262",-0.155130800764509,"LEMA","2020","code.plant","species"
"1263",-0.278208660459431,"LEMA","2020","code.plant","species"
"1264",-0.103706484998248,"LEMA","2020","code.plant","species"
"1265",-0.15568715090528,"LEMA","2020","code.plant","species"
"1266",-0.192787241683451,"LEMA","2020","code.plant","species"
"1267",-0.167861032920048,"LEMA","2020","code.plant","species"
"1268",-0.189249459745854,"LEMA","2020","code.plant","species"
"1269",-0.21475167888886,"LEMA","2020","code.plant","species"
"1270",-0.123469160613501,"LEMA","2020","code.plant","species"
"1271",-0.224426143282116,"LEMA","2020","code.plant","species"
"1272",-0.168744803998455,"LEMA","2020","code.plant","species"
"1273",-0.195899189970385,"LEMA","2020","code.plant","species"
"1274",-0.179907605513831,"LEMA","2020","code.plant","species"
"1275",-0.189749376668659,"LEMA","2020","code.plant","species"
"1276",-0.250911917652318,"LEMA","2020","code.plant","species"
"1277",-0.147245726261589,"LEMA","2020","code.plant","species"
"1278",-0.214407107369213,"LEMA","2020","code.plant","species"
"1279",-0.282328660038093,"LEMA","2020","code.plant","species"
"1280",-0.138303007567571,"LEMA","2020","code.plant","species"
"1281",-0.218692811249197,"LEMA","2020","code.plant","species"
"1282",-0.234078425477872,"LEMA","2020","code.plant","species"
"1283",-0.242521509704532,"LEMA","2020","code.plant","species"
"1284",-0.168845009790144,"LEMA","2020","code.plant","species"
"1285",-0.197181471478788,"LEMA","2020","code.plant","species"
"1286",-0.209619254600942,"LEMA","2020","code.plant","species"
"1287",-0.269732634798729,"LEMA","2020","code.plant","species"
"1288",-0.231538255838112,"LEMA","2020","code.plant","species"
"1289",-0.145396489715765,"LEMA","2020","code.plant","species"
"1290",-0.133733557391992,"LEMA","2020","code.plant","species"
"1291",-0.220009636048574,"LEMA","2020","code.plant","species"
"1292",-0.162996801380292,"LEMA","2020","code.plant","species"
"1293",-0.159961268698312,"LEMA","2020","code.plant","species"
"1294",-0.240736265978084,"LEMA","2020","code.plant","species"
"1295",-0.233115915407624,"LEMA","2020","code.plant","species"
"1296",-0.200716039751512,"LEMA","2020","code.plant","species"
"1297",-0.194163913187481,"LEMA","2020","code.plant","species"
"1298",-0.0771951150929115,"LEMA","2020","code.plant","species"
"1299",-0.194130083960753,"LEMA","2020","code.plant","species"
"1300",-0.186538003036286,"LEMA","2020","code.plant","species"
"1301",-0.194976102735316,"LEMA","2020","code.plant","species"
"1302",-0.176744347224572,"LEMA","2020","code.plant","species"
"1303",-0.164774919903787,"LEMA","2020","code.plant","species"
"1304",-0.198988696470658,"LEMA","2020","code.plant","species"
"1305",-0.242215723823893,"LEMA","2020","code.plant","species"
"1306",-0.237900622371586,"LEMA","2020","code.plant","species"
"1307",-0.199509531031533,"LEMA","2020","code.plant","species"
"1308",-0.178775359540014,"LEMA","2020","code.plant","species"
"1309",-0.240386858480241,"LEMA","2020","code.plant","species"
"1310",-0.185706319761696,"LEMA","2020","code.plant","species"
"1311",-0.204354462946943,"LEMA","2020","code.plant","species"
"1312",-0.224040857357962,"LEMA","2020","code.plant","species"
"1313",-0.17125664521727,"LEMA","2020","code.plant","species"
"1314",-0.0557514316523195,"LEMA","2020","code.plant","species"
"1315",-0.214813032609875,"LEMA","2020","code.plant","species"
"1316",-0.207501733238775,"LEMA","2020","code.plant","species"
"1317",-0.104743617557646,"LEMA","2020","code.plant","species"
"1318",-0.213770235588313,"LEMA","2020","code.plant","species"
"1319",-0.204759281593819,"LEMA","2020","code.plant","species"
"1320",-0.230008521638519,"LEMA","2020","code.plant","species"
"1321",-0.219621543943074,"LEMA","2020","code.plant","species"
"1322",-0.171495367151199,"LEMA","2020","code.plant","species"
"1323",-0.117530848844607,"LEMA","2020","code.plant","species"
"1324",-0.176027241836178,"LEMA","2020","code.plant","species"
"1325",-0.16883143750684,"LEMA","2020","code.plant","species"
"1326",-0.19891307593202,"LEMA","2020","code.plant","species"
"1327",-0.190045991386649,"LEMA","2020","code.plant","species"
"1328",-0.193338300714951,"LEMA","2020","code.plant","species"
"1329",-0.152478478392786,"LEMA","2020","code.plant","species"
"1330",-0.158066134669314,"LEMA","2020","code.plant","species"
"1331",-0.158633311527028,"LEMA","2020","code.plant","species"
"1332",-0.205666325262289,"LEMA","2020","code.plant","species"
"1333",-0.16770649866269,"LEMA","2020","code.plant","species"
"1334",-0.156205412340406,"LEMA","2020","code.plant","species"
"1335",-0.22722734421381,"LEMA","2020","code.plant","species"
"1336",-0.158954447857397,"LEMA","2020","code.plant","species"
"1337",-0.129297148161024,"LEMA","2020","code.plant","species"
"1338",-0.191941052763995,"LEMA","2020","code.plant","species"
"1339",-0.146554585292843,"LEMA","2020","code.plant","species"
"1340",-0.151099676108129,"LEMA","2020","code.plant","species"
"1341",-0.270953977679806,"LEMA","2020","code.plant","species"
"1342",-0.307855380492421,"LEMA","2020","code.plant","species"
"1343",-0.182698597289605,"LEMA","2020","code.plant","species"
"1344",-0.159863490610274,"LEMA","2020","code.plant","species"
"1345",-0.19013113246694,"LEMA","2020","code.plant","species"
"1346",-0.221207082124833,"LEMA","2020","code.plant","species"
"1347",-0.146528671122383,"LEMA","2020","code.plant","species"
"1348",-0.21190782544254,"LEMA","2020","code.plant","species"
"1349",-0.239239151859904,"LEMA","2020","code.plant","species"
"1350",-0.226200509209857,"LEMA","2020","code.plant","species"
"1351",-0.227711216272025,"LEMA","2020","code.plant","species"
"1352",-0.267753923851679,"LEMA","2020","code.plant","species"
"1353",-0.156958614500486,"LEMA","2020","code.plant","species"
"1354",-0.238412893494939,"LEMA","2020","code.plant","species"
"1355",-0.248025197845774,"LEMA","2020","code.plant","species"
"1356",-0.138528928391083,"LEMA","2020","code.plant","species"
"1357",-0.209393209543394,"LEMA","2020","code.plant","species"
"1358",-0.206050980077885,"LEMA","2020","code.plant","species"
"1359",-0.238950484838133,"LEMA","2020","code.plant","species"
"1360",-0.122898757832224,"LEMA","2020","code.plant","species"
"1361",-0.169677921164277,"LEMA","2020","code.plant","species"
"1362",-0.123244634155253,"LEMA","2020","code.plant","species"
"1363",-0.17612918927488,"LEMA","2020","code.plant","species"
"1364",-0.182922245136743,"LEMA","2020","code.plant","species"
"1365",-0.211163601100423,"LEMA","2020","code.plant","species"
"1366",-0.238370970527326,"LEMA","2020","code.plant","species"
"1367",-0.271947311979927,"LEMA","2020","code.plant","species"
"1368",-0.248962512521327,"LEMA","2020","code.plant","species"
"1369",-0.245621110767032,"LEMA","2020","code.plant","species"
"1370",-0.228091147339989,"LEMA","2020","code.plant","species"
"1371",-0.17084704318656,"LEMA","2020","code.plant","species"
"1372",-0.260929733398297,"LEMA","2020","code.plant","species"
"1373",-0.175207727071819,"LEMA","2020","code.plant","species"
"1374",-0.221852997973249,"LEMA","2020","code.plant","species"
"1375",-0.190290115381566,"LEMA","2020","code.plant","species"
"1376",-0.196506297177191,"LEMA","2020","code.plant","species"
"1377",-0.36739249636052,"LEMA","2020","code.plant","species"
"1378",-0.138775079750071,"LEMA","2020","code.plant","species"
"1379",-0.182954579257076,"LEMA","2020","code.plant","species"
"1380",-0.162771371262188,"LEMA","2020","code.plant","species"
"1381",-0.254806482091021,"LEMA","2020","code.plant","species"
"1382",-0.192291342482876,"LEMA","2020","code.plant","species"
"1383",-0.174544251016921,"LEMA","2020","code.plant","species"
"1384",-0.158513099629105,"LEMA","2020","code.plant","species"
"1385",-0.208746889774548,"LEMA","2020","code.plant","species"
"1386",-0.200829929597418,"LEMA","2020","code.plant","species"
"1387",-0.236364376680879,"LEMA","2020","code.plant","species"
"1388",-0.23901327669801,"LEMA","2020","code.plant","species"
"1389",-0.245643133515996,"LEMA","2020","code.plant","species"
"1390",-0.120552539017685,"LEMA","2020","code.plant","species"
"1391",-0.221393463463211,"LEMA","2020","code.plant","species"
"1392",-0.184948924229581,"LEMA","2020","code.plant","species"
"1393",-0.199343475351046,"LEMA","2020","code.plant","species"
"1394",-0.165607160844278,"LEMA","2020","code.plant","species"
"1395",-0.160561264690485,"LEMA","2020","code.plant","species"
"1396",-0.196065081322967,"LEMA","2020","code.plant","species"
"1397",-0.189945118097124,"LEMA","2020","code.plant","species"
"1398",-0.252878691979671,"LEMA","2020","code.plant","species"
"1399",-0.160305883242475,"LEMA","2020","code.plant","species"
"1400",-0.211247622297821,"LEMA","2020","code.plant","species"
"1401",-0.210589977885344,"LEMA","2020","code.plant","species"
"1402",-0.251273248406743,"LEMA","2020","code.plant","species"
"1403",-0.151774223873897,"LEMA","2020","code.plant","species"
"1404",-0.108171458423438,"LEMA","2020","code.plant","species"
"1405",-0.228384263650301,"LEMA","2020","code.plant","species"
"1406",-0.168336084245826,"LEMA","2020","code.plant","species"
"1407",-0.165977723577305,"LEMA","2020","code.plant","species"
"1408",-0.140389017797023,"LEMA","2020","code.plant","species"
"1409",-0.192988250365375,"LEMA","2020","code.plant","species"
"1410",-0.164303952942508,"LEMA","2020","code.plant","species"
"1411",-0.211585180241066,"LEMA","2020","code.plant","species"
"1412",-0.182745722844377,"LEMA","2020","code.plant","species"
"1413",-0.210047205206276,"LEMA","2020","code.plant","species"
"1414",-0.25890251759549,"LEMA","2020","code.plant","species"
"1415",-0.162411049072841,"LEMA","2020","code.plant","species"
"1416",-0.178878976707078,"LEMA","2020","code.plant","species"
"1417",-0.228786463108676,"LEMA","2020","code.plant","species"
"1418",-0.192542686027956,"LEMA","2020","code.plant","species"
"1419",-0.192216392587964,"LEMA","2020","code.plant","species"
"1420",-0.149361706138497,"LEMA","2020","code.plant","species"
"1421",-0.188988185248959,"LEMA","2020","code.plant","species"
"1422",-0.200811444100708,"LEMA","2020","code.plant","species"
"1423",-0.213686378242032,"LEMA","2020","code.plant","species"
"1424",-0.14261278687362,"LEMA","2020","code.plant","species"
"1425",-0.248033387125024,"LEMA","2020","code.plant","species"
"1426",-0.153024908646129,"LEMA","2020","code.plant","species"
"1427",-0.295432706865389,"LEMA","2020","code.plant","species"
"1428",-0.212600438364745,"LEMA","2020","code.plant","species"
"1429",-0.189625024294443,"LEMA","2020","code.plant","species"
"1430",-0.132888234421242,"LEMA","2020","code.plant","species"
"1431",-0.213161537603084,"LEMA","2020","code.plant","species"
"1432",-0.194362232309598,"LEMA","2020","code.plant","species"
"1433",-0.109293414684654,"LEMA","2020","code.plant","species"
"1434",-0.176302672205415,"LEMA","2020","code.plant","species"
"1435",-0.231663165516662,"LEMA","2020","code.plant","species"
"1436",-0.223458395845165,"LEMA","2020","code.plant","species"
"1437",-0.199136128161958,"LEMA","2020","code.plant","species"
"1438",-0.250165230113906,"LEMA","2020","code.plant","species"
"1439",-0.146180961935413,"LEMA","2020","code.plant","species"
"1440",-0.192889610118119,"LEMA","2020","code.plant","species"
"1441",-0.146998725936802,"LEMA","2020","code.plant","species"
"1442",-0.174732946305764,"LEMA","2020","code.plant","species"
"1443",-0.236861137356419,"LEMA","2020","code.plant","species"
"1444",-0.19151633629746,"LEMA","2020","code.plant","species"
"1445",-0.136618278684846,"LEMA","2020","code.plant","species"
"1446",-0.129965141470075,"LEMA","2020","code.plant","species"
"1447",-0.218349408023373,"LEMA","2020","code.plant","species"
"1448",-0.19518115796785,"LEMA","2020","code.plant","species"
"1449",-0.265087633905292,"LEMA","2020","code.plant","species"
"1450",-0.286998369299497,"LEMA","2020","code.plant","species"
"1451",-0.178175430732338,"LEMA","2020","code.plant","species"
"1452",-0.141659571680708,"LEMA","2020","code.plant","species"
"1453",-0.252603377895473,"LEMA","2020","code.plant","species"
"1454",-0.169751087035847,"LEMA","2020","code.plant","species"
"1455",-0.222701625892884,"LEMA","2020","code.plant","species"
"1456",-0.156676466468616,"LEMA","2020","code.plant","species"
"1457",-0.263650707270494,"LEMA","2020","code.plant","species"
"1458",-0.174074758794001,"LEMA","2020","code.plant","species"
"1459",-0.181772729935207,"LEMA","2020","code.plant","species"
"1460",-0.166807114766493,"LEMA","2020","code.plant","species"
"1461",-0.21754614904326,"LEMA","2020","code.plant","species"
"1462",-0.215796536956502,"LEMA","2020","code.plant","species"
"1463",-0.14809433310512,"LEMA","2020","code.plant","species"
"1464",-0.282090378306979,"LEMA","2020","code.plant","species"
"1465",-0.195591273785044,"LEMA","2020","code.plant","species"
"1466",-0.227050003469966,"LEMA","2020","code.plant","species"
"1467",-0.215751083197145,"LEMA","2020","code.plant","species"
"1468",-0.339383079424284,"LEMA","2020","code.plant","species"
"1469",-0.265075464333454,"LEMA","2020","code.plant","species"
"1470",-0.157516135281981,"LEMA","2020","code.plant","species"
"1471",-0.186674299509977,"LEMA","2020","code.plant","species"
"1472",-0.150919812248618,"LEMA","2020","code.plant","species"
"1473",-0.212639284174738,"LEMA","2020","code.plant","species"
"1474",-0.147075319312364,"LEMA","2020","code.plant","species"
"1475",-0.122994676807558,"LEMA","2020","code.plant","species"
"1476",-0.147681120111404,"LEMA","2020","code.plant","species"
"1477",-0.144593727590331,"LEMA","2020","code.plant","species"
"1478",-0.191792463671994,"LEMA","2020","code.plant","species"
"1479",-0.193152077458722,"LEMA","2020","code.plant","species"
"1480",-0.244205849595123,"LEMA","2020","code.plant","species"
"1481",-0.207120293682296,"LEMA","2020","code.plant","species"
"1482",-0.219360577753945,"LEMA","2020","code.plant","species"
"1483",-0.163155431643724,"LEMA","2020","code.plant","species"
"1484",-0.264973537329203,"LEMA","2020","code.plant","species"
"1485",-0.206064887549914,"LEMA","2020","code.plant","species"
"1486",-0.160681297103774,"LEMA","2020","code.plant","species"
"1487",-0.157694606870558,"LEMA","2020","code.plant","species"
"1488",-0.154955413578958,"LEMA","2020","code.plant","species"
"1489",-0.265302719784667,"LEMA","2020","code.plant","species"
"1490",-0.127333725284594,"LEMA","2020","code.plant","species"
"1491",-0.184795471925899,"LEMA","2020","code.plant","species"
"1492",-0.235137901996121,"LEMA","2020","code.plant","species"
"1493",-0.170189534672179,"LEMA","2020","code.plant","species"
"1494",-0.164227587210895,"LEMA","2020","code.plant","species"
"1495",-0.153488725384384,"LEMA","2020","code.plant","species"
"1496",-0.224313588030329,"LEMA","2020","code.plant","species"
"1497",-0.215896347353753,"LEMA","2020","code.plant","species"
"1498",-0.13329275366562,"LEMA","2020","code.plant","species"
"1499",-0.23898416262156,"LEMA","2020","code.plant","species"
"1500",-0.109646243556685,"LEMA","2020","code.plant","species"
"1501",-0.102840663335413,"LEMA","2020","code.plant","species"
"1502",-0.202480089400233,"LEMA","2020","code.plant","species"
"1503",-0.240167422527797,"LEMA","2020","code.plant","species"
"1504",-0.215946937713652,"LEMA","2020","code.plant","species"
"1505",-0.219496825500392,"LEMA","2020","code.plant","species"
"1506",-0.150011694320944,"LEMA","2020","code.plant","species"
"1507",-0.265323722210799,"LEMA","2020","code.plant","species"
"1508",-0.0992231339068517,"LEMA","2020","code.plant","species"
"1509",-0.132513557549003,"LEMA","2020","code.plant","species"
"1510",-0.25685943179748,"LEMA","2020","code.plant","species"
"1511",-0.223489735176034,"LEMA","2020","code.plant","species"
"1512",-0.191377663679084,"LEMA","2020","code.plant","species"
"1513",-0.200674115998021,"LEMA","2020","code.plant","species"
"1514",-0.243026625144744,"LEMA","2020","code.plant","species"
"1515",-0.24676856871683,"LEMA","2020","code.plant","species"
"1516",-0.215116181974945,"LEMA","2020","code.plant","species"
"1517",-0.205561155756032,"LEMA","2020","code.plant","species"
"1518",-0.119937886868233,"LEMA","2020","code.plant","species"
