"","alpha_hat_ij_MEEL","alpha_hat_ij_PAIN","alpha_hat_ij_RAPE","alpha_hat_ij_SPRU","alpha_hat_ij_SUSP","gamma_FV_hat_if_Dilophus_spp","gamma_FV_hat_if_Musca_spp","gamma_FV_hat_if_Ulidiidae_sp_wings_with_pattern","beta_plant_hat_ijk_LEMA_MEEL","beta_FV_hat_ijf_LEMA_Eucera_spp","focal","year","complexity.plant","complexity.animal"
"780",-0.0208019716680741,-0.149306243200233,-0.0762966437603471,-0.0105038721377931,-0.0392788375872916,0.229735227767858,-0.0291357839715467,-0.22914455412926,-0.0706650674301771,0.0838344657137688,"CHFU","All","code.plant","species"
"781",-0.0436553834211193,-0.00686050768129076,-0.169462467675713,-0.0222452272496501,0.0150362565817503,0.118856218893423,-0.118643073108839,-0.0611374092962744,-0.0470481473539671,0.106888786488337,"CHFU","All","code.plant","species"
"782",-0.276850327726054,-0.101883026502357,-0.133618046037271,0.108083740472023,0.0902053833928433,0.097377535175849,-0.0660148049959417,-0.187822457070785,-0.106615221149875,0.23492980196061,"CHFU","All","code.plant","species"
"783",-0.0828134362001832,-0.0593227384516064,-0.019108776493135,-0.0794798481222483,-0.0438132739355517,0.227315436898676,-0.258615067451452,-0.0372301043392366,-0.0516886149303043,-0.0926519938597961,"CHFU","All","code.plant","species"
"784",-0.114079987135929,-0.186268326531661,-0.127422891430036,-0.208599470528532,-0.1694620618291,0.367928564762333,-0.070539716490626,-0.175562440600088,-0.020422144078069,-0.0368027594209692,"CHFU","All","code.plant","species"
"785",-0.132513487269681,-0.186633333020997,-0.117593023668827,-0.295864093766134,-0.0382229469337013,0.37175501597791,-0.0993084804364259,-0.149929561956309,-0.0321136483585305,0.0893008305281155,"CHFU","All","code.plant","species"
"786",-0.077636978768824,-0.0362602258016276,-0.17169399458523,-0.0268740978501257,-0.16677089313948,0.174734905640521,0.0851043514145904,-0.204297498495988,-0.0807924784772591,0.0461622798495229,"CHFU","All","code.plant","species"
"787",-0.130821143437961,-0.0109307269948482,0.0785208681516534,-0.117528186420354,0.00867612319680866,0.294437934436648,-0.121132089664909,-0.0120058122323712,-0.0260135065457751,0.026303461100883,"CHFU","All","code.plant","species"
"788",-0.263241031526292,0.0658545917073798,0.00381428073116341,-0.0606552697435732,-0.0880146647842414,0.256774835842517,-0.239261942383609,-0.113886929432984,0.0855398529319034,-0.0566399043246881,"CHFU","All","code.plant","species"
"789",-0.176434487175127,-0.212426113349958,-0.0994443175484013,-0.0315562591045059,-0.0601629771288367,0.154016787968366,-0.10995036681992,-0.0957725791201349,0.224509320566508,0.0976132168186175,"CHFU","All","code.plant","species"
"790",0.0324672937721258,-0.000859005108766242,0.0226326605025693,-0.15069488685323,-0.00766534527059448,0.308547446826869,-0.0777330167546098,-0.0134530574393105,0.0657290836251667,-0.0932174651586439,"CHFU","All","code.plant","species"
"791",-0.0442587794336811,0.175507119718321,-0.113051361606263,0.0831150876780369,-0.0220166191172597,0.323150718909445,-0.308174159261002,-0.135880849636933,-0.166135357629501,-0.0493556100621322,"CHFU","All","code.plant","species"
"792",-0.235032530362554,-0.229334439361729,-0.172346668971454,-0.052975099417693,-0.169157591456942,0.146762489989896,-0.153707126300475,-0.0395553636141777,-0.0669090165724848,0.286044465390763,"CHFU","All","code.plant","species"
"793",-0.306376299402938,-0.214844115330052,-0.0164791673221503,-0.26734804064493,-0.189813149610946,0.12985344448157,0.0516233037899108,-0.0650208679086204,0.0566699681875686,0.164689640837477,"CHFU","All","code.plant","species"
"794",-0.242474142080287,-0.0884636826174068,0.0239460154650084,-0.135347033864362,-0.0818347575672858,0.15273692103392,0.0391710215470993,-0.172083585935823,0.0233913912195267,-0.0276227155135625,"CHFU","All","code.plant","species"
"795",-0.140033009261158,-0.0386445424666468,-0.0979238792118049,0.171234692444132,-0.184866840093333,0.323683910906744,0.0503622337615022,-0.222736834458714,-0.14233791525873,0.084589849094922,"CHFU","All","code.plant","species"
"796",-0.326320162180319,-0.0153751046484478,-0.109000027278231,-0.0367612091348904,0.0665636553060398,0.124089611749959,-0.186394315232184,0.0313237637130199,0.038427164837074,-0.0130603077784581,"CHFU","All","code.plant","species"
"797",-0.16640945937427,-0.0251512046549685,0.0332331554791023,-0.0921698390549865,0.0940630391722641,0.355155725980664,0.0464150247012831,-0.124331368984963,0.124981160049456,0.0842538879204864,"CHFU","All","code.plant","species"
"798",-0.223158569632949,-0.210779690785093,0.0351761792188772,0.23839406740939,-0.0531515355321176,0.274165662660117,-0.14341729566095,-0.18070753625099,0.0663562161591844,0.142600168592754,"CHFU","All","code.plant","species"
"799",-0.0943298879380213,-0.0298077303335885,-0.224672723302422,-0.148832148093935,-0.0628609801999416,0.140534718632617,0.0993067140854964,-0.159958771736432,0.0581285192386949,-0.0691243433250704,"CHFU","All","code.plant","species"
"800",-0.192994965557172,-0.11843341780521,-0.0414484674009367,-0.0736044749941983,-0.13679197855593,0.172842521991176,0.0762040187696886,-0.325211423061399,-0.0598224979904547,-0.18219483075113,"CHFU","All","code.plant","species"
"801",-0.0674128158063405,-0.108783187006225,-0.159629133604414,-0.0776563558923722,0.13031211622234,0.124821483601979,-0.14052380196277,-0.0893640387557586,0.0522127796800822,0.119973896703506,"CHFU","All","code.plant","species"
"802",-0.0672548506156675,0.0329563279344547,-0.161168650936864,0.0463216055526421,-0.0378613280619238,0.286507097009125,-0.0656567177613776,-0.198661614388337,-0.270148592628538,0.0207788509289479,"CHFU","All","code.plant","species"
"803",-0.152380960930005,-0.101032798997418,-0.0110175768451906,0.0990477450287985,-0.0943043039111598,0.132127755178447,-0.0221380000521343,-0.0559359803491577,0.119012777378792,0.0191274205021514,"CHFU","All","code.plant","species"
"804",-0.104423877459774,0.0713806178070095,0.106218970567046,-0.0723496103329682,-0.0516638478521799,0.18554319032541,-0.152105535625964,-0.0601384272445732,-0.0511325549642218,-0.073504038896814,"CHFU","All","code.plant","species"
"805",-0.164261422103745,-0.026236101982954,-0.0577854471952914,-0.129658391176443,-0.0214209465390041,0.300729213212648,-0.17314507172829,-0.235221556913234,0.0762036671748327,0.0113825356082311,"CHFU","All","code.plant","species"
"806",-0.311564416954723,-0.302989809234627,0.0519922057745306,-0.0446877585962739,-0.103791821117009,0.0680592785496783,0.201258729617414,-0.162299086087869,0.162852864991539,0.0847479915205469,"CHFU","All","code.plant","species"
"807",-0.154835332685794,-0.0161991384361452,-0.170715592928187,0.00523390593031348,0.175680298300527,0.00616652079321534,-0.0172610663075251,-0.311845448913705,0.0620775475520208,-0.166053450077423,"CHFU","All","code.plant","species"
"808",-0.263065569458279,-0.0594295968860099,-0.0963212996412077,-0.0563448446482945,0.092778315740053,0.200611948390829,-0.0280277060120987,-0.100745241092902,0.0267337867831035,0.0279152923036707,"CHFU","All","code.plant","species"
"809",-0.173741121547417,-0.042587077244134,-0.012917727408251,-0.0705526508849468,-0.163587765741873,0.259068979141667,-0.145707352614401,-0.00138669096236288,-0.0240123984731817,-0.00430674801692632,"CHFU","All","code.plant","species"
"810",-0.113553392108911,-0.170624105263504,-0.0924606289539199,0.0152274503502365,0.0551791839427285,0.17363481057874,0.151852874342578,-0.212710479691403,-0.0806864136130915,0.0363262117004362,"CHFU","All","code.plant","species"
"811",-0.177181955148549,-0.202611188641201,-0.0843277708311757,-0.0330885289235572,0.245992918874538,0.376445056712142,-0.138982677538651,-0.0922691708922422,0.062463057253723,0.0569476142591134,"CHFU","All","code.plant","species"
"812",-0.231540461486044,-0.0353135777150982,-0.0803346605472274,-0.0172388188353207,-0.0586126268792503,0.17711851238832,0.101713943532719,-0.122475726649849,-0.103479182846602,0.132013116657334,"CHFU","All","code.plant","species"
"813",-0.209419543217175,-0.0731320657099676,-0.117093237945218,0.0677859437610648,0.0130575862889051,0.279010007831264,-0.0422815052902967,-0.17197839201997,0.114954917583818,0.0736871515230921,"CHFU","All","code.plant","species"
"814",-0.12679575502034,-0.00332933044441686,0.0603441050493823,-0.0928103285008716,-0.0535296113871173,0.263790921679171,-0.0477970219465763,-0.0795945716027834,-0.0258496951758763,0.115863322979657,"CHFU","All","code.plant","species"
"815",-0.110103460198693,0.0604440221893929,-0.0530401020949078,-0.020344988417435,-0.0025917695102512,0.205932071136705,-0.108253695380648,-0.0108097663680232,-0.0455101462362836,0.0466062833996057,"CHFU","All","code.plant","species"
"816",-0.157724292912937,-0.045893362318088,-0.0756863431411899,0.0472284329712958,-0.178823034617341,0.362020097138911,0.0601581816537613,-0.124734524578721,-0.116323106716401,0.128554448101244,"CHFU","All","code.plant","species"
"817",-0.196609121200629,-0.143909173693705,-0.142102994924579,0.073334803718822,0.0103993176710486,0.275316111034625,0.0111099213280412,-0.265241668107469,-0.0712018513870539,0.107548458901281,"CHFU","All","code.plant","species"
"818",-0.198443708340852,-0.0971415727565902,0.0389128251579398,-0.0870892896063313,-0.028855761754723,0.381169246096379,-0.149575400317805,-0.119675898451613,0.0547413584109373,-0.010099480888713,"CHFU","All","code.plant","species"
"819",-0.242803113355686,0.0929154356254906,0.0360954747904147,-0.0134114329620442,-0.317351223386543,0.0605863938003273,0.0262470243190625,-0.148260769052058,-0.148752270385831,0.00370695033362956,"CHFU","All","code.plant","species"
"820",-0.340169812693482,0.0422440270354296,-0.0672216422631694,-0.189686585292068,-0.00299070533520929,0.166340802161274,-0.00131395094090347,-0.0733040178818529,0.101676143520584,0.0348980841107034,"CHFU","All","code.plant","species"
"821",-0.141488024071197,-0.0974511846579609,0.003790613365521,-0.136070418474214,-0.123879891979701,0.233739664516136,0.00904887445662395,-0.191685366296965,-0.0523256193194189,0.0882708306268472,"CHFU","All","code.plant","species"
"822",-0.187399358687508,-0.122211365262182,0.0134977202639794,-0.22356921933624,-0.0949841612915265,0.151461170176544,-0.241729852043674,-0.0797965352481692,-0.111539468558194,-0.000967273343532304,"CHFU","All","code.plant","species"
"823",-0.22696679980056,0.00819279731596056,0.0230502965526109,-0.18126721653926,0.0763642887144218,0.13094228458332,-0.225536772053349,0.00921502313812828,0.153091031996308,0.039796915528274,"CHFU","All","code.plant","species"
"824",-0.284442394918586,-0.0957022657945622,-0.147343502385034,-0.0201672829992038,0.197007476315231,0.0461839131506792,-0.0822145764454887,-0.225250059678086,0.0332728136655156,0.124756686313694,"CHFU","All","code.plant","species"
"825",-0.143996414976158,-0.163377428394977,-0.0104824913116872,-0.041619609431326,0.0933787609343348,0.25116536713492,0.0599493397175015,-0.244006730795165,-0.164838794516297,-0.0988310291287469,"CHFU","All","code.plant","species"
"826",-0.256370752085729,-0.0581560299561639,0.0400394101974813,-0.195155755194317,-0.153043308961747,0.341533104063618,-0.138913386152191,-0.225977414100516,0.00389443862962424,0.0210179134062765,"CHFU","All","code.plant","species"
"827",-0.0335313984852026,0.00989490904669288,-0.0654947155332576,-0.0564300180265095,0.0796155087416544,0.294189562810146,-0.119361895002288,-0.0433096031927693,0.0453493782861336,-0.033655091631541,"CHFU","All","code.plant","species"
"828",-0.217972896036845,-0.130431598291068,-0.19112703866448,0.00643433176413,-0.117257753491109,0.22424264838441,0.0199410606840171,-0.117988454876307,-0.0573207903803892,0.0522840773198323,"CHFU","All","code.plant","species"
"829",-0.264761312887473,-0.254573545617058,-0.170270014806254,-0.191132652933073,-0.0199262587933488,0.244000221916677,0.0448280520970785,-0.140624092357961,0.0625673333737511,0.0930872708264747,"CHFU","All","code.plant","species"
"830",-0.0618819611194786,-0.0478515050233917,-0.178671741888107,0.216257091043868,-0.152748140420882,0.194833057655903,0.0563590087699044,-0.274424618024246,-0.0655421861374692,0.0444615593121684,"CHFU","All","code.plant","species"
"831",-0.0649146849910671,-0.0888791421875115,-0.222168887451009,-0.0838539080739054,-0.13474425756095,0.344863427103673,-0.037738647787804,-0.0532182269788273,-0.13342995189237,0.0429647240875108,"CHFU","All","code.plant","species"
"832",-0.255249665706623,-0.0429004247148409,0.084105596309525,0.016559885269714,-0.0858754848060292,0.434640658929899,-0.142082338988937,-0.169655563293784,-0.0247036607022606,0.133503006673501,"CHFU","All","code.plant","species"
"833",-0.0389528651444171,-0.0709303285271168,-0.19238075695661,-0.042145354991988,-0.162495354639153,0.397887722463734,-0.0973280533665525,-0.0982399338854807,-0.129591092193601,0.00728995743258309,"CHFU","All","code.plant","species"
"834",-0.207324678095928,-0.0868613950493609,0.0215597107065639,-0.136919378787233,-0.10034379174275,0.380193559649616,0.0646405021642014,-0.214063095457294,0.31990587142558,0.0770710552099774,"CHFU","All","code.plant","species"
"835",-0.203232198203806,-0.0930420244988988,-0.0711542100802837,0.128272920586058,-0.115806332249331,0.203035140148688,-0.0761231559465843,-0.0957502315009876,-0.0335934799979513,0.0554607446161086,"CHFU","All","code.plant","species"
"836",-0.316717905258399,-0.227152703640805,0.142775219413904,-0.0895186073112414,-0.0279165007868152,0.249480617031913,-0.107356250984335,-0.0754591992487051,-0.0509435037676775,-0.0545980281909071,"CHFU","All","code.plant","species"
"837",-0.154016078887542,0.0469436162272772,0.0624774768049405,-0.220037542359824,-0.0493741318048609,0.246131243272671,0.0778111251962208,-0.081160760930964,0.0357097577612013,-0.110454545832535,"CHFU","All","code.plant","species"
"838",-0.188223371008995,0.000452181331329182,-0.144026323346267,-0.035332065069946,-0.195410663770337,-0.00181994319076362,-0.0286035088564069,-0.208997184559353,0.0453418484933767,-0.0484525361656447,"CHFU","All","code.plant","species"
"839",0.0068727834934732,-0.056388881368964,0.0382970023740568,0.127155926488485,-0.0233169516702193,0.249925937799984,-0.131474864624858,-0.0716672584394759,0.064497871506362,-0.0618838976295412,"CHFU","All","code.plant","species"
"840",-0.270377254511527,-0.126544995301465,0.0413246651501407,-0.191467753160641,0.058235878493099,0.226388030227893,-0.0236368124971669,-0.0570136760854714,-0.189669273771526,0.164103537427077,"CHFU","All","code.plant","species"
"841",-0.133255766878074,-0.0201703748392746,-0.05336211631643,0.0506075266149284,-0.071540281019146,0.0579770356717735,-0.158215919760542,0.0229473766765493,-0.348817952163214,0.0553197152072524,"CHFU","All","code.plant","species"
"842",-0.0621127868205559,0.0128026701037649,-0.357873903723098,0.0288896620823553,0.0834482439801769,0.00206601940039475,-0.0363932171015361,-0.215545133568149,-0.226884054338763,0.125316256227866,"CHFU","All","code.plant","species"
"843",-0.19738190981759,0.0442993837647661,-0.11110918681466,-0.163385091762983,0.0134676733565919,0.28268108739937,-0.0962034154467708,-0.170565644277805,-0.00892476669966491,0.135699848061473,"CHFU","All","code.plant","species"
"844",-0.159038792311483,-0.271193828869949,-0.114599298730294,-0.234317475067592,-0.12210846035897,0.225533417291664,-0.136207839642853,-0.0670887778283387,-0.0605139070293779,-0.0961279174118698,"CHFU","All","code.plant","species"
"845",-0.135127959774698,-0.131710717121197,-0.0503573952825194,0.00197985649439647,-0.0344450560415328,0.197624648243716,-0.0627361158966507,-0.120795481499924,0.0718233302057663,0.00310857459564784,"CHFU","All","code.plant","species"
"846",-0.237381699142221,-0.0834721094516584,0.0370352029369887,-0.198253531670089,0.0694835634994551,0.184646434142958,-0.210257854270447,-0.0777103785020484,0.0517206585084651,-0.0140421598176866,"CHFU","All","code.plant","species"
"847",-0.169733543177995,-0.0256737411393609,-0.211674066264548,-0.0707734395015055,0.0357089611315602,0.431293533209165,0.0339576534265453,-0.140941551071615,0.0509006978902997,-0.0550628550071569,"CHFU","All","code.plant","species"
"848",-0.143293269216743,0.0323393642613197,-0.141062464669571,-0.140420338971634,-0.0298309047992518,0.19492299400011,0.0232910808353626,-0.188307852147929,0.0958013741813437,-0.025105139417382,"CHFU","All","code.plant","species"
"849",-0.181107983776858,0.0668811892742733,0.056989947014463,-0.0134440911828564,0.0740571717434009,0.378000218044182,-0.0100856813338789,-0.145459531527556,0.039229345934382,0.108198281142942,"CHFU","All","code.plant","species"
"850",-0.134294481902913,-0.0282762888387744,-0.178752669138198,0.0581515968552861,-0.109558681412031,0.248310256141904,-0.114824574401624,-0.139820299569826,-0.0264568418063771,0.0267989759963638,"CHFU","All","code.plant","species"
"851",-0.19718444758349,-0.155661523085267,-0.0161078197854133,0.03560132634566,0.0211928134892077,0.160434596605452,-0.0617088916440883,-0.113273538085126,0.0596303504950479,-0.0760844525619477,"CHFU","All","code.plant","species"
"852",-0.0625065143791107,-0.199943067724737,-0.148515124091461,0.00216657332324344,0.00387867861204882,0.15218439765533,0.076307522051525,-0.200679945158532,-0.0828656161803701,0.0838441621471155,"CHFU","All","code.plant","species"
"853",-0.0924960140727424,0.126209726873088,-0.100172876027745,0.00392450298101465,-0.0630635874093807,0.168221459727956,0.0373021078761715,-0.0856256369311464,-0.0851479327213472,-0.0591287262865053,"CHFU","All","code.plant","species"
"854",-0.196776000710867,-0.108345213007133,-0.126146569167973,0.0943571251118098,0.0326016637912805,0.259176880939812,0.0655614342652775,-0.107758104173561,0.166804361514519,0.067054079258408,"CHFU","All","code.plant","species"
"855",-0.143971907844233,-0.0750843523388878,0.0778166404319784,-0.0550165729634116,-0.0827338444364627,0.292169925143085,-0.107876140366879,0.140295165947939,0.214814024700605,0.224972922691998,"CHFU","All","code.plant","species"
"856",-0.189699874967227,0.0302259576717641,0.00822438442532336,0.113955482912095,0.0472672907656777,0.209649638115903,-0.0843213164714107,-0.0495754330758191,-0.0784729353880937,-0.0276097983431616,"CHFU","All","code.plant","species"
"857",-0.0775238553956642,-0.159919025075722,0.00805955612994147,-0.0813887073647271,-0.0769507755023252,0.3798352326407,-0.275623216518154,-0.0254244233142117,0.0198266589759779,0.0367941419030429,"CHFU","All","code.plant","species"
"858",-0.00907612140009884,-0.1603708525,-0.00402223645812894,0.168478055723509,-0.0938964323266549,0.0677943861235597,-0.259734547120267,-0.219674027167253,0.109417031571422,0.0521152986649425,"CHFU","All","code.plant","species"
"859",-0.00243843593864002,-0.0252460389744815,0.00159487430983796,-0.184848937474675,-0.162730086044411,0.224490473962732,0.041598478604292,-0.112584802692461,0.0352515411621532,0.108297134598036,"CHFU","All","code.plant","species"
"860",-0.102693532778143,-0.298362279830301,0.0248544036665381,-0.118309848776787,-0.186791866560129,0.387522418783368,-0.125998500879822,-0.116268532860876,-0.0288981289696535,0.0194613867846873,"CHFU","All","code.plant","species"
"861",-0.128478759052129,-0.0831021155030708,-0.0722177955667271,-0.242329406325624,-0.0323596079717999,0.130241720759541,-0.132396949271627,-0.224682842712509,0.111535137503152,-0.0735933095149643,"CHFU","All","code.plant","species"
"862",-0.135025813386957,0.0603606659592617,-0.0634626516124168,-0.107848271999507,-0.13729658278416,0.185746586610472,0.0147110061490445,-0.0470158322726084,-0.0726303685644144,-0.0764346116988357,"CHFU","All","code.plant","species"
"863",-0.228071745655465,0.0546268948975805,0.0998529035397113,0.017402930744514,-0.0157922030098456,0.219636992517697,-0.103259661417073,-0.152188337371903,0.118016731158487,-0.170333038905998,"CHFU","All","code.plant","species"
"864",-0.197955166035281,-0.0244821598237895,-0.0654391862500158,0.119342674714208,-0.0724925323802506,0.197851909006948,-0.269688707185467,-0.248675368776905,-0.039450404962567,0.120264280721716,"CHFU","All","code.plant","species"
"865",-0.101525525997602,0.0920245473397454,0.0872395197962303,-0.11402719388887,0.0197392316494969,0.132842575934748,-0.0889296131673176,-0.122558001142771,0.0844599895469251,-0.00671167696019859,"CHFU","All","code.plant","species"
"866",-0.332932073879682,0.0436054091940519,0.154542138951018,0.0202348036847813,-0.0133419051762984,0.173191290161334,-0.123305096465752,-0.0452058528734198,-0.050455821402945,0.0905248980089164,"CHFU","All","code.plant","species"
"867",-0.0474013331143157,0.143540815496831,-0.241743633442247,-0.0101518715206427,-0.0400025128588808,0.285850249080481,-0.00938718903443958,-0.13585232379151,0.0344942293691584,-0.0416071438572233,"CHFU","All","code.plant","species"
"868",-0.183386213338302,-0.0456354639740331,-0.158873345738543,-0.0548708436533728,0.0141777894660551,0.129829095402641,0.014639971745346,-0.225273580519909,-0.053220731856379,0.027829230226279,"CHFU","All","code.plant","species"
"869",-0.0864507188850825,-0.073841204198934,0.0405451880372483,-0.0457847797383026,0.00145081057141838,0.236172436383724,-0.147328333726891,-0.164903483293699,0.151640994002579,0.121237225446981,"CHFU","All","code.plant","species"
"870",-0.276761354264737,0.0328669065653227,-0.0681631767129246,-0.187883558152421,-0.0799368374102943,0.14027449782479,-0.085288195680806,-0.229729936570918,-0.060506682576611,-0.0340260925994369,"CHFU","All","code.plant","species"
"871",-0.16183458161729,0.0569558527565663,0.00784000066670165,0.122837400752727,-0.00642719545229398,0.222961025379622,-0.0667383841028283,-0.0542333265456142,-0.0792691753840939,0.00855786311408591,"CHFU","All","code.plant","species"
"872",-0.246980118773218,-0.222554497960017,0.16455138127376,-0.171881984740181,0.0936394270975631,0.170138712546577,-0.181686157502599,-0.111887522693141,-0.0308685120537563,-0.0270465310615523,"CHFU","All","code.plant","species"
"873",-0.300833948262967,-0.257025911204816,0.0625969209241957,-0.105277051602955,-0.1150121174873,0.0749595601482578,-0.174744054067313,-0.074879213075167,-0.0450096502772326,0.0632002521547248,"CHFU","All","code.plant","species"
"874",-0.188990364762892,-0.0443586999192864,0.00207815612007378,-0.222381584774382,0.104768692834635,0.0284864335660446,-0.137384947046452,-0.109557639790699,0.113852040562949,-0.0830898724292481,"CHFU","All","code.plant","species"
"875",-0.104272681276287,-0.15063415413011,0.0586683091012494,0.0303841817714066,0.12187956038858,0.235284760295996,-0.0996158894030158,-0.13978975815063,0.0101771786221516,0.159967821372079,"CHFU","All","code.plant","species"
"876",-0.315967961133952,-0.228451009600829,-0.212293497886011,0.068134239221177,-0.148303096386046,0.227757092991144,-0.106536046408378,-0.206936734620253,-0.0826542569359967,0.0757603890420115,"CHFU","All","code.plant","species"
"877",-0.253198428290767,-0.167232694779994,-0.0339636782938875,0.00203555603267302,-0.108539699857869,0.276529011660662,-0.0618033251395743,-0.04465097221188,0.117129597179285,-0.181439076044752,"CHFU","All","code.plant","species"
"878",-0.233680826988445,-0.0816735930588139,0.119751383446595,0.127977239798641,-0.0958338586733442,0.335203301577748,-0.0538369808303004,-0.0252730604323618,0.180383016156768,0.0187345361872293,"CHFU","All","code.plant","species"
"879",-0.250923204522424,-0.145864713736179,-0.0217921774233119,-0.175937732672587,-0.17841406806508,0.0957108588927222,-0.0511937846332855,0.00586780478965276,-0.00947435057799073,-0.107751393467882,"CHFU","All","code.plant","species"
"880",-0.12063759325576,0.0550173230953981,-0.114093458782118,-0.114428773201453,-0.148323621588976,0.199181775896285,-0.00672084280013874,-0.0578711824904402,-0.0179799446732202,-0.107428195870599,"CHFU","All","code.plant","species"
"881",-0.0926090851131693,-0.130529823132584,-0.107332568897832,-0.186376084458165,0.0897903344178594,0.239724570347747,-0.1334130255057,-0.00598126233016194,-0.0930254078217806,0.108958633076527,"CHFU","All","code.plant","species"
"882",-0.139326391164398,-0.0775340077578743,-0.133412456902344,-0.0282942222931144,-0.20917574022585,0.195905735520558,0.00113306682734526,-0.069909028054438,-0.168737215650067,-0.0483707913799573,"CHFU","All","code.plant","species"
"883",-0.138975884986619,-0.0507441716768747,-0.0614010455011622,-0.094229601200955,0.0745116872323575,0.220639525663968,-0.213680723356953,-0.284275600797186,0.0357675673356854,0.0067925542854872,"CHFU","All","code.plant","species"
"884",-0.188526556657464,0.0219380671832259,-0.141654685496566,0.0426814625887879,-0.123079925571977,0.0260145283141002,-0.305563042104229,-0.173262350099677,-0.0436410788107758,0.00560617646831174,"CHFU","All","code.plant","species"
"885",-0.106787203978541,-0.105924657005199,0.0837323052576266,-0.12324110167775,0.0188765487886442,0.285489417316444,0.00912314721911534,-0.251035820677722,0.023508566446063,0.154933082543868,"CHFU","All","code.plant","species"
"886",-0.1444203130536,-0.0495647432433253,-0.256438262930808,-0.0805248505250918,-0.056613164899822,0.284455003450301,-0.183784661191231,-0.253204314325862,0.0424817212456881,0.250953376883175,"CHFU","All","code.plant","species"
"887",-0.147712258004921,-0.0392017707091474,0.0286445051389048,-0.243203099123668,-0.14150018093701,0.327526129131492,0.0114901792988951,-0.24335614242523,0.0215539777788099,-0.0397720903981786,"CHFU","All","code.plant","species"
"888",-0.305133405162918,0.00674223851067968,-0.0462859937064599,-0.0993327208556685,-0.0177561938251032,0.25811199652034,-0.0250935330702818,-0.221267754436876,-0.0371804779718561,-0.114028243502607,"CHFU","All","code.plant","species"
"889",-0.0873921204725108,-0.108841339074882,0.185472665639975,-0.0257162779838834,-0.171835326426694,0.159764022152393,0.0647257295351484,-0.209366018349527,0.0785972087083779,0.0330890016122518,"CHFU","All","code.plant","species"
"890",-0.135761527598089,-0.23829017749188,0.0315950274395955,-0.0990760163375559,0.100765774859553,0.225360997795443,-0.110243578480878,-0.188052264393755,-0.156760733266357,0.0458358455189598,"CHFU","All","code.plant","species"
"891",-0.0877390910330906,-0.0708861126917476,-0.0583571615925309,-0.0554345368219361,-0.180062946823644,0.213813770696476,-0.0032678098969432,0.051234987190558,0.247217829919511,-0.00390545348441718,"CHFU","All","code.plant","species"
"892",-0.210384698780847,-0.0177685706530623,-0.0743984756030476,-0.149142860622318,-0.000926573696587996,0.271318050364822,0.0800888066323282,-0.270201570092408,-0.048145499348562,-0.0843257243396549,"CHFU","All","code.plant","species"
"893",-0.141675194707568,0.252974354617304,-0.105661506767418,0.108933276605387,-0.144292408913468,0.158462948941091,-0.121329176982942,-0.0376346425853922,0.0141733961810859,0.053334533165976,"CHFU","All","code.plant","species"
"894",-0.243447752753322,-0.0204020119156726,-0.0592237925571928,-0.210013648142519,0.0933874928080265,0.144976420215266,-0.213411048004275,-0.0685581787058861,0.0740462607061163,0.110331021579266,"CHFU","All","code.plant","species"
"895",-0.115264291712153,-0.135886213769314,-0.121363160250264,-0.106318750293619,0.028647142514445,0.27825623375102,-0.147813541688372,-0.23014171897658,0.0481913314170996,-0.0172555054890041,"CHFU","All","code.plant","species"
"896",-0.261058596302926,0.0406893991168122,0.00172820666119611,-0.0939082967749237,0.0153888876709376,0.289743474813071,-0.0623465549535797,-0.268573964349644,0.174272532794411,0.150918109707409,"CHFU","All","code.plant","species"
"897",-0.173701363356398,0.131120302740093,-0.0351362368255193,-0.133079789308737,0.0805451943706124,0.305657250891719,0.115279068989122,-0.208773444074733,0.052215244651135,0.128228349776597,"CHFU","All","code.plant","species"
"898",-0.076410585992625,-0.0485041139062826,-0.172640582601211,0.0335113930023885,-0.203266642175116,0.172199563854064,-0.157576233794121,-0.0100478770130984,-0.0900242804581528,0.0497745183301619,"CHFU","All","code.plant","species"
"899",-0.125311325933852,-0.00898606577982941,-0.232334094258461,0.104116824292739,-0.133789433722649,0.271111672692818,-0.0268031833797472,-0.0853131763045332,0.23484870171886,0.0946884213771033,"CHFU","All","code.plant","species"
"900",-0.160082696775255,0.00666708376466074,0.00107529575363774,-0.0761667596813006,-0.167009396654261,0.182860963611293,-0.117577087037944,-0.158787673949545,-0.149762056769615,0.170155481459324,"CHFU","All","code.plant","species"
"901",-0.289796383355706,-0.12022452135512,0.125577108203778,-0.151527769488323,-0.123449398699843,0.0152498483480858,-0.119010612116201,-0.140441406783742,0.103670015578458,0.0525421859395285,"CHFU","All","code.plant","species"
"902",-0.172466282423889,-0.0224383577063938,0.051976647977952,0.0326835179095355,-0.0949879029980873,0.173832468056164,-0.000313662502701373,-0.1673642658564,-0.0347782042918319,0.160304400630414,"CHFU","All","code.plant","species"
"903",-0.165212948919825,0.114822931886803,-0.0268963289459551,-0.0339534252140822,-0.0519607452430131,0.134580462387916,-0.0250935451712496,-0.415813394172495,0.0479386569058928,-0.113453301794035,"CHFU","All","code.plant","species"
"904",-0.148159652114954,-0.032327419483823,-0.212699879852474,-0.0253256738241503,-0.0838026938080316,0.208186353831616,0.143385356783239,-0.153544034501754,-0.0542207361618028,0.0108720598075922,"CHFU","All","code.plant","species"
