"","alpha_hat_ij_Forb","focal","year","complexity.plant","complexity.animal"
"1016",-0.418476205506005,"CHFU","All","class","group"
"1017",-0.361641080803727,"CHFU","All","class","group"
"1018",-0.335499673290228,"CHFU","All","class","group"
"1019",-0.290939801268095,"CHFU","All","class","group"
"1020",-0.365792193235905,"CHFU","All","class","group"
"1021",-0.343258962323758,"CHFU","All","class","group"
"1022",-0.351501802157147,"CHFU","All","class","group"
"1023",-0.288096743488048,"CHFU","All","class","group"
"1024",-0.435566469770346,"CHFU","All","class","group"
"1025",-0.383372800270251,"CHFU","All","class","group"
"1026",-0.286568316767149,"CHFU","All","class","group"
"1027",-0.433585909464957,"CHFU","All","class","group"
"1028",-0.342299866039303,"CHFU","All","class","group"
"1029",-0.407175139166759,"CHFU","All","class","group"
"1030",-0.403551932440828,"CHFU","All","class","group"
"1031",-0.367833323934308,"CHFU","All","class","group"
"1032",-0.207396916589322,"CHFU","All","class","group"
"1033",-0.338998437185823,"CHFU","All","class","group"
"1034",-0.400300137149252,"CHFU","All","class","group"
"1035",-0.38225487140416,"CHFU","All","class","group"
"1036",-0.385875962495943,"CHFU","All","class","group"
"1037",-0.530070073663063,"CHFU","All","class","group"
"1038",-0.433740161701739,"CHFU","All","class","group"
"1039",-0.339279383521606,"CHFU","All","class","group"
"1040",-0.24126859368604,"CHFU","All","class","group"
"1041",-0.341192122997004,"CHFU","All","class","group"
"1042",-0.317097212627834,"CHFU","All","class","group"
"1043",-0.240586393347133,"CHFU","All","class","group"
"1044",-0.326315073854943,"CHFU","All","class","group"
"1045",-0.388728645101083,"CHFU","All","class","group"
"1046",-0.33019725077528,"CHFU","All","class","group"
"1047",-0.372920434021068,"CHFU","All","class","group"
"1048",-0.340538773880019,"CHFU","All","class","group"
"1049",-0.265539601538665,"CHFU","All","class","group"
"1050",-0.359728419090216,"CHFU","All","class","group"
"1051",-0.356527734717423,"CHFU","All","class","group"
"1052",-0.500574426041223,"CHFU","All","class","group"
"1053",-0.471354915278127,"CHFU","All","class","group"
"1054",-0.378159227586065,"CHFU","All","class","group"
"1055",-0.271850233560088,"CHFU","All","class","group"
"1056",-0.364897189089129,"CHFU","All","class","group"
"1057",-0.287654659287567,"CHFU","All","class","group"
"1058",-0.292771141912912,"CHFU","All","class","group"
"1059",-0.350520225349531,"CHFU","All","class","group"
"1060",-0.373051050744028,"CHFU","All","class","group"
"1061",-0.379488661446013,"CHFU","All","class","group"
"1062",-0.36447190494104,"CHFU","All","class","group"
"1063",-0.421067127036688,"CHFU","All","class","group"
"1064",-0.250369905152458,"CHFU","All","class","group"
"1065",-0.327378521670719,"CHFU","All","class","group"
"1066",-0.467752811268988,"CHFU","All","class","group"
"1067",-0.32125689509747,"CHFU","All","class","group"
"1068",-0.447328883290923,"CHFU","All","class","group"
"1069",-0.316326850629531,"CHFU","All","class","group"
"1070",-0.288499507433415,"CHFU","All","class","group"
"1071",-0.33578169394438,"CHFU","All","class","group"
"1072",-0.36065695883678,"CHFU","All","class","group"
"1073",-0.380442605236102,"CHFU","All","class","group"
"1074",-0.251702546214446,"CHFU","All","class","group"
"1075",-0.365895377582393,"CHFU","All","class","group"
"1076",-0.288220977455594,"CHFU","All","class","group"
"1077",-0.358041172989233,"CHFU","All","class","group"
"1078",-0.343327220617451,"CHFU","All","class","group"
"1079",-0.456203230187092,"CHFU","All","class","group"
"1080",-0.213889253197304,"CHFU","All","class","group"
"1081",-0.30612087950072,"CHFU","All","class","group"
"1082",-0.206866292688928,"CHFU","All","class","group"
"1083",-0.383872194791048,"CHFU","All","class","group"
"1084",-0.452770128322276,"CHFU","All","class","group"
"1085",-0.322802156436589,"CHFU","All","class","group"
"1086",-0.335337270396516,"CHFU","All","class","group"
"1087",-0.388603012297926,"CHFU","All","class","group"
"1088",-0.402739351543118,"CHFU","All","class","group"
"1089",-0.313358048155385,"CHFU","All","class","group"
"1090",-0.315384474727305,"CHFU","All","class","group"
"1091",-0.339854657366404,"CHFU","All","class","group"
"1092",-0.259192980147818,"CHFU","All","class","group"
"1093",-0.366399440034533,"CHFU","All","class","group"
"1094",-0.377745909424931,"CHFU","All","class","group"
"1095",-0.292363440410373,"CHFU","All","class","group"
"1096",-0.268890923600058,"CHFU","All","class","group"
"1097",-0.401001490786145,"CHFU","All","class","group"
"1098",-0.292059651124605,"CHFU","All","class","group"
"1099",-0.33665206394483,"CHFU","All","class","group"
"1100",-0.404994821222657,"CHFU","All","class","group"
"1101",-0.350918764883524,"CHFU","All","class","group"
"1102",-0.368758073627112,"CHFU","All","class","group"
"1103",-0.323220261990789,"CHFU","All","class","group"
"1104",-0.38499607623252,"CHFU","All","class","group"
"1105",-0.256144411750719,"CHFU","All","class","group"
"1106",-0.195001777172423,"CHFU","All","class","group"
"1107",-0.355042493307413,"CHFU","All","class","group"
"1108",-0.356406843488309,"CHFU","All","class","group"
"1109",-0.339862983159522,"CHFU","All","class","group"
"1110",-0.381895524589776,"CHFU","All","class","group"
"1111",-0.443085299834878,"CHFU","All","class","group"
"1112",-0.369581705642985,"CHFU","All","class","group"
"1113",-0.283796203712217,"CHFU","All","class","group"
"1114",-0.305667312670673,"CHFU","All","class","group"
"1115",-0.274491504534166,"CHFU","All","class","group"
"1116",-0.306855616095315,"CHFU","All","class","group"
"1117",-0.301695642018635,"CHFU","All","class","group"
"1118",-0.346127258030937,"CHFU","All","class","group"
"1119",-0.365771413627845,"CHFU","All","class","group"
"1120",-0.516835433469926,"CHFU","All","class","group"
"1121",-0.222586167720786,"CHFU","All","class","group"
"1122",-0.322658570029302,"CHFU","All","class","group"
"1123",-0.423498678089266,"CHFU","All","class","group"
"1124",-0.258113136081068,"CHFU","All","class","group"
"1125",-0.39607036966893,"CHFU","All","class","group"
"1126",-0.320013163580079,"CHFU","All","class","group"
"1127",-0.353758717758703,"CHFU","All","class","group"
"1128",-0.30833855918779,"CHFU","All","class","group"
"1129",-0.279069972272976,"CHFU","All","class","group"
"1130",-0.315208842762355,"CHFU","All","class","group"
"1131",-0.339607262674327,"CHFU","All","class","group"
"1132",-0.330390044272138,"CHFU","All","class","group"
"1133",-0.517731562992747,"CHFU","All","class","group"
"1134",-0.254990463667401,"CHFU","All","class","group"
"1135",-0.355925155056544,"CHFU","All","class","group"
"1136",-0.292713277194435,"CHFU","All","class","group"
"1137",-0.254554504775604,"CHFU","All","class","group"
"1138",-0.31832745545383,"CHFU","All","class","group"
"1139",-0.329566171848227,"CHFU","All","class","group"
"1140",-0.388131088517167,"CHFU","All","class","group"
"1141",-0.164136492461548,"CHFU","All","class","group"
"1142",-0.357200281292105,"CHFU","All","class","group"
"1143",-0.421898518289047,"CHFU","All","class","group"
"1144",-0.262285932618903,"CHFU","All","class","group"
"1145",-0.284721417783502,"CHFU","All","class","group"
"1146",-0.300060281401509,"CHFU","All","class","group"
"1147",-0.337798832074338,"CHFU","All","class","group"
"1148",-0.440163672070651,"CHFU","All","class","group"
"1149",-0.247880257912841,"CHFU","All","class","group"
"1150",-0.38660218323826,"CHFU","All","class","group"
"1151",-0.308512851038833,"CHFU","All","class","group"
"1152",-0.350418478775462,"CHFU","All","class","group"
"1153",-0.26758824711711,"CHFU","All","class","group"
"1154",-0.303233050139159,"CHFU","All","class","group"
"1155",-0.311792756722944,"CHFU","All","class","group"
"1156",-0.257524914135126,"CHFU","All","class","group"
"1157",-0.268222529178923,"CHFU","All","class","group"
"1158",-0.34386093596982,"CHFU","All","class","group"
"1159",-0.300479758294035,"CHFU","All","class","group"
"1160",-0.305154300349021,"CHFU","All","class","group"
"1161",-0.289684635886543,"CHFU","All","class","group"
"1162",-0.404681264454887,"CHFU","All","class","group"
"1163",-0.247887817457069,"CHFU","All","class","group"
"1164",-0.309373152869899,"CHFU","All","class","group"
"1165",-0.366414662534448,"CHFU","All","class","group"
"1166",-0.344402746354602,"CHFU","All","class","group"
"1167",-0.349995303717201,"CHFU","All","class","group"
"1168",-0.267473308071646,"CHFU","All","class","group"
"1169",-0.255424558006833,"CHFU","All","class","group"
"1170",-0.499502423063161,"CHFU","All","class","group"
"1171",-0.362461696021727,"CHFU","All","class","group"
"1172",-0.23878075254382,"CHFU","All","class","group"
"1173",-0.32808572699003,"CHFU","All","class","group"
"1174",-0.387829576236934,"CHFU","All","class","group"
"1175",-0.300600903224933,"CHFU","All","class","group"
"1176",-0.325313182787549,"CHFU","All","class","group"
"1177",-0.368869214956893,"CHFU","All","class","group"
"1178",-0.391950879918026,"CHFU","All","class","group"
"1179",-0.320800825390224,"CHFU","All","class","group"
"1180",-0.381158692370345,"CHFU","All","class","group"
"1181",-0.270981282822351,"CHFU","All","class","group"
"1182",-0.356479867716745,"CHFU","All","class","group"
"1183",-0.374948335956379,"CHFU","All","class","group"
"1184",-0.309152186106547,"CHFU","All","class","group"
"1185",-0.424791603839109,"CHFU","All","class","group"
"1186",-0.275977829781834,"CHFU","All","class","group"
"1187",-0.269526293285751,"CHFU","All","class","group"
"1188",-0.306239132315662,"CHFU","All","class","group"
"1189",-0.397444816063743,"CHFU","All","class","group"
"1190",-0.366587437328871,"CHFU","All","class","group"
"1191",-0.2787921212227,"CHFU","All","class","group"
"1192",-0.378015500287942,"CHFU","All","class","group"
"1193",-0.354373372054361,"CHFU","All","class","group"
"1194",-0.378943928012222,"CHFU","All","class","group"
"1195",-0.493953574621284,"CHFU","All","class","group"
"1196",-0.320314427180165,"CHFU","All","class","group"
"1197",-0.34210354357925,"CHFU","All","class","group"
"1198",-0.197228730089443,"CHFU","All","class","group"
"1199",-0.263909184538705,"CHFU","All","class","group"
"1200",-0.27068405466534,"CHFU","All","class","group"
"1201",-0.426340581985827,"CHFU","All","class","group"
"1202",-0.315020927171427,"CHFU","All","class","group"
"1203",-0.323076275700717,"CHFU","All","class","group"
"1204",-0.30799856129989,"CHFU","All","class","group"
"1205",-0.259061301100194,"CHFU","All","class","group"
"1206",-0.272785559837046,"CHFU","All","class","group"
"1207",-0.334542290158402,"CHFU","All","class","group"
"1208",-0.331659308371384,"CHFU","All","class","group"
"1209",-0.385044619724299,"CHFU","All","class","group"
"1210",-0.343356858329744,"CHFU","All","class","group"
"1211",-0.33506908113341,"CHFU","All","class","group"
"1212",-0.460879432404428,"CHFU","All","class","group"
"1213",-0.405324054734842,"CHFU","All","class","group"
"1214",-0.233760365216161,"CHFU","All","class","group"
"1215",-0.260714868838839,"CHFU","All","class","group"
"1216",-0.288953016675086,"CHFU","All","class","group"
"1217",-0.326427888210516,"CHFU","All","class","group"
"1218",-0.383331590491202,"CHFU","All","class","group"
"1219",-0.417862646783465,"CHFU","All","class","group"
"1220",-0.35034877826552,"CHFU","All","class","group"
"1221",-0.403243300197821,"CHFU","All","class","group"
"1222",-0.415274365347578,"CHFU","All","class","group"
"1223",-0.395335136318164,"CHFU","All","class","group"
"1224",-0.338146907936978,"CHFU","All","class","group"
"1225",-0.452188894043547,"CHFU","All","class","group"
"1226",-0.432843799706485,"CHFU","All","class","group"
"1227",-0.421083697834027,"CHFU","All","class","group"
"1228",-0.252423619854633,"CHFU","All","class","group"
"1229",-0.232425193629169,"CHFU","All","class","group"
"1230",-0.457316194207739,"CHFU","All","class","group"
"1231",-0.372995124335811,"CHFU","All","class","group"
"1232",-0.239470219776651,"CHFU","All","class","group"
"1233",-0.416096042120727,"CHFU","All","class","group"
"1234",-0.157141051596667,"CHFU","All","class","group"
"1235",-0.389292436267064,"CHFU","All","class","group"
"1236",-0.414441412701428,"CHFU","All","class","group"
"1237",-0.239216176859346,"CHFU","All","class","group"
"1238",-0.440443466794079,"CHFU","All","class","group"
"1239",-0.441101369151004,"CHFU","All","class","group"
"1240",-0.429194237925635,"CHFU","All","class","group"
"1241",-0.236306508376696,"CHFU","All","class","group"
"1242",-0.365337189666011,"CHFU","All","class","group"
"1243",-0.258993910028695,"CHFU","All","class","group"
"1244",-0.257374487959355,"CHFU","All","class","group"
"1245",-0.402445511724079,"CHFU","All","class","group"
"1246",-0.236245717689035,"CHFU","All","class","group"
"1247",-0.308701348508341,"CHFU","All","class","group"
"1248",-0.413997887354964,"CHFU","All","class","group"
"1249",-0.355488637736175,"CHFU","All","class","group"
"1250",-0.306826633029343,"CHFU","All","class","group"
"1251",-0.33136092667669,"CHFU","All","class","group"
"1252",-0.417914435372623,"CHFU","All","class","group"
"1253",-0.254027166049598,"CHFU","All","class","group"
"1254",-0.274504697874378,"CHFU","All","class","group"
"1255",-0.437081284275827,"CHFU","All","class","group"
"1256",-0.372455037495352,"CHFU","All","class","group"
"1257",-0.314600716719949,"CHFU","All","class","group"
"1258",-0.428386944111838,"CHFU","All","class","group"
"1259",-0.35470829542261,"CHFU","All","class","group"
"1260",-0.273132587595986,"CHFU","All","class","group"
"1261",-0.331261040691803,"CHFU","All","class","group"
"1262",-0.210377010739155,"CHFU","All","class","group"
"1263",-0.342458456946529,"CHFU","All","class","group"
"1264",-0.404785668073417,"CHFU","All","class","group"
"1265",-0.350194091810801,"CHFU","All","class","group"
"1266",-0.272096054712001,"CHFU","All","class","group"
"1267",-0.342360733697753,"CHFU","All","class","group"
"1268",-0.411494930975807,"CHFU","All","class","group"
"1269",-0.433996815163448,"CHFU","All","class","group"
"1270",-0.345962864309714,"CHFU","All","class","group"
"1271",-0.370389051551761,"CHFU","All","class","group"
"1272",-0.422083243941142,"CHFU","All","class","group"
"1273",-0.366186433447091,"CHFU","All","class","group"
"1274",-0.298817307579555,"CHFU","All","class","group"
"1275",-0.374209118682213,"CHFU","All","class","group"
"1276",-0.354363203899304,"CHFU","All","class","group"
"1277",-0.427654348190819,"CHFU","All","class","group"
"1278",-0.395027279405456,"CHFU","All","class","group"
"1279",-0.332877648566835,"CHFU","All","class","group"
"1280",-0.341568490138559,"CHFU","All","class","group"
"1281",-0.353525971135112,"CHFU","All","class","group"
"1282",-0.368323168272916,"CHFU","All","class","group"
"1283",-0.454938852149563,"CHFU","All","class","group"
"1284",-0.252961493086326,"CHFU","All","class","group"
"1285",-0.195441783989226,"CHFU","All","class","group"
"1286",-0.506652702261724,"CHFU","All","class","group"
"1287",-0.326147548889134,"CHFU","All","class","group"
"1288",-0.321848944364607,"CHFU","All","class","group"
"1289",-0.273557075889433,"CHFU","All","class","group"
"1290",-0.368455459722069,"CHFU","All","class","group"
"1291",-0.329778487814925,"CHFU","All","class","group"
"1292",-0.211565707644964,"CHFU","All","class","group"
"1293",-0.281240675575153,"CHFU","All","class","group"
"1294",-0.39107822720959,"CHFU","All","class","group"
"1295",-0.412630929174705,"CHFU","All","class","group"
"1296",-0.436261572668305,"CHFU","All","class","group"
"1297",-0.33432811222306,"CHFU","All","class","group"
"1298",-0.36070660644922,"CHFU","All","class","group"
"1299",-0.203813620393826,"CHFU","All","class","group"
"1300",-0.326870958900028,"CHFU","All","class","group"
"1301",-0.322371674788745,"CHFU","All","class","group"
"1302",-0.296250696014606,"CHFU","All","class","group"
"1303",-0.494571587133995,"CHFU","All","class","group"
"1304",-0.369253492180789,"CHFU","All","class","group"
"1305",-0.217433284003316,"CHFU","All","class","group"
"1306",-0.300710482065474,"CHFU","All","class","group"
"1307",-0.422577990211599,"CHFU","All","class","group"
"1308",-0.2885036400636,"CHFU","All","class","group"
"1309",-0.381422413707857,"CHFU","All","class","group"
"1310",-0.261020987020297,"CHFU","All","class","group"
"1311",-0.315423879915278,"CHFU","All","class","group"
"1312",-0.345342516082299,"CHFU","All","class","group"
"1313",-0.382121907146752,"CHFU","All","class","group"
"1314",-0.397032541166197,"CHFU","All","class","group"
"1315",-0.37519089086157,"CHFU","All","class","group"
"1316",-0.308479061131337,"CHFU","All","class","group"
"1317",-0.371628097345644,"CHFU","All","class","group"
"1318",-0.418301409744561,"CHFU","All","class","group"
"1319",-0.347858518001816,"CHFU","All","class","group"
"1320",-0.294003704278318,"CHFU","All","class","group"
"1321",-0.256127673786443,"CHFU","All","class","group"
"1322",-0.358772709186047,"CHFU","All","class","group"
"1323",-0.315034252979311,"CHFU","All","class","group"
"1324",-0.404347054812044,"CHFU","All","class","group"
"1325",-0.311017286195128,"CHFU","All","class","group"
"1326",-0.375948638708107,"CHFU","All","class","group"
"1327",-0.364987748506674,"CHFU","All","class","group"
"1328",-0.377493041998431,"CHFU","All","class","group"
"1329",-0.370184817594978,"CHFU","All","class","group"
"1330",-0.447369005693437,"CHFU","All","class","group"
"1331",-0.307021281803475,"CHFU","All","class","group"
"1332",-0.410770986816621,"CHFU","All","class","group"
"1333",-0.326405584964561,"CHFU","All","class","group"
"1334",-0.412096601222811,"CHFU","All","class","group"
"1335",-0.30367933665764,"CHFU","All","class","group"
"1336",-0.254514813535168,"CHFU","All","class","group"
"1337",-0.352054929046455,"CHFU","All","class","group"
"1338",-0.338623886225348,"CHFU","All","class","group"
"1339",-0.569031577091827,"CHFU","All","class","group"
"1340",-0.370184364386696,"CHFU","All","class","group"
"1341",-0.347785615693334,"CHFU","All","class","group"
"1342",-0.437759747525715,"CHFU","All","class","group"
"1343",-0.275683350951079,"CHFU","All","class","group"
"1344",-0.300841494216775,"CHFU","All","class","group"
"1345",-0.401830463846906,"CHFU","All","class","group"
"1346",-0.31700343485538,"CHFU","All","class","group"
"1347",-0.282610002814655,"CHFU","All","class","group"
"1348",-0.274798861038028,"CHFU","All","class","group"
"1349",-0.348710362567236,"CHFU","All","class","group"
"1350",-0.380347480942949,"CHFU","All","class","group"
"1351",-0.335782985121999,"CHFU","All","class","group"
"1352",-0.317258622748206,"CHFU","All","class","group"
"1353",-0.420891204690264,"CHFU","All","class","group"
"1354",-0.431770199807223,"CHFU","All","class","group"
"1355",-0.463350103179322,"CHFU","All","class","group"
"1356",-0.324121685923258,"CHFU","All","class","group"
"1357",-0.348475281168777,"CHFU","All","class","group"
"1358",-0.309258436121876,"CHFU","All","class","group"
"1359",-0.220271410810405,"CHFU","All","class","group"
"1360",-0.243107451916792,"CHFU","All","class","group"
"1361",-0.469548713754671,"CHFU","All","class","group"
"1362",-0.201269999712861,"CHFU","All","class","group"
"1363",-0.3095882928557,"CHFU","All","class","group"
"1364",-0.443801271685232,"CHFU","All","class","group"
"1365",-0.268300150077412,"CHFU","All","class","group"
"1366",-0.302506540565927,"CHFU","All","class","group"
"1367",-0.422601379816239,"CHFU","All","class","group"
"1368",-0.362166433704783,"CHFU","All","class","group"
"1369",-0.420255358506196,"CHFU","All","class","group"
"1370",-0.354165041911038,"CHFU","All","class","group"
"1371",-0.397191753374634,"CHFU","All","class","group"
"1372",-0.491714836094476,"CHFU","All","class","group"
"1373",-0.385862545628104,"CHFU","All","class","group"
"1374",-0.309406806141964,"CHFU","All","class","group"
"1375",-0.248571284174527,"CHFU","All","class","group"
"1376",-0.259586592629686,"CHFU","All","class","group"
"1377",-0.360306425706242,"CHFU","All","class","group"
"1378",-0.311504194411262,"CHFU","All","class","group"
"1379",-0.305536118893759,"CHFU","All","class","group"
"1380",-0.297160723566015,"CHFU","All","class","group"
"1381",-0.278034931202698,"CHFU","All","class","group"
"1382",-0.352620352942378,"CHFU","All","class","group"
"1383",-0.341241977261737,"CHFU","All","class","group"
"1384",-0.289576962999124,"CHFU","All","class","group"
"1385",-0.382048314687075,"CHFU","All","class","group"
"1386",-0.355488860665722,"CHFU","All","class","group"
"1387",-0.356986722400228,"CHFU","All","class","group"
"1388",-0.409550202059974,"CHFU","All","class","group"
"1389",-0.420234119243759,"CHFU","All","class","group"
"1390",-0.298513139994723,"CHFU","All","class","group"
"1391",-0.383896924173162,"CHFU","All","class","group"
"1392",-0.340864516701268,"CHFU","All","class","group"
"1393",-0.358243216703406,"CHFU","All","class","group"
"1394",-0.406183414828233,"CHFU","All","class","group"
"1395",-0.297420245157825,"CHFU","All","class","group"
"1396",-0.27079620840673,"CHFU","All","class","group"
"1397",-0.469012144967567,"CHFU","All","class","group"
"1398",-0.221892923733656,"CHFU","All","class","group"
"1399",-0.403088009583372,"CHFU","All","class","group"
"1400",-0.425923339000103,"CHFU","All","class","group"
"1401",-0.285235603743646,"CHFU","All","class","group"
"1402",-0.387232335983023,"CHFU","All","class","group"
"1403",-0.408915240190986,"CHFU","All","class","group"
"1404",-0.333140516300585,"CHFU","All","class","group"
"1405",-0.283897963798912,"CHFU","All","class","group"
"1406",-0.330609463801707,"CHFU","All","class","group"
"1407",-0.334196608366107,"CHFU","All","class","group"
"1408",-0.350007877640842,"CHFU","All","class","group"
"1409",-0.322121178252297,"CHFU","All","class","group"
"1410",-0.188300598477883,"CHFU","All","class","group"
"1411",-0.427068878187591,"CHFU","All","class","group"
"1412",-0.337869497435262,"CHFU","All","class","group"
"1413",-0.256383858537189,"CHFU","All","class","group"
"1414",-0.275667033504675,"CHFU","All","class","group"
"1415",-0.358775685226848,"CHFU","All","class","group"
"1416",-0.320240148365106,"CHFU","All","class","group"
"1417",-0.318305983784749,"CHFU","All","class","group"
"1418",-0.252934382903389,"CHFU","All","class","group"
"1419",-0.443720035329525,"CHFU","All","class","group"
"1420",-0.417190268213551,"CHFU","All","class","group"
"1421",-0.235258049573558,"CHFU","All","class","group"
"1422",-0.295081823736915,"CHFU","All","class","group"
"1423",-0.264940103226311,"CHFU","All","class","group"
"1424",-0.328670469141768,"CHFU","All","class","group"
"1425",-0.283950935216901,"CHFU","All","class","group"
"1426",-0.357088771691694,"CHFU","All","class","group"
"1427",-0.273772379351878,"CHFU","All","class","group"
"1428",-0.179711496900669,"CHFU","All","class","group"
"1429",-0.379687772441343,"CHFU","All","class","group"
"1430",-0.42881894580125,"CHFU","All","class","group"
"1431",-0.394379955162864,"CHFU","All","class","group"
"1432",-0.332444756250324,"CHFU","All","class","group"
"1433",-0.413602310883256,"CHFU","All","class","group"
"1434",-0.283395290101973,"CHFU","All","class","group"
"1435",-0.477434369987417,"CHFU","All","class","group"
"1436",-0.375085410514659,"CHFU","All","class","group"
"1437",-0.313071709218765,"CHFU","All","class","group"
"1438",-0.395111204744978,"CHFU","All","class","group"
"1439",-0.338680332851002,"CHFU","All","class","group"
"1440",-0.350600349217661,"CHFU","All","class","group"
"1441",-0.413134188742188,"CHFU","All","class","group"
"1442",-0.229199591663418,"CHFU","All","class","group"
"1443",-0.457460846150663,"CHFU","All","class","group"
"1444",-0.355756538327881,"CHFU","All","class","group"
"1445",-0.367434573334919,"CHFU","All","class","group"
"1446",-0.301684753147312,"CHFU","All","class","group"
"1447",-0.34185208819989,"CHFU","All","class","group"
"1448",-0.373571703500767,"CHFU","All","class","group"
"1449",-0.390568695315993,"CHFU","All","class","group"
"1450",-0.407664720608831,"CHFU","All","class","group"
"1451",-0.354009196126489,"CHFU","All","class","group"
"1452",-0.288246934190183,"CHFU","All","class","group"
"1453",-0.301450700821165,"CHFU","All","class","group"
"1454",-0.451452883500315,"CHFU","All","class","group"
"1455",-0.342682702250561,"CHFU","All","class","group"
"1456",-0.3401771848389,"CHFU","All","class","group"
"1457",-0.292656457330761,"CHFU","All","class","group"
"1458",-0.258921689853686,"CHFU","All","class","group"
"1459",-0.364907539330697,"CHFU","All","class","group"
"1460",-0.336637950015582,"CHFU","All","class","group"
"1461",-0.258509592636582,"CHFU","All","class","group"
"1462",-0.331915812460366,"CHFU","All","class","group"
"1463",-0.35855773894028,"CHFU","All","class","group"
"1464",-0.438470325081778,"CHFU","All","class","group"
"1465",-0.364830525768039,"CHFU","All","class","group"
"1466",-0.210222175809863,"CHFU","All","class","group"
"1467",-0.409632896422967,"CHFU","All","class","group"
"1468",-0.282220262513145,"CHFU","All","class","group"
"1469",-0.328364316317074,"CHFU","All","class","group"
"1470",-0.368908138027899,"CHFU","All","class","group"
"1471",-0.35404406194859,"CHFU","All","class","group"
"1472",-0.236791052954242,"CHFU","All","class","group"
"1473",-0.33540651288256,"CHFU","All","class","group"
"1474",-0.262535700897141,"CHFU","All","class","group"
"1475",-0.317527518203338,"CHFU","All","class","group"
"1476",-0.324251123965734,"CHFU","All","class","group"
"1477",-0.291407066501868,"CHFU","All","class","group"
"1478",-0.251520145423097,"CHFU","All","class","group"
"1479",-0.314831349499507,"CHFU","All","class","group"
"1480",-0.277105726509209,"CHFU","All","class","group"
"1481",-0.357090142877383,"CHFU","All","class","group"
"1482",-0.383253414299847,"CHFU","All","class","group"
"1483",-0.372994016351975,"CHFU","All","class","group"
"1484",-0.248708126810211,"CHFU","All","class","group"
"1485",-0.440262114312558,"CHFU","All","class","group"
"1486",-0.228146841874995,"CHFU","All","class","group"
"1487",-0.409248338641113,"CHFU","All","class","group"
"1488",-0.425591204884687,"CHFU","All","class","group"
"1489",-0.427427079316549,"CHFU","All","class","group"
"1490",-0.407757554606631,"CHFU","All","class","group"
"1491",-0.380397016273782,"CHFU","All","class","group"
"1492",-0.335139792520348,"CHFU","All","class","group"
"1493",-0.408832888748634,"CHFU","All","class","group"
"1494",-0.227740434623129,"CHFU","All","class","group"
"1495",-0.356432866370832,"CHFU","All","class","group"
"1496",-0.338075495919114,"CHFU","All","class","group"
"1497",-0.24878917168096,"CHFU","All","class","group"
"1498",-0.420469978661044,"CHFU","All","class","group"
"1499",-0.308762730419775,"CHFU","All","class","group"
"1500",-0.273888092529811,"CHFU","All","class","group"
"1501",-0.341383390888984,"CHFU","All","class","group"
"1502",-0.297710441881841,"CHFU","All","class","group"
"1503",-0.446318260906656,"CHFU","All","class","group"
"1504",-0.313078186924606,"CHFU","All","class","group"
"1505",-0.420054196911863,"CHFU","All","class","group"
"1506",-0.326282906391821,"CHFU","All","class","group"
"1507",-0.301581210472811,"CHFU","All","class","group"
"1508",-0.25322865464882,"CHFU","All","class","group"
"1509",-0.309479108259149,"CHFU","All","class","group"
"1510",-0.449656214967913,"CHFU","All","class","group"
"1511",-0.377984682786328,"CHFU","All","class","group"
"1512",-0.374837776396543,"CHFU","All","class","group"
"1513",-0.40671709858771,"CHFU","All","class","group"
"1514",-0.406365588836368,"CHFU","All","class","group"
"1515",-0.384844669318758,"CHFU","All","class","group"
"1516",-0.240316321282269,"CHFU","All","class","group"
"1517",-0.123739540980622,"CHFU","All","class","group"
"1518",-0.297855276221046,"CHFU","All","class","group"
"1519",-0.432181875248301,"CHFU","All","class","group"
"1520",-0.294558288313751,"CHFU","All","class","group"
"1521",-0.348835986966569,"CHFU","All","class","group"
"1522",-0.361950634558699,"CHFU","All","class","group"
"1523",-0.317642295402742,"CHFU","All","class","group"
"1524",-0.283540141929219,"CHFU","All","class","group"
"1525",-0.269074837649183,"CHFU","All","class","group"
"1526",-0.370863969193371,"CHFU","All","class","group"
"1527",-0.458124354343404,"CHFU","All","class","group"
"1528",-0.36381818543224,"CHFU","All","class","group"
"1529",-0.316692877134547,"CHFU","All","class","group"
"1530",-0.369716631145973,"CHFU","All","class","group"
"1531",-0.327110499738928,"CHFU","All","class","group"
"1532",-0.347367093262461,"CHFU","All","class","group"
"1533",-0.300849076920601,"CHFU","All","class","group"
"1534",-0.324983220258246,"CHFU","All","class","group"
"1535",-0.411425579402876,"CHFU","All","class","group"
"1536",-0.282090413452835,"CHFU","All","class","group"
"1537",-0.441961651020295,"CHFU","All","class","group"
"1538",-0.361571549127083,"CHFU","All","class","group"
"1539",-0.287872133298059,"CHFU","All","class","group"
"1540",-0.394534577334888,"CHFU","All","class","group"
"1541",-0.283795777688615,"CHFU","All","class","group"
"1542",-0.334701440498687,"CHFU","All","class","group"
"1543",-0.37107297183119,"CHFU","All","class","group"
"1544",-0.290807249408039,"CHFU","All","class","group"
"1545",-0.390965733267584,"CHFU","All","class","group"
"1546",-0.250070476582512,"CHFU","All","class","group"
"1547",-0.327941334932006,"CHFU","All","class","group"
"1548",-0.383606393072209,"CHFU","All","class","group"
"1549",-0.306596587545847,"CHFU","All","class","group"
"1550",-0.446622479408173,"CHFU","All","class","group"
"1551",-0.417146080433583,"CHFU","All","class","group"
"1552",-0.281491791029643,"CHFU","All","class","group"
