plot,subplot,focal,fruit,chfu,scla,lema,cete,soas,pain,anar,poma,spru,homa,bema,chmi,meel,mepo,mesu,plco,pomo,saso,susp,day,month,year,comments,achi,arte,NewGrass,pupa,observers
3,A2,HOMA,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,A2,LEMA,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,A3,LEMA,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,A3,SCLA,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,A4,HOMA,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,A5,CHMI,3,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,A5,HOMA,2,0,15,1,5,0,1,0,0,0,12,0,0,0,0,0,0,0,7,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,A5,LEMA,1,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,A5,SCLA,1,0,0,2,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,A6,HOMA,3,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,A6,LEMA,2,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,A6,SCLA,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,B1,BEMA,26,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,B1,LEMA,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,B2,BEMA,7,0,0,11,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,B2,HOMA,2,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,B2,LEMA,1,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,B3,HOMA,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,B3,LEMA,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,B4,HOMA,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,B4,LEMA,1,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,B4,SCLA,1,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,B5,HOMA,1,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,B5,LEMA,1,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,B5,SCLA,1,0,2,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,B6,CHFU,3,2,0,1,5,0,0,0,0,0,5,0,0,0,0,0,1,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,B6,CHFU,6,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,B6,HOMA,1,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,B6,LEMA,1,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NA,9,4,2021,second of the plot,0,0,0,0,"Lisa-David, Oscar-Elena"
3,B6,LEMA,1,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,B6,SCLA,1,0,0,2,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,C1,BEMA,10,0,0,1,3,1,0,0,0,0,7,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,C1,CHMI,1,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,C1,HOMA,1,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,C1,SCLA,7,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,C1,SOAS,4,0,0,1,3,0,0,0,0,0,7,1,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,C2,HOMA,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,C2,LEMA,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,C3,BEMA,4,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,C3,CHFU,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,C3,HOMA,1,0,0,1,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,C3,LEMA,1,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,C4,HOMA,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,C4,LEMA,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,C4,SCLA,2,0,0,5,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,C5,BEMA,13,0,0,3,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,C5,CHFU,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,C5,HOMA,1,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,C5,LEMA,1,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,C6,HOMA,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,C6,LEMA,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,C6,SCLA,1,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,D1,CHMI,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,D1,CHMI,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,D1,HOMA,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,D2,HOMA,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,D2,LEMA,1,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,D3,CHFU,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,D3,HOMA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,D3,LEMA,1,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,D3,SCLA,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,D4,HOMA,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,D4,LEMA,1,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,D5,BEMA,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,D5,HOMA,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,D5,SCLA,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,D6,HOMA,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,D6,LEMA,2,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,D6,SCLA,1,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,E1,HOMA,1,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,E1,LEMA,2,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,E2,BEMA,3,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,E2,LEMA,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,E3,HOMA,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,E3,LEMA,1,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,E3,SCLA,1,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,9,4,2021,second of the plot,0,0,0,0,"Lisa-David, Oscar-Elena"
3,E4,HOMA,2,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,E4,LEMA,1,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,E4,SCLA,1,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,E5,HOMA,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,E5,LEMA,5,0,0,5,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,E5,SCLA,1,0,0,3,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,E6,HOMA,1,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,E6,LEMA,3,0,0,7,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,E6,SCLA,1,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,F1,BEMA,12,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,F1,HOMA,3,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,F1,LEMA,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,F1,SOAS,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,F2,HOMA,1,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,F2,LEMA,1,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,F3,BEMA,7,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,F3,HOMA,2,0,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,F3,LEMA,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,F3,SCLA,1,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,F4,HOMA,2,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,F4,LEMA,2,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,F4,SCLA,1,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,F5,CHFU,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,F5,CHFU,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,F5,HOMA,1,0,1,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,F5,LEMA,2,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,F5,SCLA,1,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,F6,BEMA,4,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,F6,BEMA,12,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,F6,HOMA,1,0,0,7,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,F6,LEMA,4,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
3,F6,SCLA,1,0,0,6,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,A1,BEMA,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,A1,HOMA,2,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,A1,LEMA,7,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,A1,SOAS,32,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,A2,BEMA,5,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,A2,HOMA,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,A2,LEMA,6,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,A2,SOAS,26,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,A3,HOMA,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,A3,LEMA,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,A4,BEMA,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,A4,HOMA,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,A4,LEMA,12,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,A4,SOAS,22,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,A5,BEMA,12,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,A5,HOMA,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,A5,LEMA,3,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,A5,SOAS,13,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,A6,BEMA,6,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,A6,HOMA,2,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,A6,LEMA,7,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,B1,HOMA,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,B1,LEMA,11,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,B3,HOMA,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,B3,SOAS,7,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,B4,BEMA,6,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,B4,HOMA,2,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,B4,LEMA,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,B4,SOAS,5,0,0,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,B5,BEMA,16,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,B5,HOMA,1,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,B5,LEMA,2,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,B6,BEMA,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,B6,CHFU,7,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,B6,HOMA,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,B6,SOAS,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,C1,HOMA,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,C1,LEMA,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,C1,SOAS,11,0,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,C2,BEMA,7,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,C2,HOMA,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,C2,LEMA,10,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,C2,SOAS,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,C3,LEMA,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,C4,HOMA,2,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,C4,LEMA,7,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,C4,SOAS,21,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,C5,BEMA,11,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,C5,HOMA,2,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,C5,LEMA,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,C5,SOAS,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,C6,BEMA,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,C6,HOMA,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,9,4,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
