"","day","month","year","plot","subplot","focal","fruit","BEMA","CHFU","CHMI","CETE","HOMA","LEMA","PAIN","PLCO","POMA","POMO","PUPA","SASO","SCLA","SPRU","MESU","MEEL","SOAS","FRPU","SUSP","COSQ","CRCR","DA","LYTR","MEPO","RAPE","seed","ANAR","ACHI","comments","ARTE","NEWGRASS","observers","Amaranthaceae","Asteraceae","Brassicaceae","Caryophyllaceae","Convolvulaceae","Fabaceae","Frankeniaceae","Gentianaceae","Lythraceae","Plantaginaceae","Poaceae","Primulacea","Ranunculuc","Forb","Grass","abundant","rare"
"3419",2,4,2016,3,"E5","BEMA",15,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,"0",0,0,"0",1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1
"3420",21,4,2016,3,"E5","HOMA",3,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,"0",0,0,"0",0,10,0,0,0,0,0,0,0,0,4,0,0,10,4,14,0
"3421",2,4,2016,3,"E5","LEMA",1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,"0",0,0,"0",0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0
"3422",21,4,2016,3,"E5","MESU",90,1,0,0,0,6,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,"0",0,0,"0",1,3,0,0,0,0,0,0,0,4,6,0,0,8,6,9,5
"3423",7,6,2016,3,"E5","PAIN",14,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,"0",0,0,"0",2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2
"3424",21,4,2016,3,"E5","PLCO",4,0,0,0,0,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,"0",0,0,"0",0,7,0,0,0,0,0,0,0,0,6,0,0,7,6,13,0
"3425",7,6,2016,3,"E5","PUPA",18,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,"0",0,0,"0",0,4,0,0,0,0,0,0,0,0,4,0,0,4,4,6,2
"3426",28,8,2016,3,"E5","SASO",28,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,"0",0,0,"0",2,0,0,0,0,0,0,0,0,0,5,0,0,2,5,7,0
"3427",2,4,2016,3,"E5","SCLA",1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,"0",0,0,"0",0,4,0,0,0,0,0,0,0,1,1,0,0,5,1,5,1
"3428",2,4,2016,3,"E6","BEMA",12,0,0,0,0,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,"0",0,0,"0",0,2,0,0,0,0,0,0,0,2,7,0,0,4,7,9,2
"3429",21,4,2016,3,"E6","HOMA",1,0,0,0,0,11,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,"0",0,0,"0",0,2,0,0,0,1,0,0,0,3,11,0,0,6,11,13,4
"3430",2,4,2016,3,"E6","LEMA",1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,"0",0,0,"0",0,1,0,0,0,0,0,0,0,5,0,0,0,6,0,1,5
"3431",21,4,2016,3,"E6","MESU",20,0,0,0,0,11,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,"0",0,0,"0",0,5,0,0,0,0,0,0,0,3,11,0,0,8,11,16,3
"3432",21,4,2016,3,"E6","PLCO",2,0,0,0,0,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,"0",0,0,"0",0,2,0,0,0,0,0,0,0,2,7,0,0,4,7,9,2
"3433",28,8,2016,3,"E6","SASO",100,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,25,0
"3434",21,4,2016,3,"F1","HOMA",1,0,0,0,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,"0",0,0,"0",0,2,0,0,0,0,0,0,0,0,32,0,0,2,32,34,0
"3435",2,4,2016,3,"F1","LEMA",3,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,"0",0,0,"0",0,6,0,0,0,0,0,0,0,0,4,0,0,6,4,10,0
"3436",21,4,2016,3,"F1","MESU",30,0,0,0,0,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60,0,0,"0",0,0,"0",0,0,0,0,0,1,0,0,0,0,28,0,0,1,28,28,1
"3437",7,6,2016,3,"F1","PUPA",25,0,0,0,0,34,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,"0",0,0,"0",2,1,0,0,0,0,0,0,0,0,34,0,0,3,34,37,0
"3438",28,8,2016,3,"F1","SASO",40,0,0,0,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,"0",0,0,"0",3,0,0,0,0,0,0,0,0,0,15,0,0,3,15,18,0
"3439",2,4,2016,3,"F2","BEMA",21,2,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,"0",0,0,"0",2,3,0,0,0,0,0,0,0,0,11,0,0,5,11,14,2
"3440",21,4,2016,3,"F2","HOMA",2,1,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,"0",0,0,"0",1,2,0,0,0,0,0,0,0,0,23,0,0,3,23,25,1
"3441",2,4,2016,3,"F2","LEMA",1,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,"0",0,0,"0",0,3,0,0,0,0,0,0,0,0,7,0,0,3,7,10,0
"3442",21,4,2016,3,"F2","MESU",20,1,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,"0",0,0,"0",1,6,0,0,0,0,0,0,0,0,11,0,0,7,11,17,1
"3443",7,6,2016,3,"F2","PAIN",45,0,0,0,0,19,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,"0",0,0,"0",5,0,0,0,0,0,0,0,0,0,19,0,0,5,19,24,0
"3444",28,8,2016,3,"F2","SASO",30,0,0,0,0,0,0,0,0,20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,"0",0,0,"0",2,0,0,0,0,0,0,0,0,0,20,0,0,2,20,22,0
"3445",2,4,2016,3,"F3","BEMA",19,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,"0",0,0,"0",0,2,0,0,0,0,0,0,0,0,11,0,0,2,11,13,0
"3446",21,4,2016,3,"F3","HOMA",1,1,0,0,0,19,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,"0",0,0,"0",1,4,0,0,0,0,0,0,0,1,19,0,0,6,19,23,2
"3447",2,4,2016,3,"F3","LEMA",1,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,"0",0,0,"0",0,2,0,0,0,0,0,0,0,0,14,0,0,2,14,16,0
"3448",21,4,2016,3,"F3","MESU",15,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,"0",0,0,"0",0,3,0,0,0,0,0,0,0,0,19,0,0,3,19,22,0
"3449",7,6,2016,3,"F3","PAIN",23,0,0,0,0,22,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,"0",0,0,"0",8,0,0,0,0,0,0,0,0,2,22,0,0,10,22,30,2
"3450",21,4,2016,3,"F3","PLCO",1,0,0,0,0,8,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,"0",0,0,"0",0,4,0,0,0,0,0,0,0,2,8,0,0,6,8,12,2
"3451",28,8,2016,3,"F3","SASO",19,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,"0",0,0,"0",3,0,0,0,0,0,0,0,0,0,10,0,0,3,10,13,0
"3452",2,4,2016,3,"F4","BEMA",22,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,"0",0,0,"0",1,2,0,0,0,0,0,0,0,0,8,0,0,3,8,10,1
"3453",21,4,2016,3,"F4","HOMA",1,2,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,"0",0,0,"0",2,1,0,0,0,0,0,0,0,0,17,0,0,3,17,18,2
"3454",2,4,2016,3,"F4","LEMA",1,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,"0",0,0,"0",0,5,0,0,0,0,0,0,0,0,8,0,0,5,8,13,0
"3455",21,4,2016,3,"F4","PLCO",2,1,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,"0",0,0,"0",1,3,0,0,0,0,0,0,0,0,5,0,0,4,5,8,1
"3456",7,6,2016,3,"F4","PUPA",9,0,0,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,0,"0",0,0,"0",1,0,0,0,0,0,0,0,0,0,36,0,0,1,36,37,0
"3457",28,8,2016,3,"F4","SASO",35,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,"0",0,0,"0",1,0,0,0,0,0,0,0,0,0,15,0,0,1,15,16,0
"3458",2,4,2016,3,"F5","BEMA",7,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,"0",0,0,"0",1,9,0,0,0,0,0,0,0,0,0,0,0,10,0,9,1
"3459",21,4,2016,3,"F5","HOMA",1,1,0,0,0,14,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,"0",0,0,"0",1,2,0,0,0,0,0,0,0,1,14,0,0,4,14,16,2
"3460",2,4,2016,3,"F5","LEMA",1,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,"0",0,0,"0",0,11,0,0,0,0,0,0,0,0,2,0,0,11,2,13,0
"3461",7,6,2016,3,"F5","PAIN",7,0,0,0,0,7,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,"0",0,0,"0",2,1,0,0,0,0,0,0,0,2,7,0,0,5,7,9,3
"3462",21,4,2016,3,"F5","PLCO",2,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,"0",0,0,"0",0,6,0,0,0,0,0,0,0,0,3,0,0,6,3,9,0
"3463",7,6,2016,3,"F5","PUPA",6,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,540,0,0,"0",0,0,"0",0,2,0,0,0,0,0,0,0,0,3,0,0,2,3,4,1
"3464",28,8,2016,3,"F5","SASO",8,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,"0",0,0,"0",5,0,0,0,0,0,0,0,0,0,5,0,0,5,5,10,0
"3465",2,4,2016,3,"F5","SCLA",2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,"0",0,0,"0",0,16,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0
"3466",2,4,2016,3,"F6","BEMA",9,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,"0",0,0,"0",0,4,0,0,0,0,0,0,0,0,6,0,0,4,6,10,0
"3467",21,4,2016,3,"F6","HOMA",1,0,0,0,0,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,"0",0,0,"0",0,2,0,0,0,0,0,0,0,0,38,0,0,2,38,40,0
"3468",2,4,2016,3,"F6","LEMA",2,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,"0",0,0,"0",0,4,0,0,0,0,0,0,0,0,5,0,0,4,5,9,0
"3469",21,4,2016,3,"F6","MESU",50,0,0,0,0,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"0",0,0,"0",0,8,0,0,0,0,0,0,0,0,32,0,0,8,32,40,0
"3470",7,6,2016,3,"F6","PAIN",16,0,0,0,0,17,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,"0",0,0,"0",2,0,0,0,0,0,0,0,0,3,17,0,0,5,17,19,3
"3471",21,4,2016,3,"F6","PLCO",3,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,"0",0,0,"0",0,3,0,0,0,0,0,0,0,0,9,0,0,3,9,12,0
"3472",7,6,2016,3,"F6","PUPA",17,0,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,"0",0,0,"0",0,2,0,0,0,0,0,0,0,0,14,0,0,2,14,16,0
"3473",28,8,2016,3,"F6","SASO",12,0,0,0,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,"0",0,0,"0",3,0,0,0,0,0,0,0,0,0,15,0,0,3,15,18,0
"3474",2,4,2016,3,"F6","SCLA",1,0,0,0,0,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0,0,"0",0,0,"0",0,5,0,0,0,1,0,0,0,0,2,0,0,6,2,7,1
"3475",2,4,2016,4,"A1","BEMA",22,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88,0,0,"0",0,0,"0",0,0,0,0,0,1,0,0,0,0,28,0,0,1,28,28,1
"3476",22,4,2016,4,"A1","HOMA",1,1,0,0,0,38,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,12,0,0,"0",0,0,"0",1,4,0,0,0,3,0,0,0,0,38,0,0,8,38,42,4
"3477",2,4,2016,4,"A1","LEMA",2,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,0,44,0,0,0,44,44,0
"3478",22,4,2016,4,"A1","MEEL",15,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,0,"0",0,0,"0",0,0,0,0,0,3,0,0,0,0,27,0,0,3,27,27,3
"3479",22,4,2016,4,"A1","MESU",75,1,0,0,0,26,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,150,0,0,"0",0,0,"0",1,0,0,0,0,3,0,0,0,0,26,0,0,4,26,26,4
"3480",7,6,2016,4,"A1","PAIN",26,0,0,0,0,24,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,"0",0,0,"0",1,2,0,0,0,0,0,0,0,0,24,0,0,3,24,26,1
"3481",22,4,2016,4,"A1","PLCO",1,1,0,0,0,27,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,"0",0,0,"0",1,0,0,0,0,0,0,0,0,2,27,0,0,3,27,27,3
"3482",28,8,2016,4,"A1","SASO",40,0,0,0,0,25,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,"0",0,0,"0",2,0,0,0,0,0,0,0,0,0,25,0,0,2,25,27,0
"3483",2,4,2016,4,"A2","BEMA",19,1,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,"0",0,0,"0",1,1,0,0,0,0,0,0,0,0,19,0,0,2,19,20,1
"3484",22,4,2016,4,"A2","HOMA",1,0,0,0,0,40,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,"0",0,0,"0",0,6,0,0,0,1,0,0,0,0,40,0,0,7,40,45,2
"3485",2,4,2016,4,"A2","LEMA",1,0,0,0,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,"0",0,0,"0",0,2,0,0,0,0,0,0,0,0,29,0,0,2,29,31,0
"3486",22,4,2016,4,"A2","MEEL",24,1,0,0,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,"0",0,0,"0",1,2,0,0,0,0,0,0,0,0,31,0,0,3,31,33,1
"3487",22,4,2016,4,"A2","MESU",50,1,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"0",0,0,"0",1,0,0,0,0,0,0,0,0,0,28,0,0,1,28,28,1
"3488",22,4,2016,4,"A2","PLCO",1,0,0,0,0,19,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,"0",0,0,"0",0,4,0,0,0,0,0,0,0,0,19,0,0,4,19,22,1
"3489",7,6,2016,4,"A2","PUPA",14,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,0,42,0,0,0,42,42,0
"3490",28,8,2016,4,"A2","SASO",12,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,"0",0,0,"0",1,0,0,0,0,0,0,0,0,0,15,0,0,1,15,16,0
"3491",2,4,2016,4,"A3","BEMA",8,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,0,42,0,0,0,42,42,0
"3492",22,4,2016,4,"A3","HOMA",1,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,"0",0,0,"0",0,1,0,0,0,2,0,0,0,0,51,0,0,3,51,52,2
"3493",2,4,2016,4,"A3","LEMA",1,0,0,0,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,"0",0,0,"0",0,1,0,0,0,0,0,0,0,0,41,0,0,1,41,42,0
"3494",22,4,2016,4,"A3","MEEL",10,2,0,0,0,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,"0",0,0,"0",2,0,0,0,0,1,0,0,0,0,44,0,0,3,44,44,3
"3495",22,4,2016,4,"A3","PLCO",1,0,0,0,0,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,"0",0,0,"0",0,2,0,0,0,0,0,0,0,0,42,0,0,2,42,44,0
"3496",28,8,2016,4,"A3","SASO",20,0,0,0,0,35,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,"0",0,0,"0",2,0,0,0,0,0,0,0,0,0,35,0,0,2,35,37,0
"3497",2,4,2016,4,"A4","BEMA",10,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,"0",0,0,"0",0,2,0,0,0,0,0,0,0,0,11,0,0,2,11,13,0
"3498",22,4,2016,4,"A4","HOMA",1,0,0,0,0,32,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,"0",0,0,"0",0,6,0,0,0,1,0,0,0,0,32,0,0,7,32,38,1
"3499",2,4,2016,4,"A4","LEMA",1,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,0,32,0,0,0,32,32,0
"3500",22,4,2016,4,"A4","MEEL",19,2,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,"0",0,0,"0",2,1,0,0,0,0,0,0,0,0,28,0,0,3,28,29,2
"3501",22,4,2016,4,"A4","MESU",60,3,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,"0",0,0,"0",3,0,0,0,0,0,0,0,0,0,48,0,0,3,48,48,3
"3502",22,4,2016,4,"A4","PLCO",1,1,0,0,0,28,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,"0",0,0,"0",2,1,0,0,0,0,0,0,0,1,28,0,0,4,28,30,2
"3503",28,8,2016,4,"A4","SASO",45,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,0,40,0,0,0,40,40,0
"3504",2,4,2016,4,"A5","BEMA",32,0,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,"0",0,0,"0",0,2,0,0,0,0,0,0,0,0,24,0,0,2,24,26,0
"3505",22,4,2016,4,"A5","HOMA",1,2,0,0,0,32,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,"0",0,0,"0",2,2,0,0,0,2,0,0,0,0,32,0,0,6,32,34,4
"3506",2,4,2016,4,"A5","LEMA",2,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,"0",0,0,"0",0,1,0,0,0,0,0,0,0,2,4,0,0,3,4,5,2
"3507",22,4,2016,4,"A5","MEEL",8,2,0,0,0,18,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,"0",0,0,"0",2,2,0,0,0,1,0,0,0,0,18,0,0,5,18,20,3
"3508",22,4,2016,4,"A5","MESU",30,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,"0",0,0,"0",1,0,0,0,0,0,0,0,0,0,26,0,0,1,26,26,1
"3509",22,4,2016,4,"A5","PLCO",2,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44,0,0,"0",0,0,"0",2,0,0,0,0,1,0,0,0,0,8,0,0,3,8,8,3
"3510",2,4,2016,4,"A6","BEMA",26,2,0,0,0,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,104,0,0,"0",0,0,"0",2,0,0,0,0,1,0,0,0,0,36,0,0,3,36,36,3
"3511",22,4,2016,4,"A6","HOMA",1,2,0,0,0,22,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,"0",0,0,"0",2,2,0,0,0,1,0,0,0,0,22,0,0,5,22,24,3
"3512",2,4,2016,4,"A6","LEMA",2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,96,0,0,"0",0,0,"0",4,0,0,0,0,1,0,0,0,0,4,0,0,5,4,4,5
"3513",22,4,2016,4,"A6","MEEL",12,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,"0",0,0,"0",3,0,0,0,0,0,0,0,0,0,21,0,0,3,21,21,3
"3514",22,4,2016,4,"A6","MESU",50,1,0,0,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,"0",0,0,"0",1,2,0,0,0,0,0,0,0,0,29,0,0,3,29,31,1
"3515",28,8,2016,4,"A6","SASO",12,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,"0",0,0,"0",2,0,0,0,0,0,0,0,0,0,10,0,0,2,10,12,0
"3516",2,4,2016,4,"B1","BEMA",16,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,"0",0,0,"0",0,1,0,0,0,0,0,0,0,0,17,0,0,1,17,18,0
"3517",22,4,2016,4,"B1","HOMA",1,0,0,0,0,27,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,"0",0,0,"0",0,3,0,0,0,2,0,0,0,0,27,0,0,5,27,30,2
"3518",2,4,2016,4,"B1","LEMA",3,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,"0",0,0,"0",0,1,0,0,0,0,0,0,0,0,19,0,0,1,19,20,0
"3519",22,4,2016,4,"B1","MEEL",18,1,0,0,0,14,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,"0",0,0,"0",1,2,0,0,0,1,0,0,0,0,14,0,0,4,14,16,2
"3520",22,4,2016,4,"B1","MESU",70,0,0,0,0,28,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,"0",0,0,"0",2,3,0,0,0,0,0,0,0,0,28,0,0,5,28,32,1
"3521",7,6,2016,4,"B1","PAIN",15,0,0,0,0,23,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,"0",0,0,"0",0,2,0,0,0,0,0,0,0,0,25,0,0,2,25,25,2
"3522",22,4,2016,4,"B1","PLCO",4,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88,0,0,"0",0,0,"0",0,0,0,0,0,1,0,0,0,1,8,0,0,2,8,8,2
"3523",7,6,2016,4,"B1","PUPA",44,0,0,0,0,22,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,"0",0,0,"0",4,1,0,0,0,0,0,0,0,0,22,0,0,5,22,26,1
"3524",28,8,2016,4,"B1","SASO",75,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,20,0
"3525",2,4,2016,4,"B1","SCLA",2,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,"0",0,0,"0",0,1,0,0,0,0,0,0,0,0,14,0,0,1,14,15,0
"3526",2,4,2016,4,"B2","BEMA",14,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56,0,0,"0",0,0,"0",0,0,0,0,0,1,0,0,0,0,6,0,0,1,6,6,1
"3527",22,4,2016,4,"B2","HOMA",1,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,"0",0,0,"0",0,2,0,0,0,1,0,0,0,0,8,0,0,3,8,10,1
"3528",2,4,2016,4,"B2","LEMA",1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,"0",0,0,"0",1,0,0,0,0,0,0,0,0,0,12,0,0,1,12,12,1
