day,month,year,plot,focal,subplot,code.plant,family,class,fruit,seed,abundance
9,4,2019,2,HOMA,D3,FRPU,Frankeniaceae,Forb,1,70.95074620380618,0
9,4,2019,2,HOMA,D3,CETE,Gentianaceae,Forb,1,70.95074620380618,0
9,4,2019,2,HOMA,D3,LYTR,Lythraceae,Forb,1,70.95074620380618,0
9,4,2019,2,HOMA,D3,PLCO,Plantaginaceae,Forb,1,70.95074620380618,0
9,4,2019,2,HOMA,D3,ANAR,Primulacea,Forb,1,70.95074620380618,0
9,4,2019,2,HOMA,D3,RAPE,Ranunculuc,Forb,1,70.95074620380618,0
9,4,2019,2,HOMA,D3,HOMA,Poaceae,Grass,1,70.95074620380618,10
9,4,2019,2,HOMA,D3,PAIN,Poaceae,Grass,1,70.95074620380618,0
9,4,2019,2,HOMA,D3,POMA,Poaceae,Grass,1,70.95074620380618,0
9,4,2019,2,HOMA,D3,POMO,Poaceae,Grass,1,70.95074620380618,0
9,4,2021,9,LEMA,C2,BEMA,Amaranthaceae,Forb,1,71.02473217971992,0
9,4,2021,9,LEMA,C2,SASO,Amaranthaceae,Forb,1,71.02473217971992,0
9,4,2021,9,LEMA,C2,SUSP,Amaranthaceae,Forb,1,71.02473217971992,0
9,4,2021,9,LEMA,C2,ACHI,Asteraceae,Forb,1,71.02473217971992,0
9,4,2021,9,LEMA,C2,CHFU,Asteraceae,Forb,1,71.02473217971992,1
9,4,2021,9,LEMA,C2,CHMI,Asteraceae,Forb,1,71.02473217971992,0
9,4,2021,9,LEMA,C2,LEMA,Asteraceae,Forb,1,71.02473217971992,0
9,4,2021,9,LEMA,C2,PUPA,Asteraceae,Forb,1,71.02473217971992,0
9,4,2021,9,LEMA,C2,SCLA,Asteraceae,Forb,1,71.02473217971992,0
9,4,2021,9,LEMA,C2,SOAS,Asteraceae,Forb,1,71.02473217971992,3
9,4,2021,9,LEMA,C2,COSQ,Brassicaceae,Forb,1,71.02473217971992,0
9,4,2021,9,LEMA,C2,SPRU,Caryophyllaceae,Forb,1,71.02473217971992,0
9,4,2021,9,LEMA,C2,MEEL,Fabaceae,Forb,1,71.02473217971992,0
9,4,2021,9,LEMA,C2,MEPO,Fabaceae,Forb,1,71.02473217971992,0
9,4,2021,9,LEMA,C2,MESU,Fabaceae,Forb,1,71.02473217971992,0
9,4,2021,9,LEMA,C2,FRPU,Frankeniaceae,Forb,1,71.02473217971992,0
9,4,2021,9,LEMA,C2,CETE,Gentianaceae,Forb,1,71.02473217971992,0
9,4,2021,9,LEMA,C2,LYTR,Lythraceae,Forb,1,71.02473217971992,0
9,4,2021,9,LEMA,C2,PLCO,Plantaginaceae,Forb,1,71.02473217971992,0
9,4,2021,9,LEMA,C2,ANAR,Primulacea,Forb,1,71.02473217971992,0
9,4,2021,9,LEMA,C2,RAPE,Ranunculuc,Forb,1,71.02473217971992,0
9,4,2021,9,LEMA,C2,HOMA,Poaceae,Grass,1,71.02473217971992,0
9,4,2021,9,LEMA,C2,PAIN,Poaceae,Grass,1,71.02473217971992,0
9,4,2021,9,LEMA,C2,POMA,Poaceae,Grass,1,71.02473217971992,0
9,4,2021,9,LEMA,C2,POMO,Poaceae,Grass,1,71.02473217971992,0
23,4,2020,4,LEMA,D5,BEMA,Amaranthaceae,Forb,1,71.08073130104925,2
23,4,2020,4,LEMA,D5,SASO,Amaranthaceae,Forb,1,71.08073130104925,0
23,4,2020,4,LEMA,D5,SUSP,Amaranthaceae,Forb,1,71.08073130104925,0
23,4,2020,4,LEMA,D5,ACHI,Asteraceae,Forb,1,71.08073130104925,0
23,4,2020,4,LEMA,D5,CHFU,Asteraceae,Forb,1,71.08073130104925,0
23,4,2020,4,LEMA,D5,CHMI,Asteraceae,Forb,1,71.08073130104925,0
23,4,2020,4,LEMA,D5,LEMA,Asteraceae,Forb,1,71.08073130104925,0
23,4,2020,4,LEMA,D5,PUPA,Asteraceae,Forb,1,71.08073130104925,0
23,4,2020,4,LEMA,D5,SCLA,Asteraceae,Forb,1,71.08073130104925,0
23,4,2020,4,LEMA,D5,SOAS,Asteraceae,Forb,1,71.08073130104925,0
23,4,2020,4,LEMA,D5,COSQ,Brassicaceae,Forb,1,71.08073130104925,0
23,4,2020,4,LEMA,D5,SPRU,Caryophyllaceae,Forb,1,71.08073130104925,0
23,4,2020,4,LEMA,D5,MEEL,Fabaceae,Forb,1,71.08073130104925,0
23,4,2020,4,LEMA,D5,MEPO,Fabaceae,Forb,1,71.08073130104925,0
23,4,2020,4,LEMA,D5,MESU,Fabaceae,Forb,1,71.08073130104925,0
23,4,2020,4,LEMA,D5,FRPU,Frankeniaceae,Forb,1,71.08073130104925,0
23,4,2020,4,LEMA,D5,CETE,Gentianaceae,Forb,1,71.08073130104925,0
23,4,2020,4,LEMA,D5,LYTR,Lythraceae,Forb,1,71.08073130104925,0
23,4,2020,4,LEMA,D5,PLCO,Plantaginaceae,Forb,1,71.08073130104925,0
23,4,2020,4,LEMA,D5,ANAR,Primulacea,Forb,1,71.08073130104925,0
23,4,2020,4,LEMA,D5,RAPE,Ranunculuc,Forb,1,71.08073130104925,0
23,4,2020,4,LEMA,D5,HOMA,Poaceae,Grass,1,71.08073130104925,13
23,4,2020,4,LEMA,D5,PAIN,Poaceae,Grass,1,71.08073130104925,0
23,4,2020,4,LEMA,D5,POMA,Poaceae,Grass,1,71.08073130104925,0
23,4,2020,4,LEMA,D5,POMO,Poaceae,Grass,1,71.08073130104925,0
9,4,2019,3,HOMA,E5,BEMA,Amaranthaceae,Forb,1,71.38756678366146,0
9,4,2019,3,HOMA,E5,SASO,Amaranthaceae,Forb,1,71.38756678366146,0
9,4,2019,3,HOMA,E5,SUSP,Amaranthaceae,Forb,1,71.38756678366146,0
9,4,2019,3,HOMA,E5,ACHI,Asteraceae,Forb,1,71.38756678366146,0
9,4,2019,3,HOMA,E5,CHFU,Asteraceae,Forb,1,71.38756678366146,0
9,4,2019,3,HOMA,E5,CHMI,Asteraceae,Forb,1,71.38756678366146,0
9,4,2019,3,HOMA,E5,LEMA,Asteraceae,Forb,1,71.38756678366146,1
9,4,2019,3,HOMA,E5,PUPA,Asteraceae,Forb,1,71.38756678366146,0
9,4,2019,3,HOMA,E5,SCLA,Asteraceae,Forb,1,71.38756678366146,0
9,4,2019,3,HOMA,E5,SOAS,Asteraceae,Forb,1,71.38756678366146,0
9,4,2019,3,HOMA,E5,COSQ,Brassicaceae,Forb,1,71.38756678366146,0
9,4,2019,3,HOMA,E5,SPRU,Caryophyllaceae,Forb,1,71.38756678366146,0
9,4,2019,3,HOMA,E5,MEEL,Fabaceae,Forb,1,71.38756678366146,0
9,4,2019,3,HOMA,E5,MEPO,Fabaceae,Forb,1,71.38756678366146,0
9,4,2019,3,HOMA,E5,MESU,Fabaceae,Forb,1,71.38756678366146,2
9,4,2019,3,HOMA,E5,FRPU,Frankeniaceae,Forb,1,71.38756678366146,0
9,4,2019,3,HOMA,E5,CETE,Gentianaceae,Forb,1,71.38756678366146,0
9,4,2019,3,HOMA,E5,LYTR,Lythraceae,Forb,1,71.38756678366146,0
9,4,2019,3,HOMA,E5,PLCO,Plantaginaceae,Forb,1,71.38756678366146,0
9,4,2019,3,HOMA,E5,ANAR,Primulacea,Forb,1,71.38756678366146,0
9,4,2019,3,HOMA,E5,RAPE,Ranunculuc,Forb,1,71.38756678366146,0
9,4,2019,3,HOMA,E5,HOMA,Poaceae,Grass,1,71.38756678366146,40
9,4,2019,3,HOMA,E5,PAIN,Poaceae,Grass,1,71.38756678366146,0
9,4,2019,3,HOMA,E5,POMA,Poaceae,Grass,1,71.38756678366146,0
9,4,2019,3,HOMA,E5,POMO,Poaceae,Grass,1,71.38756678366146,0
23,4,2020,5,LEMA,D2,BEMA,Amaranthaceae,Forb,1,71.61413712891904,0
23,4,2020,5,LEMA,D2,SASO,Amaranthaceae,Forb,1,71.61413712891904,0
23,4,2020,5,LEMA,D2,SUSP,Amaranthaceae,Forb,1,71.61413712891904,0
23,4,2020,5,LEMA,D2,ACHI,Asteraceae,Forb,1,71.61413712891904,0
23,4,2020,5,LEMA,D2,CHFU,Asteraceae,Forb,1,71.61413712891904,0
23,4,2020,5,LEMA,D2,CHMI,Asteraceae,Forb,1,71.61413712891904,0
23,4,2020,5,LEMA,D2,LEMA,Asteraceae,Forb,1,71.61413712891904,0
23,4,2020,5,LEMA,D2,PUPA,Asteraceae,Forb,1,71.61413712891904,0
23,4,2020,5,LEMA,D2,SCLA,Asteraceae,Forb,1,71.61413712891904,0
23,4,2020,5,LEMA,D2,SOAS,Asteraceae,Forb,1,71.61413712891904,0
23,4,2020,5,LEMA,D2,COSQ,Brassicaceae,Forb,1,71.61413712891904,0
23,4,2020,5,LEMA,D2,SPRU,Caryophyllaceae,Forb,1,71.61413712891904,0
23,4,2020,5,LEMA,D2,MEEL,Fabaceae,Forb,1,71.61413712891904,0
23,4,2020,5,LEMA,D2,MEPO,Fabaceae,Forb,1,71.61413712891904,0
23,4,2020,5,LEMA,D2,MESU,Fabaceae,Forb,1,71.61413712891904,0
23,4,2020,5,LEMA,D2,FRPU,Frankeniaceae,Forb,1,71.61413712891904,0
23,4,2020,5,LEMA,D2,CETE,Gentianaceae,Forb,1,71.61413712891904,0
23,4,2020,5,LEMA,D2,LYTR,Lythraceae,Forb,1,71.61413712891904,0
23,4,2020,5,LEMA,D2,PLCO,Plantaginaceae,Forb,1,71.61413712891904,0
23,4,2020,5,LEMA,D2,ANAR,Primulacea,Forb,1,71.61413712891904,0
23,4,2020,5,LEMA,D2,RAPE,Ranunculuc,Forb,1,71.61413712891904,0
23,4,2020,5,LEMA,D2,HOMA,Poaceae,Grass,1,71.61413712891904,8
23,4,2020,5,LEMA,D2,PAIN,Poaceae,Grass,1,71.61413712891904,0
23,4,2020,5,LEMA,D2,POMA,Poaceae,Grass,1,71.61413712891904,0
23,4,2020,5,LEMA,D2,POMO,Poaceae,Grass,1,71.61413712891904,0
25,3,2019,6,LEMA,A3,BEMA,Amaranthaceae,Forb,1,71.74697578956328,0
25,3,2019,6,LEMA,A3,SASO,Amaranthaceae,Forb,1,71.74697578956328,0
25,3,2019,6,LEMA,A3,SUSP,Amaranthaceae,Forb,1,71.74697578956328,0
25,3,2019,6,LEMA,A3,ACHI,Asteraceae,Forb,1,71.74697578956328,0
25,3,2019,6,LEMA,A3,CHFU,Asteraceae,Forb,1,71.74697578956328,0
25,3,2019,6,LEMA,A3,CHMI,Asteraceae,Forb,1,71.74697578956328,0
25,3,2019,6,LEMA,A3,LEMA,Asteraceae,Forb,1,71.74697578956328,0
25,3,2019,6,LEMA,A3,PUPA,Asteraceae,Forb,1,71.74697578956328,0
25,3,2019,6,LEMA,A3,SCLA,Asteraceae,Forb,1,71.74697578956328,0
25,3,2019,6,LEMA,A3,SOAS,Asteraceae,Forb,1,71.74697578956328,0
25,3,2019,6,LEMA,A3,COSQ,Brassicaceae,Forb,1,71.74697578956328,0
25,3,2019,6,LEMA,A3,SPRU,Caryophyllaceae,Forb,1,71.74697578956328,0
25,3,2019,6,LEMA,A3,MEEL,Fabaceae,Forb,1,71.74697578956328,0
25,3,2019,6,LEMA,A3,MEPO,Fabaceae,Forb,1,71.74697578956328,0
25,3,2019,6,LEMA,A3,MESU,Fabaceae,Forb,1,71.74697578956328,0
25,3,2019,6,LEMA,A3,FRPU,Frankeniaceae,Forb,1,71.74697578956328,0
25,3,2019,6,LEMA,A3,CETE,Gentianaceae,Forb,1,71.74697578956328,0
25,3,2019,6,LEMA,A3,LYTR,Lythraceae,Forb,1,71.74697578956328,0
25,3,2019,6,LEMA,A3,PLCO,Plantaginaceae,Forb,1,71.74697578956328,0
25,3,2019,6,LEMA,A3,ANAR,Primulacea,Forb,1,71.74697578956328,0
25,3,2019,6,LEMA,A3,RAPE,Ranunculuc,Forb,1,71.74697578956328,0
25,3,2019,6,LEMA,A3,HOMA,Poaceae,Grass,1,71.74697578956328,40
25,3,2019,6,LEMA,A3,PAIN,Poaceae,Grass,1,71.74697578956328,0
25,3,2019,6,LEMA,A3,POMA,Poaceae,Grass,1,71.74697578956328,0
25,3,2019,6,LEMA,A3,POMO,Poaceae,Grass,1,71.74697578956328,0
9,4,2021,7,HOMA,D6,BEMA,Amaranthaceae,Forb,1,71.86257547351103,0
9,4,2021,7,HOMA,D6,SASO,Amaranthaceae,Forb,1,71.86257547351103,0
9,4,2021,7,HOMA,D6,SUSP,Amaranthaceae,Forb,1,71.86257547351103,0
9,4,2021,7,HOMA,D6,ACHI,Asteraceae,Forb,1,71.86257547351103,0
9,4,2021,7,HOMA,D6,CHFU,Asteraceae,Forb,1,71.86257547351103,0
9,4,2021,7,HOMA,D6,CHMI,Asteraceae,Forb,1,71.86257547351103,0
9,4,2021,7,HOMA,D6,LEMA,Asteraceae,Forb,1,71.86257547351103,3
9,4,2021,7,HOMA,D6,PUPA,Asteraceae,Forb,1,71.86257547351103,0
9,4,2021,7,HOMA,D6,SCLA,Asteraceae,Forb,1,71.86257547351103,0
9,4,2021,7,HOMA,D6,SOAS,Asteraceae,Forb,1,71.86257547351103,0
9,4,2021,7,HOMA,D6,COSQ,Brassicaceae,Forb,1,71.86257547351103,0
9,4,2021,7,HOMA,D6,SPRU,Caryophyllaceae,Forb,1,71.86257547351103,0
9,4,2021,7,HOMA,D6,MEEL,Fabaceae,Forb,1,71.86257547351103,0
9,4,2021,7,HOMA,D6,MEPO,Fabaceae,Forb,1,71.86257547351103,2
9,4,2021,7,HOMA,D6,MESU,Fabaceae,Forb,1,71.86257547351103,0
9,4,2021,7,HOMA,D6,FRPU,Frankeniaceae,Forb,1,71.86257547351103,0
9,4,2021,7,HOMA,D6,CETE,Gentianaceae,Forb,1,71.86257547351103,0
9,4,2021,7,HOMA,D6,LYTR,Lythraceae,Forb,1,71.86257547351103,0
9,4,2021,7,HOMA,D6,PLCO,Plantaginaceae,Forb,1,71.86257547351103,0
9,4,2021,7,HOMA,D6,ANAR,Primulacea,Forb,1,71.86257547351103,0
9,4,2021,7,HOMA,D6,RAPE,Ranunculuc,Forb,1,71.86257547351103,0
9,4,2021,7,HOMA,D6,HOMA,Poaceae,Grass,1,71.86257547351103,0
9,4,2021,7,HOMA,D6,PAIN,Poaceae,Grass,1,71.86257547351103,1
9,4,2021,7,HOMA,D6,POMA,Poaceae,Grass,1,71.86257547351103,0
9,4,2021,7,HOMA,D6,POMO,Poaceae,Grass,1,71.86257547351103,1
9,4,2021,9,CHFU,C1,BEMA,Amaranthaceae,Forb,2,72.00014862952148,0
9,4,2021,9,CHFU,C1,SASO,Amaranthaceae,Forb,2,72.00014862952148,0
9,4,2021,9,CHFU,C1,SUSP,Amaranthaceae,Forb,2,72.00014862952148,0
9,4,2021,9,CHFU,C1,ACHI,Asteraceae,Forb,2,72.00014862952148,0
9,4,2021,9,CHFU,C1,CHFU,Asteraceae,Forb,2,72.00014862952148,0
9,4,2021,9,CHFU,C1,CHMI,Asteraceae,Forb,2,72.00014862952148,0
9,4,2021,9,CHFU,C1,LEMA,Asteraceae,Forb,2,72.00014862952148,0
9,4,2021,9,CHFU,C1,PUPA,Asteraceae,Forb,2,72.00014862952148,0
9,4,2021,9,CHFU,C1,SCLA,Asteraceae,Forb,2,72.00014862952148,0
9,4,2021,9,CHFU,C1,SOAS,Asteraceae,Forb,2,72.00014862952148,1
9,4,2021,9,CHFU,C1,COSQ,Brassicaceae,Forb,2,72.00014862952148,0
9,4,2021,9,CHFU,C1,SPRU,Caryophyllaceae,Forb,2,72.00014862952148,0
9,4,2021,9,CHFU,C1,MEEL,Fabaceae,Forb,2,72.00014862952148,0
9,4,2021,9,CHFU,C1,MEPO,Fabaceae,Forb,2,72.00014862952148,0
9,4,2021,9,CHFU,C1,MESU,Fabaceae,Forb,2,72.00014862952148,0
9,4,2021,9,CHFU,C1,FRPU,Frankeniaceae,Forb,2,72.00014862952148,0
9,4,2021,9,CHFU,C1,CETE,Gentianaceae,Forb,2,72.00014862952148,0
9,4,2021,9,CHFU,C1,LYTR,Lythraceae,Forb,2,72.00014862952148,0
9,4,2021,9,CHFU,C1,PLCO,Plantaginaceae,Forb,2,72.00014862952148,0
9,4,2021,9,CHFU,C1,ANAR,Primulacea,Forb,2,72.00014862952148,0
9,4,2021,9,CHFU,C1,RAPE,Ranunculuc,Forb,2,72.00014862952148,0
9,4,2021,9,CHFU,C1,HOMA,Poaceae,Grass,2,72.00014862952148,0
9,4,2021,9,CHFU,C1,PAIN,Poaceae,Grass,2,72.00014862952148,0
9,4,2021,9,CHFU,C1,POMA,Poaceae,Grass,2,72.00014862952148,0
9,4,2021,9,CHFU,C1,POMO,Poaceae,Grass,2,72.00014862952148,0
9,4,2021,9,LEMA,F4,BEMA,Amaranthaceae,Forb,1,72.06912638498244,0
9,4,2021,9,LEMA,F4,SASO,Amaranthaceae,Forb,1,72.06912638498244,0
9,4,2021,9,LEMA,F4,SUSP,Amaranthaceae,Forb,1,72.06912638498244,0
9,4,2021,9,LEMA,F4,ACHI,Asteraceae,Forb,1,72.06912638498244,0
9,4,2021,9,LEMA,F4,CHFU,Asteraceae,Forb,1,72.06912638498244,0
9,4,2021,9,LEMA,F4,CHMI,Asteraceae,Forb,1,72.06912638498244,0
9,4,2021,9,LEMA,F4,LEMA,Asteraceae,Forb,1,72.06912638498244,0
9,4,2021,9,LEMA,F4,PUPA,Asteraceae,Forb,1,72.06912638498244,0
9,4,2021,9,LEMA,F4,SCLA,Asteraceae,Forb,1,72.06912638498244,0
9,4,2021,9,LEMA,F4,SOAS,Asteraceae,Forb,1,72.06912638498244,0
9,4,2021,9,LEMA,F4,COSQ,Brassicaceae,Forb,1,72.06912638498244,0
9,4,2021,9,LEMA,F4,SPRU,Caryophyllaceae,Forb,1,72.06912638498244,0
9,4,2021,9,LEMA,F4,MEEL,Fabaceae,Forb,1,72.06912638498244,0
9,4,2021,9,LEMA,F4,MEPO,Fabaceae,Forb,1,72.06912638498244,0
9,4,2021,9,LEMA,F4,MESU,Fabaceae,Forb,1,72.06912638498244,0
9,4,2021,9,LEMA,F4,FRPU,Frankeniaceae,Forb,1,72.06912638498244,0
9,4,2021,9,LEMA,F4,CETE,Gentianaceae,Forb,1,72.06912638498244,2
9,4,2021,9,LEMA,F4,LYTR,Lythraceae,Forb,1,72.06912638498244,0
9,4,2021,9,LEMA,F4,PLCO,Plantaginaceae,Forb,1,72.06912638498244,0
9,4,2021,9,LEMA,F4,ANAR,Primulacea,Forb,1,72.06912638498244,0
9,4,2021,9,LEMA,F4,RAPE,Ranunculuc,Forb,1,72.06912638498244,0
9,4,2021,9,LEMA,F4,HOMA,Poaceae,Grass,1,72.06912638498244,0
9,4,2021,9,LEMA,F4,PAIN,Poaceae,Grass,1,72.06912638498244,0
9,4,2021,9,LEMA,F4,POMA,Poaceae,Grass,1,72.06912638498244,0
9,4,2021,9,LEMA,F4,POMO,Poaceae,Grass,1,72.06912638498244,0
16,4,2020,9,LEMA,E1,BEMA,Amaranthaceae,Forb,2,72.09465051012334,0
16,4,2020,9,LEMA,E1,SASO,Amaranthaceae,Forb,2,72.09465051012334,0
16,4,2020,9,LEMA,E1,SUSP,Amaranthaceae,Forb,2,72.09465051012334,0
16,4,2020,9,LEMA,E1,ACHI,Asteraceae,Forb,2,72.09465051012334,0
16,4,2020,9,LEMA,E1,CHFU,Asteraceae,Forb,2,72.09465051012334,0
16,4,2020,9,LEMA,E1,CHMI,Asteraceae,Forb,2,72.09465051012334,0
16,4,2020,9,LEMA,E1,LEMA,Asteraceae,Forb,2,72.09465051012334,1
16,4,2020,9,LEMA,E1,PUPA,Asteraceae,Forb,2,72.09465051012334,0
16,4,2020,9,LEMA,E1,SCLA,Asteraceae,Forb,2,72.09465051012334,0
16,4,2020,9,LEMA,E1,SOAS,Asteraceae,Forb,2,72.09465051012334,0
16,4,2020,9,LEMA,E1,COSQ,Brassicaceae,Forb,2,72.09465051012334,0
16,4,2020,9,LEMA,E1,SPRU,Caryophyllaceae,Forb,2,72.09465051012334,0
16,4,2020,9,LEMA,E1,MEEL,Fabaceae,Forb,2,72.09465051012334,0
16,4,2020,9,LEMA,E1,MEPO,Fabaceae,Forb,2,72.09465051012334,0
16,4,2020,9,LEMA,E1,MESU,Fabaceae,Forb,2,72.09465051012334,0
16,4,2020,9,LEMA,E1,FRPU,Frankeniaceae,Forb,2,72.09465051012334,0
16,4,2020,9,LEMA,E1,CETE,Gentianaceae,Forb,2,72.09465051012334,0
16,4,2020,9,LEMA,E1,LYTR,Lythraceae,Forb,2,72.09465051012334,0
16,4,2020,9,LEMA,E1,PLCO,Plantaginaceae,Forb,2,72.09465051012334,0
16,4,2020,9,LEMA,E1,ANAR,Primulacea,Forb,2,72.09465051012334,0
16,4,2020,9,LEMA,E1,RAPE,Ranunculuc,Forb,2,72.09465051012334,0
16,4,2020,9,LEMA,E1,HOMA,Poaceae,Grass,2,72.09465051012334,0
16,4,2020,9,LEMA,E1,PAIN,Poaceae,Grass,2,72.09465051012334,0
16,4,2020,9,LEMA,E1,POMA,Poaceae,Grass,2,72.09465051012334,0
16,4,2020,9,LEMA,E1,POMO,Poaceae,Grass,2,72.09465051012334,0
9,4,2021,6,LEMA,D1,BEMA,Amaranthaceae,Forb,1,72.18471519547296,1
9,4,2021,6,LEMA,D1,SASO,Amaranthaceae,Forb,1,72.18471519547296,0
9,4,2021,6,LEMA,D1,SUSP,Amaranthaceae,Forb,1,72.18471519547296,0
9,4,2021,6,LEMA,D1,ACHI,Asteraceae,Forb,1,72.18471519547296,0
9,4,2021,6,LEMA,D1,CHFU,Asteraceae,Forb,1,72.18471519547296,0
9,4,2021,6,LEMA,D1,CHMI,Asteraceae,Forb,1,72.18471519547296,0
9,4,2021,6,LEMA,D1,LEMA,Asteraceae,Forb,1,72.18471519547296,1
9,4,2021,6,LEMA,D1,PUPA,Asteraceae,Forb,1,72.18471519547296,0
9,4,2021,6,LEMA,D1,SCLA,Asteraceae,Forb,1,72.18471519547296,0
9,4,2021,6,LEMA,D1,SOAS,Asteraceae,Forb,1,72.18471519547296,0
9,4,2021,6,LEMA,D1,COSQ,Brassicaceae,Forb,1,72.18471519547296,0
9,4,2021,6,LEMA,D1,SPRU,Caryophyllaceae,Forb,1,72.18471519547296,0
9,4,2021,6,LEMA,D1,MEEL,Fabaceae,Forb,1,72.18471519547296,0
9,4,2021,6,LEMA,D1,MEPO,Fabaceae,Forb,1,72.18471519547296,0
9,4,2021,6,LEMA,D1,MESU,Fabaceae,Forb,1,72.18471519547296,0
9,4,2021,6,LEMA,D1,FRPU,Frankeniaceae,Forb,1,72.18471519547296,0
9,4,2021,6,LEMA,D1,CETE,Gentianaceae,Forb,1,72.18471519547296,0
9,4,2021,6,LEMA,D1,LYTR,Lythraceae,Forb,1,72.18471519547296,0
9,4,2021,6,LEMA,D1,PLCO,Plantaginaceae,Forb,1,72.18471519547296,0
9,4,2021,6,LEMA,D1,ANAR,Primulacea,Forb,1,72.18471519547296,0
9,4,2021,6,LEMA,D1,RAPE,Ranunculuc,Forb,1,72.18471519547296,0
9,4,2021,6,LEMA,D1,HOMA,Poaceae,Grass,1,72.18471519547296,5
9,4,2021,6,LEMA,D1,PAIN,Poaceae,Grass,1,72.18471519547296,0
9,4,2021,6,LEMA,D1,POMA,Poaceae,Grass,1,72.18471519547296,0
9,4,2021,6,LEMA,D1,POMO,Poaceae,Grass,1,72.18471519547296,0
9,4,2021,8,LEMA,A4,BEMA,Amaranthaceae,Forb,2,72.24601555289074,0
9,4,2021,8,LEMA,A4,SASO,Amaranthaceae,Forb,2,72.24601555289074,0
9,4,2021,8,LEMA,A4,SUSP,Amaranthaceae,Forb,2,72.24601555289074,0
9,4,2021,8,LEMA,A4,ACHI,Asteraceae,Forb,2,72.24601555289074,0
9,4,2021,8,LEMA,A4,CHFU,Asteraceae,Forb,2,72.24601555289074,0
9,4,2021,8,LEMA,A4,CHMI,Asteraceae,Forb,2,72.24601555289074,0
9,4,2021,8,LEMA,A4,LEMA,Asteraceae,Forb,2,72.24601555289074,0
9,4,2021,8,LEMA,A4,PUPA,Asteraceae,Forb,2,72.24601555289074,0
9,4,2021,8,LEMA,A4,SCLA,Asteraceae,Forb,2,72.24601555289074,0
9,4,2021,8,LEMA,A4,SOAS,Asteraceae,Forb,2,72.24601555289074,0
9,4,2021,8,LEMA,A4,COSQ,Brassicaceae,Forb,2,72.24601555289074,0
9,4,2021,8,LEMA,A4,SPRU,Caryophyllaceae,Forb,2,72.24601555289074,0
9,4,2021,8,LEMA,A4,MEEL,Fabaceae,Forb,2,72.24601555289074,0
9,4,2021,8,LEMA,A4,MEPO,Fabaceae,Forb,2,72.24601555289074,1
9,4,2021,8,LEMA,A4,MESU,Fabaceae,Forb,2,72.24601555289074,0
9,4,2021,8,LEMA,A4,FRPU,Frankeniaceae,Forb,2,72.24601555289074,0
9,4,2021,8,LEMA,A4,CETE,Gentianaceae,Forb,2,72.24601555289074,3
9,4,2021,8,LEMA,A4,LYTR,Lythraceae,Forb,2,72.24601555289074,0
9,4,2021,8,LEMA,A4,PLCO,Plantaginaceae,Forb,2,72.24601555289074,1
9,4,2021,8,LEMA,A4,ANAR,Primulacea,Forb,2,72.24601555289074,0
9,4,2021,8,LEMA,A4,RAPE,Ranunculuc,Forb,2,72.24601555289074,0
9,4,2021,8,LEMA,A4,HOMA,Poaceae,Grass,2,72.24601555289074,0
9,4,2021,8,LEMA,A4,PAIN,Poaceae,Grass,2,72.24601555289074,0
9,4,2021,8,LEMA,A4,POMA,Poaceae,Grass,2,72.24601555289074,0
9,4,2021,8,LEMA,A4,POMO,Poaceae,Grass,2,72.24601555289074,2
1,4,2020,7,CHFU,A5,BEMA,Amaranthaceae,Forb,2,72.32933099913771,1
1,4,2020,7,CHFU,A5,SASO,Amaranthaceae,Forb,2,72.32933099913771,0
1,4,2020,7,CHFU,A5,SUSP,Amaranthaceae,Forb,2,72.32933099913771,0
1,4,2020,7,CHFU,A5,ACHI,Asteraceae,Forb,2,72.32933099913771,0
1,4,2020,7,CHFU,A5,CHFU,Asteraceae,Forb,2,72.32933099913771,0
1,4,2020,7,CHFU,A5,CHMI,Asteraceae,Forb,2,72.32933099913771,0
1,4,2020,7,CHFU,A5,LEMA,Asteraceae,Forb,2,72.32933099913771,3
1,4,2020,7,CHFU,A5,PUPA,Asteraceae,Forb,2,72.32933099913771,0
1,4,2020,7,CHFU,A5,SCLA,Asteraceae,Forb,2,72.32933099913771,0
1,4,2020,7,CHFU,A5,SOAS,Asteraceae,Forb,2,72.32933099913771,0
1,4,2020,7,CHFU,A5,COSQ,Brassicaceae,Forb,2,72.32933099913771,0
1,4,2020,7,CHFU,A5,SPRU,Caryophyllaceae,Forb,2,72.32933099913771,2
1,4,2020,7,CHFU,A5,MEEL,Fabaceae,Forb,2,72.32933099913771,0
1,4,2020,7,CHFU,A5,MEPO,Fabaceae,Forb,2,72.32933099913771,0
1,4,2020,7,CHFU,A5,MESU,Fabaceae,Forb,2,72.32933099913771,0
1,4,2020,7,CHFU,A5,FRPU,Frankeniaceae,Forb,2,72.32933099913771,0
1,4,2020,7,CHFU,A5,CETE,Gentianaceae,Forb,2,72.32933099913771,0
1,4,2020,7,CHFU,A5,LYTR,Lythraceae,Forb,2,72.32933099913771,0
1,4,2020,7,CHFU,A5,PLCO,Plantaginaceae,Forb,2,72.32933099913771,0
1,4,2020,7,CHFU,A5,ANAR,Primulacea,Forb,2,72.32933099913771,0
1,4,2020,7,CHFU,A5,RAPE,Ranunculuc,Forb,2,72.32933099913771,0
1,4,2020,7,CHFU,A5,HOMA,Poaceae,Grass,2,72.32933099913771,0
1,4,2020,7,CHFU,A5,PAIN,Poaceae,Grass,2,72.32933099913771,0
